RASMC_RNA_0H	RASMC_RNA_PDGF_JQ1_24H	LOG2_FOLD_CHANGE	P_VALUE
Acadl	59.4831528957707	89.1382734460836	0.583563897843866	0.0436191598217112
Acadm	32.2590856131402	49.9519238262883	0.630834696661527	0.0316280076708542
Acads	14.4426227003102	15.3761950303142	0.0903657889117795	0.684173209758265
Acadsb	20.0334472703701	5.40560522394059	-1.88988263578012	0.160868025867491
Acadvl	20.595691625692	66.5565347768389	1.69223774815931	0.00324505384449977
Acan	1.57514651330599	0.487392430969362	-1.69233027628934	0.0739687509749777
Acap2	23.1775810297442	31.609754626343	0.447639831513493	0.151711508157836
Acap3	8.35097461246384	10.8071209975897	0.371965757931422	0.145718750453735
Acat1	39.6638553387384	31.6937107126381	-0.323628333841238	0.247080956752403
Acat2	37.2594241592492	21.5134353628266	-0.792367458504279	0.0136752110516753
Acbd3	33.4156708829154	22.2397427312893	-0.587384740211887	0.00796487770330535
Acbd4	11.5537446797631	11.3649066934563	-0.0237746791759441	0.942480323183473
Acbd5	6.02864941939803	4.78891290787207	-0.332136636923383	0.571189927839422
Acbd6	14.3959385478917	15.0172532594888	0.0609591109637316	0.633326643505026
Acbd7	0.106825354756575	0.914075563840802	3.09705932533857	0.134328222328575
Accs	7.08937479703557	2.49295319384971	-1.50780260769803	0.00991693577413036
Acd	40.6331820066568	63.9913206713739	0.655217894235318	0.166848477415903
Ace	0.265945601163028	0.133083963579637	-0.998794435345708	0.559193245935301
Acer2	0.400553731092025	0.405910781227569	0.0191668777062385	0.950838709755516
Ache	1.78849937502436	0.449447997470868	-1.9925235079842	0.372197137037514
Acin1	49.6677270022832	44.0576691194397	-0.172915553714883	0.250374998207017
Ackr3	92.2257351837918	1.52454416066773	-5.91871953865574	0.0591375861882645
Acly	97.858458115861	228.31462522953	1.22225482116951	0.00910105638456774
Aco1	72.2511482720927	39.9453992246328	-0.854991168231719	0.00798448971050469
Aco2	86.8268068363897	89.6828701567697	0.0466919221146539	0.80693457471794
Acot12	0.101680246236507	0.0934065207519299	-0.122444255434414	0.249633133079171
Acot13	6.28518682984664	8.3592605465006	0.411419698295717	0.569590131302818
Acot2	3.20784677325603	0.649661810724455	-2.30384442494582	0.000487077280799128
Acot3	3.96652241147552	0.923650076342467	-2.10245640338662	0.00933160865957789
Acot7	27.1726645289313	96.4999914057276	1.82837277191971	0.0128999461006258
Acot8	9.23034193793864	7.0942134581088	-0.379741353244169	0.393219233165501
Acot9	42.1631337301167	53.9950759384831	0.356845749483631	0.0901899089388827
Acox1	24.2258952986424	23.8107608504845	-0.0249362619390299	0.922745619330535
Acox3	7.39084392911919	6.06274264230744	-0.285768526306491	0.17624018097547
Acp1	16.6305147028993	15.3572575208373	-0.114912215279336	0.67256019793334
Acp2	24.2870244162628	5.93860487185447	-2.03198979504467	0.0612864577799888
Acp5	4.54797082621502	5.21900809522122	0.198552639898909	0.233932724893061
Acp6	18.3279426256852	8.1453394375969	-1.16999812151695	0.191563597578433
Acpp	0.0975859771075087	0.117792484815271	0.27150174220698	0.569966034066569
Acpt	0.100057766769848	0.104427265220465	0.0616652808601688	0.746321604413282
Acrbp	1.1232280613395	1.15052734966569	0.0346443951630036	0.968906542046975
Acsf2	11.5142621184666	4.66863280087124	-1.302349933487	0.000565670345398745
Acsl1	8.03721685427442	9.44216592055292	0.232421826468576	0.112409040615661
Acsl3	32.7515274637981	56.2614600572136	0.780584800384337	0.0614456066229089
Acsl4	20.4158868903177	108.989005032914	2.41641845477971	0.00347466033851244
Acsl5	85.7863106832391	31.6387790805678	-1.4390535203548	0.0679813191175239
Acsm3	1.42470717508535	0.448150597076521	-1.66860990384114	0.286006477433104
Acss2	15.9974074863531	17.2621262907099	0.10977205852892	0.696246005659988
Acss3	0.888885796568294	0.264480076532086	-1.7488390272885	0.0929753344334347
Acta1	25.5344400705883	1.85024183060687	-3.78665867186488	0.000203256897488001
Acta2	5251.23664315476	87.9340416264	-5.90009162145266	0.0535662418183634
Actb	4130.33831285514	2914.35155982952	-0.503085035537623	0.115029635629037
Actbl2	1.64203502810117	0.910434353292771	-0.850858002403626	0.0285588811385595
Actg1	1797.82491683457	1983.79112253259	0.14200760013572	0.459433764544884
Actg2	7.88857423999715	0.23830293813598	-5.04889593058365	0.0124135283952655
Actl6a	26.31287705149	29.0766237548465	0.144090758316469	0.464174109614824
Actl7a	0.211704416845399	0.27742739161213	0.39005886925687	0.662756015568237
Actl7b	0.173526439468303	0.168887736950017	-0.0390909198118173	0.943786357019933
Actn1	368.971089862428	255.120196093252	-0.532330669056333	0.1360564211531
Actn4	449.846875596393	292.121802223796	-0.622863966436656	0.11090466276003
Actr10	74.8094720473567	100.588458098703	0.427171919826202	0.0534605643841089
Actr1a	69.767313104526	93.0048454057977	0.414754607020433	0.104568209271587
Actr1b	36.6874976704681	39.503229853958	0.106682108794573	0.510861586060992
Actr2	125.080343036228	216.306987665442	0.79022519042573	0.0364404631483599
Actr3	208.396191607137	150.365057788128	-0.470859564088182	0.0522181133254998
Actr3b	4.2271269139533	9.78172355680138	1.21041126491628	0.0200072267796551
Actr5	3.14029771207277	3.55036014087624	0.177064037379583	0.719179847316785
Actr6	15.489753838767	29.7332238487974	0.940761679920557	0.00307676820551607
Actr8	17.1171980345056	24.5253147664024	0.518825090625537	0.211025985254634
Actrt3	0.0985749631541935	0.109151251627574	0.147035502489088	0.654163339090079
Acvr1	16.973563722993	9.17819564152205	-0.887007036449315	0.114743411273638
Acvr1b	3.2164546645751	2.21434644617363	-0.538590397244711	0.147263754560495
Acvr2a	3.80556431033611	3.48063128976182	-0.12876140588945	0.765966924531197
Acvr2b	0.729666307620315	0.844805900601946	0.211383072549846	0.770516221239183
Acvrl1	1.49905619961377	0.139169826984313	-3.42913610735437	0.0305929788069309
Acy1	26.5442959781384	39.6973626498892	0.580641285030281	0.0142083172080454
Acy3	19.0753306567082	0.684306283910681	-4.80092205955498	0.100498475944069
Acyp1	27.4221956692092	19.8739939090137	-0.464462262982507	0.476464351756815
Acyp2	2.43408118146219	6.76830298400074	1.4754168667314	0.0711067350665145
Ada	5.12345754891047	3.55275585265823	-0.528179187737043	0.471654060070075
Adal	4.02624365457302	3.82283866162988	-0.0747901676736561	0.872720980963323
Adam10	13.6904543865634	23.123671132268	0.756200128945564	0.0194938974549351
Adam15	15.9381473462886	33.4043008534664	1.06754992390322	0.00366183565556218
Adam17	20.3858220822113	25.7225818884609	0.335469323197322	0.0992672641587492
Adam19	14.7264666052675	3.10714655685751	-2.24474912212464	0.103447773052078
Adam1a	3.14537070232149	0.712043058694805	-2.1431936664338	0.0973820784707802
Adam23	0.473725894935228	3.75075060194403	2.98505489711872	0.0259934334352858
Adam4	0.389754574142231	0.294850503226439	-0.40258229799238	0.482309334799945
Adam4l1	0.773846090452814	0.334497984872228	-1.21004913897643	0.293764734529779
Adam9	40.3130285862729	40.0073029981756	-0.0109827962914787	0.95157375911688
Adamts1	104.553642183938	48.2880892966582	-1.11450403588894	0.0264554614532096
Adamts10	51.0897503543025	7.2775162941685	-2.81151581652812	0.000139411854128474
Adamts12	127.919561035191	3.78491631719174	-5.07883167978541	0.0603308334257401
Adamts14	1.87064855014411	0.252291511313396	-2.89037496551741	0.155378029762431
Adamts15	5.39207230006029	0.18401453163012	-4.87294823560758	0.0280218287433276
Adamts2	14.9090813393012	7.66273735324104	-0.960259602983669	0.0130246672254506
Adamts3	1.44105674713539	0.838259623683776	-0.781658102117562	0.271553393771211
Adamts4	0.128078226316774	0.110262402604134	-0.216084291003094	0.676565217858104
Adamts5	9.12380744587184	4.86783813464092	-0.906354803145689	0.0229343759572235
Adamts7	0.591550879388234	0.592023229983394	0.00115152552253487	0.997853837977257
Adamts9	15.6178654314473	1.57818127792462	-3.30686245163595	0.00171734857865195
Adamtsl3	1.96031355983041	0.1990792142747	-3.29966993429305	0.154128801891186
Adamtsl4	26.3669359326383	4.42007379111839	-2.57658756716028	0.137912012930968
Adamtsl5	19.8563399814082	8.62519532121787	-1.20297068999703	0.15703741305875
Adar	11.3328793901738	10.0640528301252	-0.17130305843732	0.397643634617104
Adarb1	87.11918784827	12.6000199484786	-2.78956448705651	0.0285296726229303
Adat1	0.861415315261858	1.43261917390459	0.733874277188304	0.172814384624161
Adat2	5.94370720916034	0.956807958212718	-2.63506175528328	0.0194420660241269
Adat3	6.27830766475133	9.66624374979425	0.622579646017945	0.127301212050665
Adck1	2.63272292476282	3.60738877331852	0.454399216710724	0.418891490073328
Adck2	6.25001616884067	7.79321327810434	0.318358377302852	0.0238259454530155
Adck3	3.47376067978732	3.62729341065935	0.0623950843126692	0.908236947007607
Adck4	12.303061866602	15.4163676923629	0.325445482369681	0.173557418687655
Adck5	8.33665214536152	17.0508069293712	1.0322999725793	0.0471325468942511
Adcy3	9.62542994556274	5.31223297384387	-0.85753256490871	0.00520888807571468
Adcy4	10.0820298427752	2.11314705672115	-2.25432105488825	0.0673081416901055
Adcy5	1.9465252756873	0.195098357169609	-3.31862754338131	7.79735064615016e-05
Adcy6	31.4181462193659	15.5184704164712	-1.01761169429919	0.00867629687038588
Adcy7	1.18489022471067	2.24848852108817	0.924202113373738	0.0645461431360521
Add1	121.843816401892	101.836322178221	-0.258780813537762	0.21104284416314
Add2	0.10887232205044	0.238421738709849	1.1308785501309	0.14069824997936
Add3	2.37059213677057	2.27902652015992	-0.0568297539616166	0.765913724925356
Adgre5	5.99637259331634	8.50374914774852	0.504009009387576	0.0432074407838178
Adgrg1	0.232913068105793	0.117049080182209	-0.992677990205784	0.472568265405357
Adgrl1	6.38820492455489	3.44052028143887	-0.892783844833605	0.249981631797386
Adgrl2	36.2561880634883	19.6300459056302	-0.885163703047918	0.0107478940644795
Adh1	2.63417409771193	3.8074316118092	0.53146742431735	0.323706999581783
Adh5	53.3268354247966	64.0980166798037	0.265418000991575	0.286055792446638
Adh6a	0.101328395919603	0.0916534489619478	-0.14477745048768	0.193457564030724
Adh7	6.80014859294575	1.64460421053742	-2.04782584404266	0.0996305305563148
Adhfe1	1.19108686367318	0.200599645744991	-2.56988766671807	0.128889389686961
Adi1	9.93116074053905	8.70170183627925	-0.190664764044459	0.499432890682205
Adipor1	102.197086398594	94.144510707591	-0.118405183100386	0.627030217410154
Adipor2	35.0252149083734	56.7061893831883	0.695112308649275	0.00818871829941834
Adk	26.9057506238693	20.4793567302838	-0.39374415597449	0.022011139775363
Adm	7.2862858573089	2.53881790303401	-1.52102667509653	0.0147277889887571
Adm2	1.14200620540548	0.324270303042555	-1.81630167831857	0.172723321152849
Adnp	18.7971921685526	13.566148761389	-0.470505957286136	0.109481486585483
Adnp2	9.32201280765139	8.07804417352559	-0.206635459802735	0.233922898277989
Ado	6.97905988555994	6.66331234381303	-0.0667931895027945	0.849669295078933
Adora2b	0.450774127223168	0.21551932339058	-1.06458748582846	0.625540666913944
Adpgk	21.5222855059527	38.7442368005354	0.848150436207045	0.0264120618531257
Adprh	23.1204622315923	25.2399683407297	0.12653985976234	0.7408150307945
Adprhl1	3.27716503090456	0.17332097786651	-4.24093013923855	0.0112151053030257
Adprhl2	31.6152084317718	43.8949431160107	0.473436013835176	0.170838929053385
Adprm	14.2874006704313	21.2394671306459	0.572004102839655	0.0034083269936622
Adra1d	6.56847107332514	0.21124764279253	-4.95855044880799	0.107988587574391
Adra2a	0.0980926715265203	0.168403407992691	0.779704072351943	0.141178956219337
Adrb2	0.22520256908593	1.32705215834061	2.55892988465104	0.0104584246590538
Adrbk1	23.7182799731335	26.5981699578568	0.1653275961268	0.109048495154178
Adrm1	77.7234889601399	162.435234206762	1.06344203563314	0.012554122609791
Adsl	25.0818365091755	38.556359188978	0.620325839653165	0.0186611999434125
Adss	74.2470261371471	69.3543577911207	-0.0983467066297515	0.439681795450197
Aebp1	113.101634947634	23.4881061658801	-2.26761748506466	0.0266175026071963
Aebp2	14.7992751621447	11.6055417047607	-0.350712653321914	0.159260059787583
Aen	28.7483386430014	22.1120691262925	-0.378644554626656	0.193737910438321
Aes	355.586594545857	296.886310900731	-0.260290362454663	0.182707771941614
Afap1	39.6840419745106	31.9703300391515	-0.311825339765643	0.183173746254205
Afap1l2	7.86530809710591	0.401119286489629	-4.29340003935918	0.0222691402370299
Aff1	6.1101456150316	7.90232198828584	0.371069869315966	0.1957050099937
Aff3	5.93331073119662	1.28199901324569	-2.21044218810359	0.00882081659814989
Aff4	20.2238858507025	18.1741979397158	-0.154168528870603	0.381742068483047
Afg3l1	29.4274703382792	23.8813806454647	-0.301277284787751	0.29071341554211
Afg3l2	21.8158627207384	33.0848407693361	0.600792809130183	0.043179264922077
Afmid	0.660705456010078	0.643526747038003	-0.0380071456007216	0.935595563861207
Aftph	12.5031785530652	21.1203842314571	0.756341178215107	0.0546944770274407
Aga	75.9636599585746	25.7064686400871	-1.56317797950016	0.0341711892734461
Agap1	8.28728796421266	10.7185791424684	0.37114171595917	0.0573981380655047
Agap3	13.7190050953927	17.452344048149	0.347244958976955	0.109411436275439
Agbl5	2.11043503901351	0.741094473736247	-1.50981105038882	0.00446247924386545
Ager	2.0894973302766	0.576291997142345	-1.85828402480497	0.0245873148879184
Agfg1	39.4384174195839	39.0618651652964	-0.0138408224457601	0.970003252413685
Agfg2	13.2266531951201	8.69749612079992	-0.604776020101049	0.115841527621341
Agk	9.9665290321655	11.315904321153	0.183188822851273	0.269751648621571
Agl	9.59311057834408	6.25821865467847	-0.616246621309612	0.0290126081859279
Ago1	6.5627734942133	4.89006674908767	-0.424451483170685	0.102257762704816
Ago2	6.13435918653159	11.4991942137364	0.90654822169463	0.0108131465056964
Ago3	1.68993619837441	2.26303251960737	0.42128853595349	0.465919616937935
Ago4	1.13264700245205	0.202545678599323	-2.48337909503406	0.344578656037392
Agpat1	51.0365915163883	74.725999889899	0.550078314579027	0.0304724159112811
Agpat2	13.5071684083745	15.762375337111	0.222759695246132	0.611933757277509
Agpat3	5.91649259229135	5.46483297692702	-0.114564769480342	0.64408351147298
Agpat4	18.422602423299	19.5685796321646	0.0870621684702322	0.591769996695276
Agpat5	19.4191383487716	11.6022553771374	-0.743073908077492	0.00702588469608785
Agpat6	26.2156219136792	44.7270281392492	0.77072013117298	0.0607839460753039
Agpat9	2.31202784789525	2.59574516662828	0.166989980971101	0.754022267134992
Agps	13.3443809909562	20.5941627151427	0.626003088201425	0.0792615578359276
Agrn	22.1781982955919	14.1259825368706	-0.650790951029065	0.0850720719581767
Agrp	0.10559402922122	0.432759804350547	2.035038244511	0.256484693324584
Agt	0.796658036453329	0.131938925805507	-2.59409031948833	0.140868856505081
Agtpbp1	9.27302257825168	9.08917581674019	-0.0288901871946531	0.9297108777007
Agtr1a	34.4353379064018	5.98765585264204	-2.52382662560167	0.000212631386421055
Agtrap	9.34353044693046	6.05539478271545	-0.625746754547599	0.0900937554776552
Ahctf1	11.8931893991532	16.6715306334025	0.487250911175309	0.0704697052647942
Ahcy	37.52648101274	82.5468146324451	1.13730353451474	0.00686161128408505
Ahcyl1	58.5011818876289	79.3446095601741	0.439666442455532	0.0764522863874859
Ahcyl2	1.76435084787809	5.33750002848818	1.59702669761276	0.0146878869698356
Ahdc1	4.73565225944179	4.47971210208028	-0.0801571297724901	0.775182850713052
Ahi1	3.51426106039262	9.79147170786594	1.47830435314074	0.0557308257018107
Ahnak	45.9902162238121	46.6747205963335	0.021314405643196	0.941257262113872
Ahr	12.1619146075491	15.4029771677011	0.340838864409344	0.245521084781551
Ahrr	0.654289449097829	0.145595928517734	-2.16795899415809	0.218869563345732
Ahsa1	82.6587898622268	140.35083698395	0.763797519709951	0.0194773465590322
Ahsa2	12.3173634542279	12.6521517665212	0.0386892880995507	0.781190465879414
Aida	47.8606928140072	38.0725896072451	-0.330088579024537	0.0789956504945958
Aif1l	9.11970911982788	0.483090867046273	-4.23862132562061	0.0176332120709778
Aifm1	36.9336107426385	34.365734919939	-0.103963499621523	0.302257609987763
Aifm2	7.03353071126908	2.14886780047799	-1.7106723490817	0.197649819668771
Aifm3	0.537558487673343	0.774447479440084	0.526745671374496	0.518770945348995
Aig1	16.3767667352821	38.0962926310888	1.21800005377373	0.0135625363723436
Aimp1	69.7500409480426	85.9151012274201	0.300717671082737	0.0706847835347053
Aimp2	42.9459486238805	85.2803761735822	0.989691763077325	0.00263246036281969
Aip	29.5883796946743	28.5390079670454	-0.0520955077441404	0.672980521531763
Ajuba	49.6615559988127	11.7791674228942	-2.07589189487242	0.00365796601168337
Ak1	6.04423231840025	5.46466434134839	-0.145426230259279	0.859390512336721
Ak2	42.9714120181491	33.7363015251247	-0.349075362925489	0.0934389135728199
Ak3	128.823429771912	54.5657047265437	-1.2393286195866	0.0490839705798886
Ak4	2.88473440710256	5.08349149758218	0.817381226205875	0.307078510095749
Ak6	24.3750190798451	29.6829141362993	0.28422938813512	0.462928696299297
Ak8	0.103995103624972	0.131024640838791	0.333322550383024	0.229502117674935
Akap1	29.8021179823613	41.8061238576507	0.488299423044369	0.0843600257130343
Akap10	6.71515643696778	11.2235583768512	0.741037233878765	0.14458861213241
Akap11	10.740659722103	12.3152688096427	0.197365507876361	0.52973548644265
Akap12	64.4122907868976	29.3719736370674	-1.13289579127874	0.00419032155623114
Akap13	7.51411546903206	7.29169991608897	-0.0433480963004343	0.819395054209309
Akap17a	16.3349089171292	18.8633417174756	0.207626867548521	0.170950463682721
Akap2	26.5283121918299	13.0150565639924	-1.02735130827321	0.0750553569155959
Akap5	1.00817422922501	0.113372776590918	-3.15259881926614	0.0344033782704648
Akap6	2.99778673061359	0.152667688097317	-4.29543109515242	0.037427084191775
Akap7	8.99079898042804	1.87099315961231	-2.26464504456288	0.13075004885751
Akap8	29.2281845782277	27.0587385877249	-0.111265637249827	0.4149992813935
Akap8l	34.1218752468288	40.9317154939083	0.262522197519952	0.276003195373854
Akap9	6.55045037807579	4.81201454564485	-0.444953099502104	0.279876696567188
Akip1	28.9550039115658	6.93409564902977	-2.06203304937323	0.0426747467233732
Akirin1	21.9345046759337	44.180203558798	1.01019793803128	0.0146885496037783
Akirin2	36.4702359160602	49.7925026112215	0.449208996132179	0.0663863912891029
Akna	3.09853504200671	3.17510791223117	0.0352193413672773	0.905144812109326
Akr1a1	545.034502276534	445.60188543564	-0.290592222553705	0.148671859066388
Akr1b1	219.481378083157	226.715700832643	0.0467857667068395	0.715126113813599
Akr1b8	1.71745749986075	8.08180367226907	2.23440290657839	0.0225000249416026
Akr1c12l1	0.158239375761464	0.129935359602755	-0.284314551858894	0.704047454082072
Akr1c13	1.47765965446346	1.70541205693245	0.206806345824287	0.572879744700332
Akr1c14	0.921961237547826	0.0952947150192738	-3.27423798544907	0.16830110152518
Akr1c19	0.150062145527889	0.0916533145570734	-0.711301130021902	0.413037837154949
Akr1cl	3.96362667982684	0.21485669583873	-4.20537444313567	0.00103761865407284
Akr1e2	4.48758782365347	4.50104467210502	0.00431971004276798	0.995807675690168
Akr7a2	21.8856122132948	59.1466668947954	1.43431412882746	0.04988620311404
Akt1	154.422078839552	124.143673548668	-0.31486829727391	0.209861641737248
Akt1s1	48.7593493377378	87.1561835229687	0.837924149502014	0.0227627029240479
Akt2	33.9626595773366	29.6102927548265	-0.197850684718735	0.237192961061702
Akt3	36.2792427709355	26.170982741915	-0.471176244115623	0.14361080066088
Aktip	29.9028670560746	27.2431463717881	-0.13439048212551	0.102046402786307
Alad	17.2508656204461	18.8685869919203	0.129317632366678	0.378500958778752
Alas1	14.118734948893	25.6063069219971	0.858888367122295	0.0108385915278729
Alcam	30.3638956947064	71.5017615878543	1.23562188525599	0.0167290920467928
Aldh16a1	24.6484906477467	36.3352063489971	0.55986879370037	0.0431050288467541
Aldh1a2	22.8062905709969	1.56355505271999	-3.86652988976533	0.000186990519221772
Aldh1a3	0.101565163895514	0.19885654238555	0.969322374468422	0.183862597763791
Aldh1l2	20.7895103822543	4.65726124848653	-2.15830206407038	0.00100366644546272
Aldh2	164.411944642432	209.410863494625	0.349021170496057	0.111672660825853
Aldh3a1	0.0998003969451716	0.271292640667816	1.44273245343757	0.0216872889309307
Aldh3a2	27.7924967641027	26.9085009560412	-0.0466334239641054	0.781551066644493
Aldh3b1	2.48771662167648	2.18495618117023	-0.187217808897524	0.647272213864256
Aldh4a1	11.920327168858	10.1355944624482	-0.233993126232181	0.089003789591334
Aldh5a1	0.757059849793642	1.14700678186528	0.599394658646713	0.241232380259704
Aldh6a1	44.8150800862396	31.4847701271126	-0.509330140646431	0.0085087169669119
Aldh7a1	78.0775237229982	56.1656013233549	-0.475220476717322	0.140203360519047
Aldh9a1	62.0405936288619	63.7113215503382	0.0383372725546134	0.637842716791475
Aldoa	624.877460325845	1143.62341705123	0.871966858936793	0.00708632752209096
Aldoart2	0.404583773684373	0.863033496388699	1.09297809487872	0.137710574075013
Aldoc	2.21540864495918	0.220017702131879	-3.33188132723827	0.353634595537236
Alg1	10.0076064458977	18.8581824222001	0.914093672731042	0.00238670348021223
Alg10	8.26858836757441	9.5135397168634	0.202341176457482	0.456989687084157
Alg11	19.4539431553131	15.6328276684304	-0.315483850490734	0.292762337799144
Alg12	7.76465871465648	8.37700877296317	0.109512670156964	0.568286482628609
Alg13	6.34745503574105	4.84521591687307	-0.389617312362239	0.186741466241162
Alg14	25.1982243173473	21.2145587334546	-0.248267402030366	0.353636238844078
