RASMC_RNA_0H	RASMC_RNA_PDGF_24H	LOG2_FOLD_CHANGE	P_VALUE
Adamts5	9.12380744587184	7.82859311453526	-0.220882937071213	0.207379416467015
Adamts7	0.591550879388234	6.00923826051169	3.3446079590236	0.00343034432235801
Adamts9	15.6178654314473	3.687867915356	-2.08233839665217	0.000306592534728681
Adamtsl3	1.96031355983041	6.07431834959815	1.63163808332538	0.0280388818519725
Adamtsl4	26.3669359326383	17.2149022715972	-0.615071936425774	0.303517637278668
Adamtsl5	19.8563399814082	33.9089617285269	0.772066887907389	0.0700404031226424
Adar	11.3328793901738	12.9368192276756	0.190968486827629	0.234112640529741
Adarb1	87.11918784827	18.0016266051149	-2.27486323225637	0.036988663698544
Adat1	0.861415315261858	1.16697011775674	0.437986740010268	0.392517978141073
Adat2	5.94370720916034	7.92758282040451	0.415517994873901	0.344902953021885
Adat3	6.27830766475133	10.1298826626762	0.690169828905548	0.139461107077047
Adck1	2.63272292476282	5.22567546914854	0.989061835498918	0.118883237746026
Adck2	6.25001616884067	8.24794303530122	0.400174446675221	0.0906207920750938
Adck3	3.47376067978732	3.88153993905296	0.160130767346642	0.777284878471239
Adck4	12.303061866602	24.6392317485564	1.0019398693051	0.0323685667037072
Adck5	8.33665214536152	16.4249837852234	0.97835190249396	0.0839013892654922
Adcy3	9.62542994556274	23.7662575351272	1.30399185136695	0.000140890676595168
Adcy4	10.0820298427752	19.5677648734768	0.956692843800459	0.0470410997789296
Adcy5	1.9465252756873	0.952965315721615	-1.03040546660046	0.0837618195819371
Adcy6	31.4181462193659	47.1022345675173	0.584197444978745	0.01348646993515
Adcy7	1.18489022471067	4.85747580595854	2.03545340462373	0.0420468167771702
Add1	121.843816401892	137.015797040025	0.169309200376455	0.302966583290681
Add2	0.10887232205044	3.16679136514141	4.8623126845438	0.0751865449977817
Add3	2.37059213677057	2.31249198727098	-0.0357991000188329	0.877447031767708
Adgre5	5.99637259331634	11.3385031820661	0.919068264727672	0.00444310944291266
Adgrg1	0.232913068105793	0.891490386401618	1.93642765285525	0.143126009043841
Adgrl1	6.38820492455489	9.07587636115059	0.506626362495483	0.235935423577496
Adgrl2	36.2561880634883	55.7950018001649	0.62190863940535	0.00873143691508515
Adh1	2.63417409771193	11.4756224965912	2.1231498105447	0.0116719391710177
Adh5	53.3268354247966	77.88516524037	0.546486848156142	0.0158067759615294
Adh6a	0.101328395919603	0.466352797755514	2.20238324580581	0.331765766093866
Adh7	6.80014859294575	10.3604402927567	0.607447138487777	0.167340527185296
Adhfe1	1.19108686367318	1.26079430960923	0.0820542985392609	0.884045578967452
Adi1	9.93116074053905	14.9574601957876	0.590830970801709	0.0591663923029565
Adipor1	102.197086398594	141.195221045581	0.466337193200154	0.139010118668028
Adipor2	35.0252149083734	52.7958909139586	0.592031746695264	0.00661080073954063
Adk	26.9057506238693	27.7467117385485	0.0444022518257201	0.50048467453812
Adm	7.2862858573089	10.3082343712304	0.500541742786867	0.0143856449483785
Adm2	1.14200620540548	4.52413965637256	1.98607297479012	0.307388618246723
Adnp	18.7971921685526	28.3483453499827	0.592747354340333	0.00256445553923277
Adnp2	9.32201280765139	11.2435994339832	0.270390561963933	0.233210137049394
Ado	6.97905988555994	8.27029422103419	0.244905943862561	0.500342964546564
Adora2b	0.450774127223168	0.776255190677855	0.784126297908106	0.532443309002413
Adpgk	21.5222855059527	28.9494749121638	0.427705891270245	0.00633124364598092
Adprh	23.1204622315923	32.2687109328705	0.480965705401186	0.295308062439297
Adprhl1	3.27716503090456	0.218527001083708	-3.90656487118661	0.0159173654868152
Adprhl2	31.6152084317718	74.3264872091244	1.23325769461081	0.0155107017597627
Adprm	14.2874006704313	25.2414874451268	0.821053460302879	0.106161840368809
Adra1d	6.56847107332514	14.5675111697796	1.14912491468513	0.0291017860248578
Adra2a	0.0980926715265203	0.36720153718395	1.90435483591545	0.160274702817234
Adrb2	0.22520256908593	0.637597775430347	1.50142331017747	0.206873216140298
Adrbk1	23.7182799731335	34.8216733433827	0.55398614204287	0.02142488333278
Adrm1	77.7234889601399	148.587336557938	0.934888597400541	0.00658962749418588
Adsl	25.0818365091755	36.7231951077971	0.550048599016114	0.0719151394253746
Adss	74.2470261371471	161.646653713821	1.12243849518572	0.00292050121181796
Aebp1	113.101634947634	222.998897639377	0.979416793977717	0.00207064392701059
Aebp2	14.7992751621447	21.0989864064727	0.511647176280497	0.0782271688567272
Aen	28.7483386430014	50.8302779040112	0.822209532848224	0.0369632047559171
Aes	355.586594545857	682.818255735853	0.941300694338429	0.008383983769711
Afap1	39.6840419745106	44.0444658877953	0.150401781028017	0.372870676365859
Afap1l2	7.86530809710591	5.19652799064137	-0.597955256949827	0.0211374683314139
Aff1	6.1101456150316	10.295771418378	0.752773261613366	0.024464961814885
Aff3	5.93331073119662	3.15809519171881	-0.909782681862289	0.02950783718494
Aff4	20.2238858507025	21.7724587369692	0.106444112827267	0.532928789597984
Afg3l1	29.4274703382792	34.249512394468	0.218919918972619	0.322549493901843
Afg3l2	21.8158627207384	40.4951008904896	0.892369853832316	0.00459221666509741
Afmid	0.660705456010078	2.26229044352892	1.77570499777577	0.118656530386798
Aftph	12.5031785530652	28.9611823179752	1.21182559766575	0.00142247359324078
Aga	75.9636599585746	96.1040823451249	0.339288298871652	0.179969559389541
Agap1	8.28728796421266	14.3177185537536	0.788829667248464	0.0390228766732134
Agap3	13.7190050953927	21.8175553684086	0.669313597611445	0.076778786142203
Agbl5	2.11043503901351	3.12793497456092	0.567670098725848	0.174912806047056
Ager	2.0894973302766	2.11147482776914	0.0150951326100467	0.9740423719179
Agfg1	39.4384174195839	43.7699663247361	0.150339613440632	0.659468906191694
Agfg2	13.2266531951201	15.4551908929579	0.224643417985301	0.287242694342189
Agk	9.9665290321655	14.8576565514415	0.57604352165455	0.0724315676899701
Agl	9.59311057834408	9.59498636551149	0.000282069541416574	0.990784808064158
Ago1	6.5627734942133	8.41838465481907	0.359237789972953	0.106640191271606
Ago2	6.13435918653159	13.3945196926852	1.12665830059283	0.0284365253061135
Ago3	1.68993619837441	3.21308845802818	0.926991919295496	0.0400461162847155
Ago4	1.13264700245205	0.716954503689972	-0.659744828186831	0.590550544530001
Agpat1	51.0365915163883	105.740818963733	1.05092851865539	0.030059557335346
Agpat2	13.5071684083745	34.2536069555071	1.34253064875885	0.00824349831940997
Agpat3	5.91649259229135	8.53381800762668	0.52844917132606	0.110805421452084
Agpat4	18.422602423299	52.4053590153523	1.50823747592796	0.0167294406588811
Agpat5	19.4191383487716	23.9438476211187	0.302175814641635	0.144874705493885
Agpat6	26.2156219136792	38.1037532514837	0.539506340041844	0.065772372326652
Agpat9	2.31202784789525	4.71464069122594	1.02798905055725	0.138141029065945
Agps	13.3443809909562	23.0247607464952	0.786953780762266	0.00898327556983082
Agrn	22.1781982955919	36.2928306901399	0.710542416305316	0.0254163291120582
Agrp	0.10559402922122	1.51944749807521	3.84694666043668	0.423231175172995
Agt	0.796658036453329	0.680060688606412	-0.228297085517637	0.778842071711782
Agtpbp1	9.27302257825168	11.2724682167552	0.281691869481677	0.400219631515965
Agtr1a	34.4353379064018	12.6563285668411	-1.44403087520095	0.000308349301717995
Agtrap	9.34353044693046	18.7220172568781	1.00269621112007	0.054720126528998
Ahctf1	11.8931893991532	12.6325066629605	0.0870052860918428	0.629989598894808
Ahcy	37.52648101274	60.0685898836364	0.678701786757446	0.0566984295775381
Ahcyl1	58.5011818876289	92.514199252141	0.661209038684796	0.0241067879681742
Ahcyl2	1.76435084787809	3.65817082111199	1.05198496959826	0.00215330602904846
Ahdc1	4.73565225944179	9.33675092791553	0.979357450239648	0.0378169518512988
Ahi1	3.51426106039262	6.75595151896022	0.942937607956873	0.149373567946586
Ahnak	45.9902162238121	40.2627280616335	-0.191882053048777	0.409219434875577
Ahr	12.1619146075491	30.7252010196819	1.33705208438417	0.00435056188215978
Ahrr	0.654289449097829	0.814362031235393	0.315741292497037	0.656802007764703
Ahsa1	82.6587898622268	131.789886016851	0.672999509803288	0.0156567921877066
Ahsa2	12.3173634542279	14.6735404628273	0.252523530967789	0.0684618764509036
Aida	47.8606928140072	70.1067989937506	0.550713083377544	0.00258667201989512
Aif1l	9.11970911982788	1.24644177613256	-2.87117231610934	0.014692730277491
Aifm1	36.9336107426385	47.8352050404429	0.373138470567393	0.0634193073893508
Aifm2	7.03353071126908	10.2740863417496	0.54668911872046	0.252627695077111
Aifm3	0.537558487673343	0.739103711882225	0.459355087224269	0.613093335893185
Aig1	16.3767667352821	67.3309376873512	2.03961900288625	0.00494199415615442
Aimp1	69.7500409480426	78.0179938562282	0.161612837678419	0.167821539200943
Aimp2	42.9459486238805	55.2488354940742	0.363422017663678	0.0946847056407061
Aip	29.5883796946743	43.6748061827662	0.561770606368882	0.00409381803389094
Ajuba	49.6615559988127	33.1917784520431	-0.581303532153009	0.0278532197067717
Ak1	6.04423231840025	26.919559399693	2.15502377847598	0.0599554764946229
Ak2	42.9714120181491	52.2240214191365	0.28133637003239	0.161692317410628
Ak3	128.823429771912	123.524649173352	-0.0605960492531368	0.706499073162475
Ak4	2.88473440710256	7.44282508895682	1.36741183376161	0.0933869533632483
Ak6	24.3750190798451	31.7099657492324	0.37953297099983	0.0779159798260562
Ak8	0.103995103624972	0.108468740094738	0.0607637243868832	0.705075069659617
Akap1	29.8021179823613	32.9783805530174	0.146105691021776	0.453259170706863
Akap10	6.71515643696778	12.4930753956081	0.895635751717131	0.125169405198962
Akap11	10.740659722103	14.5176912151546	0.434729425655722	0.222994640975815
Akap12	64.4122907868976	112.233133515215	0.801090745314296	0.0445362650692539
Akap13	7.51411546903206	9.67193278241179	0.36420093226938	0.0202128334107181
Akap17a	16.3349089171292	23.694150806832	0.536572545641023	0.0334254869661456
Akap2	26.5283121918299	21.6408729019978	-0.293774197441089	0.27367063797528
Akap5	1.00817422922501	0.297150802111547	-1.76247780161722	0.0338255497414987
Akap6	2.99778673061359	5.48492919377623	0.871575246343317	0.0698548365875417
Akap7	8.99079898042804	4.48012049097412	-1.00491179514312	0.152550214974885
Akap8	29.2281845782277	28.1205800565883	-0.0557338693396554	0.416982675164011
Akap8l	34.1218752468288	38.3364968811294	0.168021576709928	0.174245112671248
Akap9	6.55045037807579	8.61908756494783	0.395941047646324	0.263198425255367
Akip1	28.9550039115658	17.7569654732495	-0.705427634288834	0.0240396884209792
Akirin1	21.9345046759337	37.9527468262389	0.791002176482115	0.0295136045029061
Akirin2	36.4702359160602	57.7771709224321	0.663780031503046	0.0391079768936765
Akna	3.09853504200671	4.66796137552706	0.591206339537989	0.22743892523701
Akr1a1	545.034502276534	782.761600604757	0.522225424814524	0.0281861686689272
Akr1b1	219.481378083157	183.384828954044	-0.259224246659665	0.0150179033455482
Akr1b8	1.71745749986075	2.85526684271289	0.73335118224129	0.421754755836292
Akr1c12l1	0.158239375761464	1.58349261905055	3.32292959767	0.265174895311099
Akr1c13	1.47765965446346	22.5147965633665	3.92948752136764	2.99253375266323e-05
Akr1c14	0.921961237547826	0.218225748556141	-2.07888476006586	0.175956608591295
Akr1c19	0.150062145527889	0.613823641267928	2.03226412135174	0.347489421968352
Akr1cl	3.96362667982684	1.35349868061551	-1.55012760528803	0.0636551592693295
Akr1e2	4.48758782365347	5.09418172324714	0.182910252110818	0.817596564428552
Akr7a2	21.8856122132948	33.2783867058563	0.604602753625879	0.0970485042919847
Akt1	154.422078839552	234.960335311296	0.60553818976338	0.0313897727574856
Akt1s1	48.7593493377378	87.6581867979923	0.846209962903116	0.0611657841665853
Akt2	33.9626595773366	50.4584874288327	0.571147520821786	0.0134031632140272
Akt3	36.2792427709355	52.1123629112091	0.522481327926011	0.0629112929867361
Aktip	29.9028670560746	24.9100073111349	-0.263558370156056	0.0282985044126929
Alad	17.2508656204461	26.8480417133026	0.638148106577135	0.0585100065196259
Alas1	14.118734948893	21.4813069246979	0.605470942041546	0.0297465807880619
Alcam	30.3638956947064	40.4273068799075	0.412973198986622	0.00402113993116877
Aldh16a1	24.6484906477467	40.0080422435082	0.698790727700917	0.00746901371166472
Aldh1a2	22.8062905709969	1.40351302918895	-4.02231745032699	4.81037606889235e-05
Aldh1a3	0.101565163895514	0.188932608358893	0.895466068458065	0.320468006899459
Aldh1l2	20.7895103822543	30.5963838474606	0.557505371064028	0.00597395163605605
Aldh2	164.411944642432	192.435832361191	0.227062344376934	0.21195605910774
Aldh3a1	0.0998003969451716	0.827419834484968	3.05150208268657	0.137419177093048
Aldh3a2	27.7924967641027	33.4524256441464	0.267415378679627	0.00792113797616516
Aldh3b1	2.48771662167648	9.85120789430293	1.9854784738028	0.00264151070832263
Aldh4a1	11.920327168858	15.7299113915692	0.400086710924315	0.12533621327741
Aldh5a1	0.757059849793642	1.99782653192818	1.39995205877037	0.114839627196106
Aldh6a1	44.8150800862396	41.3626390940263	-0.115656036769448	0.275968314569274
Aldh7a1	78.0775237229982	129.317679300782	0.727940319831108	0.0545299111320777
Aldh9a1	62.0405936288619	108.705721344834	0.809143477735346	0.00375691334970898
Aldoa	624.877460325845	1406.18796000703	1.17014423972869	0.00241019648403811
Aldoart2	0.404583773684373	1.25455894498654	1.63266989166995	0.091049712640132
Aldoc	2.21540864495918	2.66064523747255	0.264203321730466	0.788984771815191
Alg1	10.0076064458977	18.0578237775264	0.851527077160985	0.064868407608081
Alg10	8.26858836757441	10.1359354118081	0.293766281166165	0.304794010838976
Alg11	19.4539431553131	17.9899321223507	-0.112872864167227	0.637140818559412
Alg12	7.76465871465648	12.0197609278117	0.630413781873857	0.0448437611870756
Alg13	6.34745503574105	6.30758521359418	-0.00909047839740751	0.955758126681243
Alg14	25.1982243173473	29.5957526660321	0.232068074567435	0.321781602559726
Alg2	10.3824003694215	27.9165597136458	1.42698113496101	0.00270096774466952
Alg3	18.5110241657449	22.8732402816005	0.305276038191939	0.0863826240673822
Alg5	29.8500574477194	50.7149629194158	0.764677754095299	0.0424233706492739
