RASMC_RNA_0H	RASMC_RNA_PDGF_2H	LOG2_FOLD_CHANGE	P_VALUE
Abr	8.53175331984526	6.19357278961086	-0.462070378848088	0.0329861086194485
Abra	1.20279398289244	2.30191363960502	0.936444153404389	0.490605553670027
Abracl	129.842849836857	111.246543191375	-0.223006062796087	0.320938595965647
Abt1	13.8478242779936	23.2551567253292	0.747891339914411	0.122778264172461
Abtb1	9.32322652888859	4.66647807927865	-0.99849520237012	0.170089326616521
Abtb2	4.66167612767078	15.412514839858	1.72518160263355	0.0043865570704479
Ac1576	0.456281666215226	0.762873138434736	0.741518478597876	0.562172012322394
Acaa1a	28.5820556606263	20.4066698179474	-0.486068913839759	0.172648489866653
Acaa1b	1.23694790692097	1.17520293039977	-0.0738748452276323	0.919800382828921
Acaa2	26.6165352955765	24.6342104036663	-0.111659556308748	0.477505130200691
Acaca	15.9443870077223	11.2051586704181	-0.508885555065482	0.173787034860257
Acad10	5.26430567360492	3.67176241780342	-0.519770550186587	0.199750093616855
Acad11	20.3436697223359	17.2854392307776	-0.235022681710107	0.292647210932201
Acad9	15.792848187174	10.5478154868906	-0.58232714042424	0.0614231735991709
Acadl	59.4831528957707	58.8504946899084	-0.015426576826476	0.922637494849201
Acadm	32.2590856131402	30.3260370193969	-0.0891485656201353	0.351172639568323
Acads	14.4426227003102	12.3938859742439	-0.220704150990975	0.181263289932669
Acadsb	20.0334472703701	15.2680657137109	-0.391893394301854	0.412171175402169
Acadvl	20.595691625692	21.5612250604445	0.0660965768294506	0.701639527752417
Acan	1.57514651330599	9.26625585912424	2.55650049040487	0.0271750501166768
Acap2	23.1775810297442	18.2367835584444	-0.345878702488948	0.153911620593079
Acap3	8.35097461246384	13.182720678208	0.658631663258118	0.0729241091269386
Acat1	39.6638553387384	40.9242028079993	0.0451293989012476	0.838977193908917
Acat2	37.2594241592492	34.0279602052623	-0.130884705719996	0.435064096365491
Acbd3	33.4156708829154	40.4262581478579	0.2747678347041	0.0566281379747953
Acbd4	11.5537446797631	6.94850294991587	-0.733586429976595	0.225170182191277
Acbd5	6.02864941939803	5.79160930596895	-0.0578705521231441	0.937338158341501
Acbd6	14.3959385478917	16.2947488600087	0.178745268021146	0.492973034039352
Acbd7	0.106825354756575	0.187892637120573	0.814654425431136	0.249839240520601
Accs	7.08937479703557	2.20208190905709	-1.68679027097101	0.0232040251050329
Acd	40.6331820066568	29.920731794417	-0.441512886466367	0.13949600438494
Ace	0.265945601163028	0.89488203588332	1.75056634315971	0.30474289002807
Acer2	0.400553731092025	0.622562305104163	0.636222445505798	0.653134873623471
Ache	1.78849937502436	2.11366219473382	0.240995209580335	0.801213657292656
Acin1	49.6677270022832	41.3596768941768	-0.264083809455203	0.105221369240741
Ackr3	92.2257351837918	25.9457266228526	-1.8296724446811	0.0612605461016523
Acly	97.858458115861	91.0215678834654	-0.104488113931622	0.614266805048806
Aco1	72.2511482720927	50.7533375527805	-0.509517818818774	0.0206836636013536
Aco2	86.8268068363897	99.9244024216358	0.202696512001684	0.319738030750729
Acot12	0.101680246236507	0.161227681584357	0.66506003585822	0.354244419331724
Acot13	6.28518682984664	4.42427624683262	-0.506514161365044	0.621663664645674
Acot2	3.20784677325603	1.9807991509446	-0.695522630072708	0.344168259849956
Acot3	3.96652241147552	2.45923972787469	-0.68966232406679	0.0498060323103592
Acot7	27.1726645289313	61.7781418001412	1.18494043539992	0.0171817426304853
Acot8	9.23034193793864	6.37405509934751	-0.534172603204803	0.290350047092128
Acot9	42.1631337301167	64.7030955346605	0.617852637753229	0.134978530593202
Acox1	24.2258952986424	22.7158342634771	-0.092851692351232	0.783590248723304
Acox3	7.39084392911919	5.22076872878619	-0.501476857850636	0.11279863294362
Acp1	16.6305147028993	32.974720137976	0.987527595404718	0.475163193513763
Acp2	24.2870244162628	18.0255541822076	-0.430142130786544	0.151310718323238
Acp5	4.54797082621502	3.94355976930159	-0.205724491241946	0.387299919578173
Acp6	18.3279426256852	17.1913829893153	-0.0923592380288318	0.805867495772306
Acpp	0.0975859771075087	0.131270064659932	0.427792200248687	0.315132668055475
Acpt	0.100057766769848	4.27985951060167	5.41865837710883	0.350339193448576
Acrbp	1.1232280613395	0.647917612472005	-0.79376860319777	0.515774477444928
Acsf2	11.5142621184666	7.59007232448112	-0.601236422219218	0.0109303021076296
Acsl1	8.03721685427442	13.6040194936763	0.759265065172324	0.0523207551205364
Acsl3	32.7515274637981	58.9223223462114	0.847252100886033	0.0237338922785362
Acsl4	20.4158868903177	97.5813649942836	2.2569134229035	0.00401532020107191
Acsl5	85.7863106832391	87.6898454376109	0.0316623383706736	0.846396644391247
Acsm3	1.42470717508535	1.32574014409847	-0.103867404580384	0.898726876171136
Acss2	15.9974074863531	16.405203158442	0.0363153367256163	0.89950596325733
Acss3	0.888885796568294	0.359686981614562	-1.3052561304853	0.081967930815123
Acta1	25.5344400705883	26.3142528140866	0.0434000070830763	0.540032316808365
Acta2	5251.23664315476	6011.84353325165	0.195150250427387	0.352724489526285
Actb	4130.33831285514	5058.68460618805	0.292502337707531	0.268730419161001
Actbl2	1.64203502810117	1.74809950641816	0.090302405970188	0.872448010708286
Actg1	1797.82491683457	2815.5796230687	0.647179420859153	0.0826092705131094
Actg2	7.88857423999715	10.7728338450372	0.449561327545956	0.164248198481405
Actl6a	26.31287705149	27.4185152444615	0.0593814475495198	0.664378114284359
Actl7a	0.211704416845399	0.443483881712676	1.06683030217621	0.303539575625268
Actl7b	0.173526439468303	0.496027939057961	1.51526588681027	0.202439258369313
Actn1	368.971089862428	685.604370196392	0.893868524882779	0.0471171822909878
Actn4	449.846875596393	549.404814672999	0.288435550682947	0.261447503484084
Actr10	74.8094720473567	97.596797667906	0.38361286166357	0.091545541184553
Actr1a	69.767313104526	80.8288240129741	0.212318584596686	0.140288168335293
Actr1b	36.6874976704681	58.4635577133051	0.672249118271067	0.0102486733305277
Actr2	125.080343036228	232.466082688144	0.894165158189612	0.0562703605153964
Actr3	208.396191607137	292.672527507116	0.489958416722659	0.0214366378361455
Actr3b	4.2271269139533	17.1735744275415	2.02244101323645	0.00474832713540736
Actr5	3.14029771207277	2.2633472174319	-0.472443414803772	0.45765049483834
Actr6	15.489753838767	11.1291981619934	-0.476964564247733	0.0629306803213548
Actr8	17.1171980345056	15.515096450675	-0.141773896478248	0.69598343647899
Actrt3	0.0985749631541935	0.105682835572453	0.100447909928118	0.636171311613004
Acvr1	16.973563722993	21.9338406593869	0.36986895193295	0.141559153979479
Acvr1b	3.2164546645751	3.16887038858061	-0.0215027016710099	0.975881705517984
Acvr2a	3.80556431033611	4.33935449708432	0.189370049313358	0.624521994930873
Acvr2b	0.729666307620315	1.25484942780099	0.782205518453567	0.596026569688653
Acvrl1	1.49905619961377	0.586643475153772	-1.35349857507975	0.0203220454383797
Acy1	26.5442959781384	26.4901912632869	-0.0029436178209541	0.992015361619157
Acy3	19.0753306567082	10.064063498381	-0.922495135400731	0.139248705955793
Acyp1	27.4221956692092	31.324697875228	0.191956503943737	0.694558656583257
Acyp2	2.43408118146219	3.4538344752761	0.504821657875132	0.635314166392876
Ada	5.12345754891047	6.23760144299475	0.283873636380604	0.605218335023756
Adal	4.02624365457302	2.05935194294554	-0.967244074486444	0.267578855205293
Adam10	13.6904543865634	10.5354730289943	-0.377915239744543	0.241992120429741
Adam15	15.9381473462886	18.1167020128394	0.184836409381755	0.396678037741017
Adam17	20.3858220822113	23.069734557439	0.178435267958977	0.489838764845108
Adam19	14.7264666052675	29.0059233288493	0.977936225672209	0.0250635424818817
Adam1a	3.14537070232149	3.08491323361144	-0.0280001454362567	0.938633163725056
Adam23	0.473725894935228	0.751749604694306	0.666199669093744	0.325083792042409
Adam4	0.389754574142231	0.252496055602042	-0.62630510362306	0.346889906783014
Adam4l1	0.773846090452814	0.215184129432026	-1.84647498048361	0.255674798395026
Adam9	40.3130285862729	56.2340564738497	0.480197947983081	0.0674083581722558
Adamts1	104.553642183938	344.224843557941	1.71910790412102	0.0109205590049595
Adamts10	51.0897503543025	21.4003887763712	-1.25539688014636	0.00242607979259703
Adamts12	127.919561035191	106.136655896656	-0.269313894403591	0.274195923996933
Adamts14	1.87064855014411	3.63073381838452	0.956722628717649	0.121118223730044
Adamts15	5.39207230006029	0.931737708714949	-2.53284405368155	0.00730992951959715
Adamts2	14.9090813393012	14.9250153016985	0.00154104553556531	0.993167942920542
Adamts3	1.44105674713539	2.48829821944095	0.788032252752731	0.522631796768338
Adamts4	0.128078226316774	0.859279180598724	2.74610170644222	0.135206422719797
Adamts5	9.12380744587184	5.01531519272934	-0.863295628132254	0.0161835402789957
Adamts7	0.591550879388234	1.20246844841402	1.02342487414551	0.222156416591591
Adamts9	15.6178654314473	10.0217117130071	-0.640068344343672	0.0851997144891483
Adamtsl3	1.96031355983041	2.32668419642441	0.247190967821331	0.755028270299042
Adamtsl4	26.3669359326383	19.6117482460097	-0.427011780099565	0.384087085821357
Adamtsl5	19.8563399814082	24.529146779309	0.30489732943085	0.470578150685471
Adar	11.3328793901738	25.3044275352742	1.15887537742008	0.104997028373889
Adarb1	87.11918784827	59.1203722956731	-0.559335150351045	0.025923104298636
Adat1	0.861415315261858	0.716525325674788	-0.26569127612886	0.682723438975414
Adat2	5.94370720916034	4.6484709079981	-0.354606822834031	0.547233735496482
Adat3	6.27830766475133	8.72069877496589	0.474068011298757	0.493527924309684
Adck1	2.63272292476282	1.56139973332631	-0.75371576766318	0.384334120141072
Adck2	6.25001616884067	1.84363464070751	-1.76130714169038	0.0143502754185283
Adck3	3.47376067978732	1.63024831346435	-1.09140663764926	0.275411928445219
Adck4	12.303061866602	17.564647811871	0.513657245237268	0.19199622632016
Adck5	8.33665214536152	11.5062749698563	0.464880808559304	0.430011662246668
Adcy3	9.62542994556274	6.11632319846118	-0.654186340429214	0.00404244665076886
Adcy4	10.0820298427752	9.16426846833014	-0.137694501542422	0.585171930263014
Adcy5	1.9465252756873	2.14598718100453	0.140740379977099	0.841364023183097
Adcy6	31.4181462193659	32.6094015947719	0.0536899077861429	0.809868612819856
Adcy7	1.18489022471067	0.702580895604018	-0.754017152631321	0.272725290802605
Add1	121.843816401892	119.032010449147	-0.033683436221862	0.844981965240266
Add2	0.10887232205044	0.202150218054032	0.892790526742339	0.228630571953587
Add3	2.37059213677057	1.19347585589913	-0.990078085860569	0.00459615019064229
Adgre5	5.99637259331634	9.14184241846509	0.608394920832415	0.140929719028896
Adgrg1	0.232913068105793	1.15255701427785	2.30697462659493	0.0863587192896694
Adgrl1	6.38820492455489	8.58088008696115	0.425715030377551	0.34428049039929
Adgrl2	36.2561880634883	43.4290127922462	0.260431908849295	0.231696302298987
Adh1	2.63417409771193	1.2145361956101	-1.11694521346413	0.254234657203462
Adh5	53.3268354247966	49.8187622270442	-0.0981725391690472	0.35215437644996
Adh6a	0.101328395919603	0.264024494042118	1.38163325061492	0.40715651191552
Adh7	6.80014859294575	4.52544024487495	-0.587508124051943	0.273670078065979
Adhfe1	1.19108686367318	0.35346752296047	-1.75262906040606	0.0989942149347456
Adi1	9.93116074053905	7.85512195814695	-0.338328672950564	0.271657287377654
Adipor1	102.197086398594	114.102144854331	0.158971845029098	0.507294646765472
Adipor2	35.0252149083734	48.6107478920992	0.472881427829018	0.105026444688552
Adk	26.9057506238693	33.6261649882719	0.321669695076146	0.252946410612255
Adm	7.2862858573089	2.61918713918454	-1.47606445337247	0.0319542977559993
Adm2	1.14200620540548	2.53177692134428	1.14857980234261	0.133253810403609
Adnp	18.7971921685526	18.7412669488004	-0.00429868986566796	0.964108960138769
Adnp2	9.32201280765139	9.45062295702019	0.0197679356256861	0.942391534839205
Ado	6.97905988555994	11.7731825770411	0.754399752225787	0.0871196740866114
Adora2b	0.450774127223168	1.81590578736272	2.01021273720439	0.465029455853385
Adpgk	21.5222855059527	19.2897039947049	-0.15800028442286	0.379979992352092
Adprh	23.1204622315923	16.8442558635889	-0.456913545674969	0.389107003692712
Adprhl1	3.27716503090456	2.60054413031605	-0.333634805527538	0.596713644220165
Adprhl2	31.6152084317718	39.4213628171121	0.318358921066291	0.315481327492007
Adprm	14.2874006704313	19.4775669981962	0.447070008774393	0.135386676999194
Adra1d	6.56847107332514	5.74889595361952	-0.192272676713474	0.672271131862262
Adra2a	0.0980926715265203	0.722088557832949	2.8799585195874	0.34942911576796
Adrb2	0.22520256908593	1.27436179463183	2.50047972989543	0.0260617601133207
Adrbk1	23.7182799731335	33.2250291436776	0.486271074157256	0.077496757965016
Adrm1	77.7234889601399	121.797048844807	0.648056607824196	0.0726048265417928
Adsl	25.0818365091755	23.1485573185009	-0.115720703541806	0.538230273296626
Adss	74.2470261371471	187.493668508677	1.33643673091552	0.00376541176184183
Aebp1	113.101634947634	117.487697277983	0.0548899084700281	0.749473814193058
Aebp2	14.7992751621447	28.4986691597447	0.945368032032785	0.0311391127861386
Aen	28.7483386430014	59.1176323661171	1.04010990577485	0.0250048563534474
Aes	355.586594545857	422.618685776567	0.249155620149832	0.229340739220073
Afap1	39.6840419745106	50.8288350157573	0.357088187626567	0.301253857420138
Afap1l2	7.86530809710591	4.23177111007669	-0.894241683065524	0.107417662952583
Aff1	6.1101456150316	13.7039414045728	1.16531222044815	0.0055416113376774
Aff3	5.93331073119662	7.16868209374311	0.27287057546145	0.496092660966344
Aff4	20.2238858507025	26.4290393543374	0.386063761018426	0.132388631626696
Afg3l1	29.4274703382792	23.7792923149437	-0.30745774948855	0.258157970565035
Afg3l2	21.8158627207384	44.1725447867093	1.01777242160167	0.0263431112518073
Afmid	0.660705456010078	0.344162153541136	-0.940918800989688	0.0113267633730843
Aftph	12.5031785530652	22.8324644227499	0.868791682428381	0.091003103056277
Aga	75.9636599585746	71.183954431647	-0.0937573366815889	0.627176173251664
Agap1	8.28728796421266	6.99135205093267	-0.245328569377255	0.264614278001213
Agap3	13.7190050953927	12.9460904352403	-0.0836593738080662	0.501547165604153
Agbl5	2.11043503901351	1.15483768977218	-0.869850324736393	0.0260728545107441
Ager	2.0894973302766	3.97223607105569	0.926795449818677	0.0966269121966197
Agfg1	39.4384174195839	46.5040764166099	0.23775552378373	0.504563648640469
Agfg2	13.2266531951201	6.07584177741135	-1.12229184975562	0.0815431652676399
Agk	9.9665290321655	8.56809921104666	-0.218115970257721	0.21613009301667
Agl	9.59311057834408	5.03210557555015	-0.930836495966141	0.0094461572788061
Ago1	6.5627734942133	3.3637761394235	-0.964223944288308	0.052764554474846
Ago2	6.13435918653159	14.0823475594976	1.19890330593905	0.0360718906067779
Ago3	1.68993619837441	3.07401377676523	0.863154850530011	0.105944948440119
Ago4	1.13264700245205	0.875618039645265	-0.371324722360949	0.769101251577089
Agpat1	51.0365915163883	58.6074790428255	0.199552800421048	0.490115177877514
Agpat2	13.5071684083745	51.6173122687401	1.93412975652261	0.0107891259836299
Agpat3	5.91649259229135	8.34535124349442	0.496230599169078	0.127387059921459
Agpat4	18.422602423299	18.0722867252684	-0.0276978095108485	0.89938754091869
Agpat5	19.4191383487716	7.16184833694916	-1.43907531518196	0.00377013855164238
Agpat6	26.2156219136792	47.2539100118773	0.850006938338797	0.0131833658088883
Agpat9	2.31202784789525	23.7778788919171	3.36238934504885	0.000587255302727403
Agps	13.3443809909562	18.2888062597836	0.45472852671458	0.203584679388979
Agrn	22.1781982955919	18.4967078198451	-0.261873657012631	0.297929350112445
Agrp	0.10559402922122	0.336975596437824	1.67411585581856	0.137969965900486
Agt	0.796658036453329	0.346661778627636	-1.20043180348438	0.135776198923974
Agtpbp1	9.27302257825168	11.5214965055944	0.313216545152709	0.342768078402248
Agtr1a	34.4353379064018	30.1829518940571	-0.190155925543786	0.445915261121353
Agtrap	9.34353044693046	4.84351370765405	-0.947913749677202	0.103285516425538
Ahctf1	11.8931893991532	16.2538990677207	0.450650185851459	0.10127640721408
Ahcy	37.52648101274	38.5202993309609	0.0377099039338131	0.865774198665413
Ahcyl1	58.5011818876289	76.5878030861621	0.388648884021221	0.114992221434611
Ahcyl2	1.76435084787809	2.32336549025751	0.397078648549396	0.0247301022136358
Ahdc1	4.73565225944179	11.8716670385475	1.32588748237833	0.0184514150666601
Ahi1	3.51426106039262	4.32042093401405	0.297950512109974	0.556415576735438
Ahnak	45.9902162238121	71.1577963833261	0.629694853285597	0.0766917742271735
Ahr	12.1619146075491	34.4424888957187	1.50181903397845	0.0131537607154919
Ahrr	0.654289449097829	1.63691110555705	1.32297506516185	0.26494085696983
Ahsa1	82.6587898622268	86.6361662705518	0.0678011612028947	0.697049148940996
Ahsa2	12.3173634542279	15.1493876487258	0.298566001351951	0.3558609041472
Aida	47.8606928140072	66.1737523337964	0.467417807874892	0.100845621550946
Aif1l	9.11970911982788	12.6132197995886	0.467876887707306	0.205668127636176
Aifm1	36.9336107426385	26.7430760063574	-0.465768896997072	0.0237596964092513
Aifm2	7.03353071126908	4.45539851881468	-0.658694597969165	0.330474382394813
Aifm3	0.537558487673343	0.488903066371859	-0.136873278103326	0.889007272767437
Aig1	16.3767667352821	25.1115773864589	0.616702100661101	0.0306552193007234
Aimp1	69.7500409480426	70.2341189391769	0.00997798181762769	0.949788572413782
Aimp2	42.9459486238805	61.3837864417167	0.515335601996965	0.0445738809165602
Aip	29.5883796946743	25.2967985411695	-0.226075879570083	0.388246328620889
Ajuba	49.6615559988127	39.9821499267835	-0.312773413824472	0.241883205732642
Ak1	6.04423231840025	2.24622325475852	-1.4280577875272	0.376688579109813
Ak2	42.9714120181491	61.4542199009549	0.516134896007994	0.0713575346497853
Ak3	128.823429771912	129.263973682077	0.00492523945974411	0.981669675683399
Ak4	2.88473440710256	8.32086604050198	1.52829519435426	0.146057312229183
Ak6	24.3750190798451	36.3163987099491	0.575217797736175	0.140673366288268
Ak8	0.103995103624972	0.37234578426057	1.84012741937114	0.203130035995018
Akap1	29.8021179823613	19.3781657671275	-0.620982844577511	0.0470209990270574
Akap10	6.71515643696778	5.82289132392433	-0.205685316064249	0.707282911281048
Akap11	10.740659722103	6.62188417960144	-0.697768927971123	0.223963606053032
Akap12	64.4122907868976	644.450096606965	3.32266074034592	0.0154011064194385
Akap13	7.51411546903206	9.1243002095323	0.280110629297192	0.16338200631091
Akap17a	16.3349089171292	22.0892645962256	0.435386978386174	0.122832220535743
Akap2	26.5283121918299	84.2955293899824	1.66792322987944	0.0157261045357035
Akap5	1.00817422922501	0.251766722418297	-2.00158547126276	0.0132360807193891
Akap6	2.99778673061359	3.61380369788801	0.269620390698163	0.693548738921824
Akap7	8.99079898042804	2.81706900228288	-1.67425442660245	0.0829368674759972
Akap8	29.2281845782277	25.9105085563006	-0.173822891044284	0.185097917264687
Akap8l	34.1218752468288	15.6854421731391	-1.12127073611232	0.00214014988443264
Akap9	6.55045037807579	6.40534209553936	-0.032318479104916	0.916799555565445
Akip1	28.9550039115658	19.7618555659761	-0.551094274651344	0.041901450125966
Akirin1	21.9345046759337	49.5812843099822	1.17659351436617	0.0275036277976088
Akirin2	36.4702359160602	48.9907644550487	0.425790271595919	0.168997224638853
Akna	3.09853504200671	2.96780303920271	-0.0621909347133831	0.842883766079851
Akr1a1	545.034502276534	666.153299561146	0.289506658345511	0.10490112696098
Akr1b1	219.481378083157	246.781711686163	0.169136944922235	0.0595274309823676
Akr1b8	1.71745749986075	0.56579767821973	-1.60191623692277	0.429747193037962
Akr1c12l1	0.158239375761464	0.107245559336804	-0.561190727922935	0.506385313345035
Akr1c13	1.47765965446346	3.63285917560651	1.29779142659236	0.210769102828673
Akr1c14	0.921961237547826	1.25743358073489	0.447704195896085	0.685877043027753
Akr1c19	0.150062145527889	0.300286780531237	1.00078087422854	0.33133088885794
Akr1cl	3.96362667982684	3.72833969075005	-0.0882877759172853	0.829677630815724
Akr1e2	4.48758782365347	1.74988730446233	-1.35867816007123	0.395554552696268
Akr7a2	21.8856122132948	19.0257929223824	-0.202026160514611	0.49695039519009
Akt1	154.422078839552	174.914428933429	0.179770264200047	0.487792264010174
Akt1s1	48.7593493377378	49.3144472390747	0.0163314885189517	0.948044118550708
Akt2	33.9626595773366	43.631307288866	0.36141426151692	0.0960460638759519
Akt3	36.2792427709355	42.2832606593281	0.220942290046543	0.368701950324592
Aktip	29.9028670560746	17.9424174269408	-0.736909533891305	0.00771564237245244
Alad	17.2508656204461	10.4799060312157	-0.719042974892442	0.11102073639157
Alas1	14.118734948893	20.5655379398989	0.542617981754181	0.0902940332308583
Alcam	30.3638956947064	27.7638468156296	-0.129149426569112	0.549633780513045
Aldh16a1	24.6484906477467	21.0928442299112	-0.224745659673863	0.160004775256159
Aldh1a2	22.8062905709969	19.4606726491859	-0.228870235207954	0.540463653139795
Aldh1a3	0.101565163895514	3.80548657069864	5.22760337068655	0.070251583979513
Aldh1l2	20.7895103822543	20.9586742754003	0.0116916818026731	0.967978292840373
Aldh2	164.411944642432	168.750323169255	0.0375751494050762	0.808355974917979
Aldh3a1	0.0998003969451716	0.164667605168099	0.722439304715084	0.25992913025995
Aldh3a2	27.7924967641027	22.4100847305505	-0.310547342614171	0.114004397865876
Aldh3b1	2.48771662167648	2.76470812037448	0.152305022311891	0.673726662689945
Aldh4a1	11.920327168858	9.19110262791918	-0.375113980347894	0.208049910596901
Aldh5a1	0.757059849793642	0.708597839644809	-0.0954402907793549	0.866230189307436
Aldh6a1	44.8150800862396	32.3590896409435	-0.469813253837259	0.0429241957936892
Aldh7a1	78.0775237229982	92.4307975073756	0.243466333290554	0.185988464091888
Aldh9a1	62.0405936288619	76.2977445486478	0.298427919207477	0.485968767110061
Aldoa	624.877460325845	866.260381750695	0.471227435187178	0.114418637095984
Aldoart2	0.404583773684373	1.25368839416323	1.63166844385701	0.409065561810318
Aldoc	2.21540864495918	0.214297313593031	-3.36988716700668	0.353204222846555
Alg1	10.0076064458977	5.94858810950901	-0.75047776886345	0.141129106815473
Alg10	8.26858836757441	14.074038867706	0.767323447051218	0.139182480537926
Alg11	19.4539431553131	12.3573548549215	-0.65469264615105	0.134910833788058
Alg12	7.76465871465648	9.98997922615449	0.363559163735733	0.301501066856532
Alg13	6.34745503574105	8.46921833847102	0.41605055290066	0.0557171529540047
Alg14	25.1982243173473	21.1015843192283	-0.255970751278971	0.342920973862164
Alg2	10.3824003694215	19.7978263793763	0.931202016673097	0.00820854752585398
Alg3	18.5110241657449	16.5541906568417	-0.161188239563462	0.477033314112829
Alg5	29.8500574477194	35.5524351359835	0.252214671465729	0.337992419534166
Alg6	4.19225354828992	2.01550952673169	-1.05658137157574	0.197518922161575
