RASMC_RNA_PDGF_2H	RASMC_RNA_PDGF_JQ1_2H	LOG2_FOLD_CHANGE	P_VALUE
Adamts10	21.4003887763712	18.2228027743873	-0.23189213480257	0.441770454346006
Adamts12	106.136655896656	86.7481870491026	-0.291017486602096	0.169299740577971
Adamts14	3.63073381838452	1.06215553303909	-1.77326612744214	0.0478370027972478
Adamts15	0.931737708714949	0.37155813952685	-1.32633590834876	0.419275176369903
Adamts2	14.9250153016985	15.591577453071	0.0630344872008472	0.747728133276995
Adamts3	2.48829821944095	1.39084202892937	-0.83920083235559	0.508341251507469
Adamts4	0.859279180598724	0.102983211010196	-3.06071778138413	0.129074362205913
Adamts5	5.01531519272934	2.18631725581162	-1.19783760613984	0.035338058751553
Adamts7	1.20246844841402	0.582952532585556	-1.04454871896852	0.216771956337032
Adamts9	10.0217117130071	11.45732671509	0.193141523454758	0.572722789603857
Adamtsl3	2.32668419642441	0.830789776836823	-1.48572003681126	0.25790229518614
Adamtsl4	19.6117482460097	13.8915561811748	-0.497509922962565	0.07680213185238
Adamtsl5	24.529146779309	8.76966535559422	-1.48390335555037	0.0772061797433825
Adar	25.3044275352742	10.3965121599587	-1.28329022478953	0.0784732724786911
Adarb1	59.1203722956731	40.0157571969011	-0.563087145685983	0.02430431366199
Adat1	0.716525325674788	1.47911629320749	1.04564588380683	0.203935400233607
Adat2	4.6484709079981	0.929544110374083	-2.32216099350425	0.161438080546478
Adat3	8.72069877496589	10.3855044380487	0.252055646060599	0.649612398941718
Adck1	1.56139973332631	2.58049918006415	0.724810243828858	0.238574857318163
Adck2	1.84363464070751	3.51468560378776	0.930842862532079	0.0958517257172053
Adck3	1.63024831346435	2.06229846521981	0.339161413979643	0.60374962781766
Adck4	17.564647811871	12.9173346774559	-0.4433662298789	0.223883890074236
Adck5	11.5062749698563	11.2554814840246	-0.0317930790413606	0.943501373073462
Adcy3	6.11632319846118	3.91080813240167	-0.645197885584064	0.0529540963600663
Adcy4	9.16426846833014	3.59708985166251	-1.34918952619895	0.0269338567397713
Adcy5	2.14598718100453	0.539306779290758	-1.99246338392205	0.205926645634933
Adcy6	32.6094015947719	18.2683159908225	-0.835944317232762	0.0672699072563479
Adcy7	0.702580895604018	0.23921267315358	-1.55437052417679	0.245988011319709
Add1	119.032010449147	100.032863725768	-0.250875554183013	0.187765616719682
Add2	0.202150218054032	0.119001903482165	-0.764443109615649	0.267592141352989
Add3	1.19347585589913	5.54857595402181	2.21694816936537	0.0496233488458436
Adgre5	9.14184241846509	4.58812477788009	-0.994580323671995	0.0615013816927016
Adgrg1	1.15255701427785	0.995774579597417	-0.21094702766396	0.666852311630008
Adgrl1	8.58088008696115	6.16088204524069	-0.477988709053758	0.240828763839852
Adgrl2	43.4290127922462	23.3266415777875	-0.89668054633166	0.038424823029449
Adh1	1.2145361956101	0.975062846982464	-0.31683837096017	0.633529322739902
Adh5	49.8187622270442	47.2897967289964	-0.0751602370061942	0.534661215326344
Adh6a	0.264024494042118	0.0940495202546447	-1.48917928757623	0.390349300788599
Adh7	4.52544024487495	1.5527717387133	-1.54321238202783	0.0237243187156483
Adhfe1	0.35346752296047	0.515486516330846	0.544357026772052	0.733188586774022
Adi1	7.85512195814695	7.97441256171716	0.021744571196973	0.930985176747637
Adipor1	114.102144854331	91.5148284436853	-0.318248479190591	0.102507941169247
Adipor2	48.6107478920992	49.4107979587871	0.0235510241233257	0.914401630828493
Adk	33.6261649882719	30.0414523804982	-0.162629688222843	0.582275101168405
Adm	2.61918713918454	4.18721358681792	0.676871367838476	0.211703456752471
Adm2	2.53177692134428	0.0840347602920366	-4.9130202717559	0.0534629827670864
Adnp	18.7412669488004	15.6068577606063	-0.264038386967409	0.101740316304875
Adnp2	9.45062295702019	7.44943209503453	-0.343278984251278	0.33124708394303
Ado	11.7731825770411	5.29680343788154	-1.15231049164593	0.0227444717237237
Adora2b	1.81590578736272	0.557838899533474	-1.70276890901228	0.494740491543398
Adpgk	19.2897039947049	21.1574117299689	0.133332142600772	0.50387749060164
Adprh	16.8442558635889	17.9937290421666	0.0952375081722813	0.779894270275895
Adprhl1	2.60054413031605	0.719955430769822	-1.85283401655209	0.224368238543051
Adprhl2	39.4213628171121	37.4836575338068	-0.0727159185933973	0.640850449136517
Adprm	19.4775669981962	17.3033310936923	-0.170763676999023	0.482782920245212
Adra1d	5.74889595361952	0.894015322095459	-2.68491345799031	0.0688528511325664
Adra2a	0.722088557832949	0.217382393058672	-1.73194068821416	0.430710547548379
Adrb2	1.27436179463183	3.8142755066144	1.58163413321729	0.00721708836988069
Adrbk1	33.2250291436776	23.9553338887037	-0.471923543127515	0.0761273640212666
Adrm1	121.797048844807	91.7474773194054	-0.408738781619033	0.146183197360113
Adsl	23.1485573185009	13.993150621859	-0.72620145511745	0.0531597541825463
Adss	187.493668508677	118.562538040761	-0.661193641401425	0.0186561652670038
Aebp1	117.487697277983	84.4623189801686	-0.476129929779482	0.0787918128835043
Aebp2	28.4986691597447	16.8810963917712	-0.755485942299157	0.0344042123270063
Aen	59.1176323661171	34.5941513360281	-0.773060342287333	0.0437548653420668
Aes	422.618685776567	324.978058311791	-0.379014242044667	0.107895518008312
Afap1	50.8288350157573	52.5513538037738	0.0480807657572236	0.856727148525405
Afap1l2	4.23177111007669	0.587909323304587	-2.84759603439581	0.10916009515687
Aff1	13.7039414045728	11.4354654385729	-0.261075801318716	0.0724654331647071
Aff3	7.16868209374311	5.43446131064959	-0.399570879454257	0.374613361349134
Aff4	26.4290393543374	22.1879157177416	-0.25234983627842	0.246306816135571
Afg3l1	23.7792923149437	16.5118720120864	-0.526202087106091	0.0362063436586984
Afg3l2	44.1725447867093	38.0471455021772	-0.215361729456159	0.246409542632042
Afmid	0.344162153541136	0.774695152897643	1.17054025572437	0.336555043351336
Aftph	22.8324644227499	8.02985277664728	-1.50764114329809	0.0457712709881977
Aga	71.183954431647	51.5267251624001	-0.46623117674948	0.0514560460365771
Agap1	6.99135205093267	6.32677586532615	-0.144100996689457	0.636806371403176
Agap3	12.9460904352403	8.83765248902231	-0.550781378814071	0.0327888045651637
Agbl5	1.15483768977218	0.463372250466298	-1.31744654326645	0.0859338923212476
Ager	3.97223607105569	1.65080624277535	-1.26678056592856	0.121528121090775
Agfg1	46.5040764166099	32.1483688890263	-0.532611642926828	0.0505753369993027
Agfg2	6.07584177741135	11.9897870270276	0.980649826739984	0.008760993017945
Agk	8.56809921104666	3.61810337897806	-1.24374155508457	0.00427196365391261
Agl	5.03210557555015	5.70501073792434	0.181067411102303	0.37840140144103
Ago1	3.3637761394235	3.14227630198424	-0.0982716537535729	0.543993909501558
Ago2	14.0823475594976	11.9290992401213	-0.239402744563502	0.325698218908788
Ago3	3.07401377676523	1.95913636321316	-0.649905812682399	0.161897634764657
Ago4	0.875618039645265	0.127794335736879	-2.77647778475879	0.313083820501747
Agpat1	58.6074790428255	42.7169617608795	-0.456275743064524	0.211753137432294
Agpat2	51.6173122687401	33.5988890074189	-0.61944149262367	0.138983185614827
Agpat3	8.34535124349442	3.75565770911789	-1.15190719010128	0.0345333454987508
Agpat4	18.0722867252684	11.8670884441563	-0.606813047719022	0.11653280905082
Agpat5	7.16184833694916	11.0617182215604	0.627171624605631	0.126109799676482
Agpat6	47.2539100118773	38.265770852329	-0.304379247072339	0.107739460053385
Agpat9	23.7778788919171	19.2454537847411	-0.305102336496586	0.0433134793753817
Agps	18.2888062597836	19.5423664483947	0.0956442673947834	0.746699162914905
Agrn	18.4967078198451	22.5127886085441	0.283476259141893	0.123339398046805
Agrp	0.336975596437824	0.764624150460971	1.18210665193471	0.313643253705224
Agt	0.346661778627636	0.731945104635347	1.07820667123328	0.462371078415915
Agtpbp1	11.5214965055944	6.9019102048842	-0.739260508625437	0.0308582728296112
Agtr1a	30.1829518940571	8.79154483360071	-1.77954530800876	0.0373611004120482
Agtrap	4.84351370765405	2.92174493858965	-0.729223784878133	0.00103590303991522
Ahctf1	16.2538990677207	17.9988176958046	0.147116301428261	0.439461010810329
Ahcy	38.5202993309609	55.0299768381532	0.514598807421265	0.0203319550893584
Ahcyl1	76.5878030861621	69.9341797388542	-0.131116922526806	0.426887801626915
Ahcyl2	2.32336549025751	4.615638992647	0.990314266149576	0.0656511374847743
Ahdc1	11.8716670385475	9.18458591647043	-0.370235950195518	0.157964937266624
Ahi1	4.32042093401405	6.26250646687867	0.535568308605822	0.257777240694266
Ahnak	71.1577963833261	90.0678962233534	0.339991129956769	0.137050430735407
Ahr	34.4424888957187	12.7127537091278	-1.43791283274327	0.0206674445162337
Ahrr	1.63691110555705	0.223832571359864	-2.87048408382222	0.15756348929124
Ahsa1	86.6361662705518	60.6452401311199	-0.514574986943335	0.0528041313565232
Ahsa2	15.1493876487258	11.2425558080181	-0.430289434343612	0.238535113603175
Aida	66.1737523337964	46.6345281219003	-0.504860569472708	0.0918144673362745
Aif1l	12.6132197995886	6.85981015601576	-0.878696046326924	0.0921999697868919
Aifm1	26.7430760063574	17.5179067459843	-0.610335020348911	0.0155989237866909
Aifm2	4.45539851881468	1.9650692475345	-1.18097432837312	0.0814366328131508
Aifm3	0.488903066371859	1.07772712174119	1.14037157796586	0.363744489522417
Aig1	25.1115773864589	12.5578720500454	-0.999760636365644	0.00463106505428487
Aimp1	70.2341189391769	57.728427835939	-0.282890109897909	0.197549095977095
Aimp2	61.3837864417167	64.2635965281155	0.0661440830647001	0.691996721985916
Aip	25.2967985411695	19.8331921534862	-0.351037916808414	0.305779378877991
Ajuba	39.9821499267835	26.1361500347551	-0.613309409291354	0.131809213457403
Ak1	2.24622325475852	0.756692952371098	-1.56972141257096	0.0306088471816513
Ak2	61.4542199009549	42.3418790642409	-0.537426784860876	0.0593972941770199
Ak3	129.263973682077	65.6856390843696	-0.976670354750851	0.0437543913344748
Ak4	8.32086604050198	11.5063671698924	0.467626814863566	0.319140920785066
Ak6	36.3163987099491	42.3449238286868	0.221567888462085	0.360331475913196
Ak8	0.37234578426057	0.476047437944873	0.354462321412352	0.793620384186141
Akap1	19.3781657671275	25.9256251125169	0.419946755910219	0.123497231378234
Akap10	5.82289132392433	4.95562433772823	-0.232668865364828	0.596429310014678
Akap11	6.62188417960144	6.86910420145433	0.0528801923044435	0.7327893466445
Akap12	644.450096606965	257.167790188287	-1.32535868795272	0.0287388484868352
Akap13	9.1243002095323	7.83508055490784	-0.219765807696923	0.237882459313005
Akap17a	22.0892645962256	10.9717166439829	-1.00955612009144	0.0281732764474008
Akap2	84.2955293899824	39.6170661338686	-1.08933407540552	0.0316821564613512
Akap5	0.251766722418297	0.508162548088797	1.01320244610874	0.365954610154175
Akap6	3.61380369788801	0.568167135441459	-2.66913085194414	0.151161739569952
Akap7	2.81706900228288	1.933813552836	-0.542746196853568	0.56233833498819
Akap8	25.9105085563006	22.0011723931091	-0.235956928390133	0.137989428853493
Akap8l	15.6854421731391	22.3417048242735	0.51031307810497	0.0628078431199878
Akap9	6.40534209553936	4.87370133867758	-0.394257778712371	0.197415865049245
Akip1	19.7618555659761	13.7788330730233	-0.520264705448153	0.042840086893248
Akirin1	49.5812843099822	52.2634603916346	0.0760070072176266	0.634840348020036
Akirin2	48.9907644550487	38.0159134034488	-0.365906348766731	0.220164225506956
Akna	2.96780303920271	0.989598392692341	-1.5844802872397	0.045533200598632
Akr1a1	666.153299561146	455.614614099868	-0.548040194878869	0.0160979110418593
Akr1b1	246.781711686163	265.128076416504	0.103453971892878	0.267381658297828
Akr1b8	0.56579767821973	0.478174030154076	-0.242750477809204	0.851469072043178
Akr1c12l1	0.107245559336804	0.0962209424751632	-0.156495076344645	0.493299306617952
Akr1c13	3.63285917560651	0.270023205235137	-3.74995014217032	0.107330472476541
Akr1c14	1.25743358073489	0.0922558427111923	-3.76869810453517	0.237284452868914
Akr1c19	0.300286780531237	0.0953586101630535	-1.65490585078953	0.221781608538017
Akr1cl	3.72833969075005	1.52008285701993	-1.29438334603208	0.142828134397869
Akr1e2	1.74988730446233	1.97377825781314	0.173697907551193	0.782408809658295
Akr7a2	19.0257929223824	32.6521961024307	0.779223445978719	0.0453439943792564
Akt1	174.914428933429	104.252831793689	-0.746562732311925	0.0730944014306376
Akt1s1	49.3144472390747	26.288612904684	-0.907572341323557	0.0836905497241037
Akt2	43.631307288866	20.8028706018855	-1.06858108009649	0.0170611347360524
Akt3	42.2832606593281	30.2647665568567	-0.482447410890124	0.112442947627271
Aktip	17.9424174269408	24.986618461238	0.477781387682182	0.0105240754912234
Alad	10.4799060312157	16.4650476453086	0.651780905790041	0.129346342305158
Alas1	20.5655379398989	31.8691200533412	0.631930375627616	0.0185943044350051
Alcam	27.7638468156296	44.7749186293501	0.689483336205167	0.0240574724331222
Aldh16a1	21.0928442299112	17.4730103267009	-0.271625462605744	0.14976065987462
Aldh1a2	19.4606726491859	11.0753845902709	-0.813204780155279	0.204481736456998
Aldh1a3	3.80548657069864	0.196662830557543	-4.27428471105808	0.0730397876886308
Aldh1l2	20.9586742754003	5.32497672223889	-1.97670033938646	0.0496762549551096
Aldh2	168.750323169255	164.834686236431	-0.0338704036054952	0.798244927663696
Aldh3a1	0.164667605168099	0.423683690408819	1.36343083004459	0.347229864668716
Aldh3a2	22.4100847305505	31.6786060781209	0.499360751792467	0.0527051388405942
Aldh3b1	2.76470812037448	1.16947167229728	-1.24127026206746	0.00623125395695581
Aldh4a1	9.19110262791918	10.0481281144164	0.128616911299267	0.665652177359959
Aldh5a1	0.708597839644809	0.669316072196687	-0.0822794090498909	0.915747645373314
Aldh6a1	32.3590896409435	36.373851589354	0.168730678397074	0.355884806169654
Aldh7a1	92.4307975073756	78.8904551420323	-0.228522870030564	0.17759676641853
Aldh9a1	76.2977445486478	79.1711091573404	0.053333653217093	0.881580560691892
Aldoa	866.260381750695	725.29655600314	-0.256229738987567	0.271998905423375
Aldoart2	1.25368839416323	1.19159265205269	-0.0732876766586337	0.947059545274397
Aldoc	0.214297313593031	0.869389206659181	2.02038842021224	0.179748163028326
Alg1	5.94858810950901	5.53558655796257	-0.103811092103202	0.846388746668264
Alg10	14.074038867706	9.41887508331718	-0.579409731325651	0.199996200342206
Alg11	12.3573548549215	13.6907738479289	0.147834033611105	0.375602611842327
Alg12	9.98997922615449	3.80211578586837	-1.39367921092083	0.0571219796515272
Alg13	8.46921833847102	5.02247492080619	-0.753830367978369	0.119159433759304
Alg14	21.1015843192283	13.6727734302936	-0.6260454077509	0.0597180425879769
