BRD4_UNSTIM	BRD4_2H	BRD4_24H
Nat10	2288.37015	2779.75685	2261.58895
Nbr1	2474.04935	2353.80515	2770.53715
Ndor1	3868.69285	4272.15565	5700.76485
Ndrg3	1265.98525	835.3372	1541.0809
Ndufs1	1734.1971	1733.18575	2141.50585
Ndufs3	5144.6541	5246.4083	5575.67565
Nedd1	723.72255	615.1314	718.0905
Neil1	1488.75005	1398.0518	1851.24595
Nek8	4039.9358	4293.89975	5739.56275
Nelfa	1049.8072	1086.23265	1382.40485
Neurl4	4099.5517	4614.99805	6059.61395
Nfatc3	2921.75525	3132.37985	3582.35725
Nfia	18290.6416	14854.21095	21105.02195
Nfib	3589.37315	3134.45535	4481.076
Nfkbil1	2938.8883	3283.83915	4318.6273
Nicn1	6559.627	7078.86855	8585.4765
Nipa1	2425.0822	1905.04785	1991.2914
Nkiras1	1385.6861	1367.75485	1842.28905
Nlrx1	4425.6003	4546.07105	5834.99385
Nme7	2140.85615	2745.808	2580.9592
Nmnat1	2705.503	2862.78245	3847.2304
Nmnat3	460.47815	497.76515	619.6555
Nol3	2629.3574	2264.90675	3726.8357
Npat	1013.9888	1132.6502	1178.9005
Npepl1	1963.871	2154.68825	2411.9114
Npepps	7373.60225	7565.60575	9678.51225
Nphp1	2737.2484	2699.8086	3355.667
Nphp4	1164.7037	1219.4283	1665.7639
Nprl3	1579.10585	1638.69825	2604.9055
Nr1d2	2208.6656	1744.9656	2577.1448
Nsd1	2931.53075	3006.0088	4264.1096
Nsdhl	695.7049	824.1584	793.0809
Ntpcr	979.359	1136.91605	1991.9417
Nudt16	410.05325	379.3287	511.56855
Nudt16l1	3520.4833	3175.04035	5412.28245
Nudt18	1247.5103	1087.9916	1817.00545
Nudt4	4459.3544	3580.30955	4905.9572
Nudt5	2221.64235	2190.8411	2757.9067
Numa1	11927.98545	11696.81115	13669.871
Nup88	3219.7389	3764.0661	3904.68095
Ogg1	4918.5548	4490.50135	5480.0951
Ogt	1346.3414	922.61835	1398.14135
Osbpl2	1946.766	1857.5829	2915.82375
Osbpl7	3141.12635	3065.45095	4462.8968
Osbpl9	7359.10215	5725.5802	7643.8825
Oscp1	3474.4769	2575.2059	4560.7832
Osgepl1	899.6737	975.1725	904.217
Oxa1l	1217.05705	1376.87365	1896.88065
Oxr1	1974.39565	1834.37315	1621.33485
Pafah2	1978.135	1759.9724	3188.7284
Pagr1	8261.1396	7870.18835	12659.07965
Paip1	1594.37055	1693.0402	1621.87385
Paip2	4231.6607	4239.5315	5007.39995
Pak3	91.12025	74.152	110.032
Pank2	3300.54095	3060.5513	3953.9158
Paox	2859.50865	2699.96265	4338.38185
Papss1	1407.1261	1479.8271	1778.48115
Paqr3	243.05925	230.6475	331.047
Parn	3625.1544	3837.5473	3737.698
Parp16	6283.9541	5983.2451	8133.8183
Parp2	909.07095	773.38555	1073.0712
Pars2	8783.7468	11640.1846	13213.28965
Pawr	12180.82315	8614.2493	10317.16075
Pbx2	3248.753	2931.5447	5108.27455
Pbx3	1113.53455	998.2895	1568.4919
Pcbd1	1073.01355	1211.4417	1270.9194
Pcdh20	2075.3796	2229.4773	1939.06485
Pcid2	1272.32855	1449.95425	1994.82945
Pcif1	5740.1769	5604.5965	8834.2316
Pcm1	1674.7622	1603.0116	2044.0342
Pcyox1	4741.17835	4645.901	5300.28105
Pdgfra	2146.3907	1862.07065	3114.45485
Pdgfrb	25078.51605	20231.8294	33055.48905
Pdik1l	1503.83105	1562.9449	2123.31075
Pdk2	8888.58005	11504.61025	14992.6158
Pdlim2	10304.8828	9026.1693	15470.40755
Peak1	5805.6309	5629.16305	5259.97575
Peg3	1027.1368	893.9256	1442.4972
Peo1	16945.38755	15456.6017	23771.21285
Pex10	2204.2621	1756.3587	2980.5291
Pex5	704.24255	797.1113	1218.49175
Pfkm	4755.38545	4288.492	6432.49105
Pgap2	4657.02325	3711.51415	5708.36865
Pgm1	1206.7425	1009.39595	1608.47195
Pgm2l1	4544.15265	4003.6311	4957.4705
Pgpep1	8541.2976	8561.4526	14491.56935
Phactr2	1916.08245	2322.1807	1964.1991
Phf14	1498.5574	1437.4397	1362.91525
Phtf1	1210.7113	1023.5962	1431.0205
Pias3	1876.7915	1739.6476	2466.2728
Pigc	10114.6251	7810.48255	15532.36765
Pigh	724.38165	942.3343	1075.5557
Pigp	1562.2997	1441.489	2244.8597
Pigq	2844.8705	2746.2626	3868.02315
Pigy	845.953	869.69455	1061.23535
Pik3c2b	5051.08105	4598.69725	6644.61725
Pik3c3	726.1102	844.6558	972.45675
Pik3ip1	7097.44755	7395.11135	10179.59285
Pik3r2	4799.3149	4823.72205	7676.1877
Pik3r4	428.19005	219.84915	582.55755
Pip4k2b	6684.7531	7115.40715	8976.6583
Pip5k1c	5011.1576	5767.41965	7621.317
Pir	1173.9073	1238.80745	1226.81075
Pla2g15	2933.223	2519.28005	4039.7187
Plcg1	2075.57635	2456.6281	2739.36945
Plekha8	4097.99015	4245.1745	4506.0963
Pms1	865.78585	771.0921	1006.90655
Pnkd	13359.941	13679.23175	18255.8469
Pnkp	5477.9063	5808.4399	8068.7833
Pnrc1	4398.93225	3676.73455	5416.34415
Pnrc2	5526.28715	5264.568	6707.99705
Pogk	1185.6194	1055.41635	1569.5619
Poglut1	1808.3849	2009.61015	1830.1682
Poli	5597.15985	6466.6617	6384.39775
Poll	2497.6107	2294.5515	3567.7201
Polm	4917.90865	3576.6662	7164.2492
Polr2b	7143.61285	6711.95495	8866.1292
Polr2j	3989.4101	3920.2063	6373.9839
Pomk	3670.12015	3558.1541	4495.5589
Pomt1	1978.1662	2157.2013	2835.4638
Pop5	5581.4683	4776.0225	8936.49565
Ppil2	1382.27275	1249.44885	1787.23805
Ppp1r21	1341.95455	1252.91075	1412.16695
Ppp1r3c	13490.7169	12948.64055	19033.07695
Ppp2r2c	744.5144	828.8292	1020.77985
Ppp6r2	5593.6216	5757.29365	7697.5243
Ppt2	3170.05945	3067.5566	5043.0852
Prdx3	4783.6005	4347.451	5453.1775
Prepl	5381.89115	5443.5418	7074.4378
Prickle3	2509.79735	2826.5045	3272.18935
Prkag1	5009.94505	5524.85745	7417.60965
Prkra	1752.20775	1501.22205	2123.50655
Prpf18	593.40595	577.08325	786.62305
Prpf6	1918.19755	2276.48445	2837.6661
Prpsap2	933.15645	1025.2037	1136.2461
Psip1	1844.1723	1932.9859	2431.4578
Psmc3ip	10401.8888	9318.0233	16494.9497
Psmg2	3199.91295	3146.7254	3840.2173
Psrc1	3380.4805	2634.5483	4135.3802
Pstk	4476.82495	3771.3036	4185.35165
Ptcd1	5745.41215	5626.02405	7982.86115
Pth1r	7108.5624	5621.2519	9740.8173
Ptpn21	6990.1068	5740.2777	7433.518
Ptpra	993.2152	811.7055	1186.0973
Pus10	981.32705	1228.3219	1302.5668
Pwwp2a	3551.8812	3408.34525	5286.2259
Pycard	3148.8486	3092.5656	3967.17485
Pycr2	3380.67975	3425.0795	5368.3424
Pygb	1251.36065	989.5316	1717.57905
Qars	3059.89405	3308.0129	4357.4616
Qpctl	4481.8151	5045.5874	5506.40995
Rab29	1547.83565	1306.32165	1781.2215
Rab3a	7752.7209	7328.9718	12650.40215
Rab40c	3093.44955	2982.9868	4146.63375
Rab5b	5419.5636	5587.66385	6944.15695
Rabgap1	3420.12225	3376.84965	3565.3315
Rabl2a	599.27705	510.62265	862.3696
Rabl6	2424.85025	2264.3208	3578.3119
Rad50	4751.43565	4028.82775	8075.67305
Rad51d	3778.067	3459.15325	4906.38745
Ralgds	3880.52885	3630.36175	6888.6546
Ramp2	4902.1252	4777.41115	7156.5495
Ranbp10	6145.6436	5775.77085	7637.442
Ranbp6	8981.13235	8598.4181	8417.35625
Rangrf	2570.75525	2157.79865	3289.5612
Rars2	1346.2665	1763.6724	1434.2785
Rb1cc1	5274.773	6892.4254	5127.48525
Rbbp9	1024.7625	1081.4659	968.9728
Rbm5	2011.8316	2140.20085	3377.9448
Rbm6	1500.19215	1659.24435	1925.4967
Rcbtb2	3970.6261	3771.1146	4434.3795
Reck	5011.6467	4860.0515	5654.61315
Recql5	2499.1281	2879.3496	4141.3257
Reps1	1001.92585	1038.40565	1090.55025
Rere	3737.42645	3710.8273	5518.3014
Rfc1	1185.5473	1195.8584	1652.9
Rfc5	3064.1087	2609.01865	4134.7638
Rfx5	5376.95365	4726.2698	5933.5441
Rfx7	3031.25015	3071.3281	4048.1159
RGD1302996	5201.558	5675.9419	6613.10945
RGD1304595	2432.61535	2253.81005	3028.5702
RGD1306063	679.2647	631.16905	1169.1603
RGD1306227	2551.66415	2490.32715	2571.00725
RGD1306746	9382.7303	9209.18445	13509.9036
RGD1308117	10436.4828	9096.1693	15612.80755
RGD1308147	1131.8077	1064.32415	1300.313
RGD1309534	1822.7487	1857.85925	1785.42825
RGD1310127	16194.81405	16876.2601	26799.0411
RGD1310553	5070.113	5859.3389	5359.35465
RGD1310769	4167.0932	3714.7404	4827.8113
RGD1359108	4362.07135	3518.66245	5391.74375
RGD1562114	14327.50065	14181.7464	25243.7447
RGD1565784	2924.2621	2472.8631	4087.67055
RGD1566320	867.61105	868.95475	1024.0124
RGD621098	6151.6511	6194.80055	6112.7312
RGD735029	5425.7418	6057.6805	7434.6803
Rgl3	906.3276	1001.77525	1536.29475
Rhbdd2	3319.81565	3754.83125	5333.3049
Rhbdd3	3366.612	3078.5886	5039.19925
Rhobtb3	7137.07375	5993.56065	5997.76895
Rin2	17563.7354	14344.52565	15674.7199
Rit1	3087.7411	3232.8629	3705.5815
Rita1	6629.97265	6389.64535	11075.3329
Rmdn1	1803.2786	1591.37185	1884.37165
Rnf113a2	2975.4678	3603.92055	3531.72585
Rnf14	3913.85195	3947.3725	5127.3286
Rnf166	2419.6926	2301.45225	3474.9749
Rnf167	7622.24675	9295.895	9831.4109
Rnf215	3966.89935	4433.9859	4839.11875
Rnf216	1447.5731	1119.317	1567.8344
Rnf26	8127.1973	8364.4259	11942.0531
Rnf34	1201.25125	1072.9654	1430.9776
Rnf44	3188.4444	3416.0147	4704.8851
Rnf8	1113.3519	1201.91415	1362.46105
Rnpepl1	3060.9416	2429.0404	4057.68815
Rp2	277.83285	248.65155	407.7141
Rpap1	1539.4513	1360.64425	1773.0154
Rpap2	730.46365	821.1662	893.4203
Rpap3	5636.582	3384.0589	5564.82865
Rpgrip1l	5006.69505	4777.6016	4901.15875
Rptor	3622.8601	4180.87575	5328.8639
Rpusd4	2160.6576	1790.34905	2571.9742
Rragd	3309.5037	3483.02235	4194.7398
Rsbn1l	6274.355	5467.10335	8707.71635
Rsrp1	1972.6741	1860.80255	2886.22785
Rtel1	2043.51945	2225.6011	2576.19355
Rtfdc1	863.5417	753.7069	1158.8865
Rtn4rl1	4366.9478	4394.50465	6927.1094
Runx1t1	13784.0018	11127.7376	12784.9819
Rxra	2373.52305	1825.69675	4280.76075
Rxrb	1806.64275	1684.7435	2489.78355
S100pbp	4768.74805	4784.5417	5805.35535
Safb	3377.57695	3360.6974	4882.434
Sardh	4016.3911	4346.1438	6614.18595
Sbf2	8093.95685	6728.10645	10523.8974
Scarb2	722.04325	615.80375	1029.90295
Scd2	23419.43125	21843.63195	32945.88645
Sdccag8	9078.1083	8763.08835	8981.17455
Sdhaf2	4894.0377	4681.56135	4965.54465
Sdpr	5651.11325	3972.1654	6611.5485
Sec14l2	1468.93775	1676.77925	2044.3834
Secisbp2	1494.3817	1553.8727	1412.3534
Selo	3470.97115	3865.99815	4614.6315
Sema4a	9319.8915	8527.32195	14182.7552
Sema4c	3727.429	3218.00175	5774.6885
Senp8	2314.36485	2378.2908	2771.24355
Sephs2	9390.65605	9179.1179	12669.8457
Serinc1	1341.12135	1157.14535	1331.94575
Serinc5	2512.44015	2401.80445	3759.84105
Setd7	3549.75215	3024.409	5003.7878
Setdb1	2918.23785	2859.91955	4129.65815
Sfi1	3588.4074	4073.24795	4590.9356
Sfrp2	353.58105	704.286	479.12425
Sgcb	549.27345	417.742	760.50145
Sharpin	7804.4443	8125.2766	11489.59435
Sin3a	2919.9734	3187.7623	3750.9788
Skiv2l	1613.75215	1570.19185	2074.43685
Skiv2l2	2951.85685	2936.6573	3002.8007
Slbp	4356.84	4409.0482	5731.7805
Slc16a13	5363.42375	6493.02555	8014.5964
Slc22a17	3253.47005	3118.29435	4597.2641
Slc25a42	1612.68555	1848.4757	2290.28
Slc26a6	1834.18285	1936.43665	2739.05965
Slc29a3	580.53745	490.2146	773.9662
Slc2a12	9963.0989	7195.7214	14230.0659
Slc31a2	1652.46895	1806.68815	2156.93755
Slc33a1	1290.96245	1637.55625	1341.64735
Slc35b4	1480.8594	1656.22645	1685.472
Slc35d2	4965.7085	4907.0378	5071.7625
Slc38a2	17513.62445	14710.6096	21690.4694
Slc39a11	2073.7426	2290.67585	3572.86215
Slc43a2	7066.83675	6070.59215	13709.3473
Slc44a2	5758.4249	5037.60435	7528.5291
Slc52a2	2980.34505	3076.7694	4223.6824
Slc5a6	3751.9532	4050.5798	4936.7447
Slc8b1	3413.3505	3541.0963	5322.21815
Slc9a1	1617.96715	1731.07215	2421.99195
Slmap	6841.7515	6622.39295	7335.60315
Slu7	3040.11065	2144.20025	3305.33215
Slx1b	9127.0258	8650.06165	9829.80735
Smad6	11681.4175	10441.5485	17661.7734
Smarcad1	868.1394	832.0922	1078.7251
Smarcal1	2717.2853	2684.04765	3711.26885
Smarcb1	2750.5336	2505.9662	4458.05555
Smarcc1	4160.2582	3846.49705	4977.05825
Smc6	1325.083	1288.1962	1752.15315
Smcr8	4556.57935	4255.82675	5746.41915
Smim20	1349.04025	1450.75725	1755.64145
Smurf2	6283.14845	6954.90335	7863.4658
Snai2	2469.2537	2106.5435	2764.8587
Snap47	2548.1298	2643.7381	3768.92285
Snapc5	2650.95025	3541.1612	3104.4671
Snrnp27	4226.7969	3491.05505	4686.545
Snrnp35	4476.29095	4324.13625	6917.8014
Sntb1	4471.931	4002.52785	5231.93715
Snx1	2295.62765	2246.2111	3116.36075
Snx10	1747.15915	1562.02225	1835.15485
Snx13	1489.54005	1400.08845	1745.1941
Snx33	12754.3499	13286.523	20144.5963
Snx8	2011.9434	2085.8727	2729.6036
Sorbs3	10039.4991	8720.83155	14802.6604
Sos2	1172.4627	1329.5917	1619.2536
Sox12	5281.8714	5261.6865	8170.645
Sox4	6805.55305	5299.5568	8918.11635
Spag7	9264.56465	10758.5473	11872.86045
Spast	4863.0076	3816.9978	4457.129
Spata7	722.26225	864.5978	1078.611
Specc1l	4428.80785	4535.24905	5584.455
Spg20	2720.14125	2347.59425	3474.62395
Spice1	568.8605	559.46675	799.6162
Spryd7	2907.4135	3225.42195	2782.54475
Spsb4	3067.5766	3190.4085	4843.04975
Srgap2	6467.4252	7620.29235	7507.41015
Srpk2	2021.54135	1786.6213	1953.87725
Ssh3	10449.85975	11096.78485	13971.71975
St3gal3	2397.4924	2428.8101	3041.5822
St3gal5	6242.7232	4570.52175	7273.27395
St5	23496.34635	17355.6171	24856.85535
Stag1	1976.5779	1899.2892	2584.63655
Stam2	2149.5451	1606.1864	1941.3711
Stard7	5953.583	4672.20235	5944.66405
Stk16	5599.3621	5654.237	7861.07835
Stk17b	12074.57515	11452.11675	10088.22805
Stk36	4550.36825	5059.48375	5117.8842
Stk4	1927.1691	2177.58065	2343.783
Ston1	7793.96845	5954.9709	9776.5152
Stradb	2649.45345	2856.29625	3509.8002
Strn	2074.48175	1827.85235	2466.79105
Stx16	2151.8658	2213.40545	2779.332
Stx17	710.97825	767.34965	883.45355
Stx2	1832.63655	2206.2854	2637.27695
Stxbp3	3258.9169	2561.864	3903.01095
Sugp2	3464.25785	3630.9984	4680.58785
Sumf1	5436.1785	4979.9375	7069.8898
Supt7l	6518.8227	10133.93555	9250.73525
Swsap1	2757.99775	3183.9421	3861.66625
Syf2	2007.7741	1976.80255	2490.82785
Synj2	11049.4888	9735.3375	16496.5195
Synpo	37832.58305	33923.11885	50929.45025
Syt11	3988.61235	3701.35205	4199.46275
Syt17	7449.00375	7654.62065	10324.2449
Tab1	5545.2199	7062.3591	7356.6311
Taco1	1636.7824	1965.58295	1847.62175
Tada2a	1622.7593	1774.6299	2061.50525
Tada3	5916.04315	4760.69905	7256.3464
Taf6	2927.72195	2991.84165	3543.62705
Taf6l	7079.1148	7290.90595	8538.27895
Taf8	5743.789	4973.8382	7809.1068
Taf9b	930.9972	881.56285	1083.6872
Taok3	5663.573	5643.8559	8785.5118
Tarbp2	3034.65365	3231.75345	4238.52165
Tars2	3036.20795	2578.54515	3534.4837
Taz	4776.26005	4931.8183	5565.64975
Tbc1d14	3887.31165	3217.72735	5475.39955
Tbc1d17	6211.82155	6474.4274	9295.59905
Tbc1d25	1121.77855	1090.46835	1371.7503
Tbc1d5	1264.09945	1234.83125	1787.43445
Tbc1d9b	1734.61415	1407.1723	2516.0794
Tbccd1	549.08755	576.9341	612.02905
Tbcd	1079.9471	1019.9025	1609.934
Tbcel	1464.4027	1259.409	1906.1744
Tcaim	741.2603	749.6789	1033.0315
Tchp	2327.00665	2674.17205	3233.05575
Tcta	6811.81315	6900.05435	8809.9168
Tctn2	1343.68365	1380.7941	1884.62165
Tdp2	2531.34795	2249.08375	2621.0999
Tead2	1601.21685	1059.57895	2457.02305
Tecpr1	3673.927	3510.13425	5358.46305
Tef	6816.2982	6054.96205	10772.90315
Tep1	1639.00885	1264.14905	2063.6158
Tex264	1612.5427	1687.9381	2275.7581
Tfap4	11427.6224	10483.36845	16225.5771
Tfcp2	2595.8617	3104.3539	4256.7054
Thada	7462.9397	7738.8398	7839.4654
Thap3	3777.60415	3311.64	5349.18205
Thrap3	9597.044	8486.33015	12785.25365
Thtpa	1903.9337	1543.46075	2793.31195
Thumpd2	2474.26105	2868.9629	3072.42135
Thumpd3	8519.68735	8715.8211	8399.6121
Thyn1	4882.52945	4606.4712	5486.8697
Tia1	4468.9664	4471.40305	5102.1654
Timmdc1	1899.6849	1689.61015	1945.4682
Tlr3	4244.2168	3532.05165	3413.3534
Tm4sf1	10333.32335	8627.2535	10982.3123
Tmco6	7647.18135	8017.03635	11372.8665
Tmed4	1004.73565	994.04255	1505.79175
Tmem106b	1610.26655	1339.45305	1554.17865
Tmem106c	1732.70465	1607.70635	2572.7358
Tmem107	15983.4184	16041.0315	21285.18625
Tmem126a	3010.3662	3125.0336	2560.1415
Tmem129	4492.72145	4484.42125	6011.2469
Tmem140	786.57925	720.83895	1230.51915
Tmem161a	2622.78295	2888.38915	4453.1589
Tmem175	2873.02885	2984.19995	2882.3184
Tmem177	464.9	500.1	667.1
Tmem184c	1679.9091	1467.1835	1962.34555
Tmem186	4020.8773	3755.1097	6233.16215
Tmem230	8922.1688	10880.5272	13064.2508
Tmem261	1208.965	1521.37485	1650.69265
Tmem38a	3925.6023	4228.9146	4946.39165
Tmem53	3777.86055	3965.2439	5242.5871
Tmem55a	2494.37485	2145.829	2827.6992
Tmem55b	2632.48765	2211.1754	3447.4278
Tmem60	5266.4371	5208.98305	5972.24625
Tmem67	3392.06865	2691.2984	3593.5807
Tmem70	3643.8989	2962.30655	3586.7489
Tmem87b	1361.66155	1124.0674	1576.53465
Tmem9	3288.31475	2391.0424	3418.69955
Tmub2	8316.9695	8223.7709	12908.7041
Tnfaip8	14236.82475	13163.65145	15920.2302
Tnrc18	15187.3093	14093.6643	25402.5968
Tnrc6b	5207.9497	5031.43265	7521.23225
Toe1	1672.8344	1881.66025	2471.11165
Tomm40l	7325.8042	6976.39045	11293.5166
Top2b	2973.6524	2492.9621	3796.58
Top3b	3067.1607	3266.1905	4420.11655
Tp53i3	3013.93435	3071.12775	3579.77055
Tpgs2	1469.6776	1453.60485	1812.9216
Tpra1	5265.3312	4669.23635	6902.39805
Traf3ip2	1831.5627	1692.8028	2828.5121
Trap1	1257.0538	1056.6608	1902.4063
Trappc11	881.70725	843.54785	1116.07345
Trappc2	1969.08	1526.0118	1584.6142
Trim23	1672.6606	2085.001	1557.7148
Trim3	3879.93385	4249.58215	4576.2484
Trim35	6637.76615	5729.9932	7801.0201
Trim59	3937.7429	3747.6322	3893.90785
Trip4	3174.406	4097.0602	3759.2005
Triqk	570.8253	449.46135	612.8269
Trmt1l	2657.5225	3237.60915	2989.49815
Trmt5	9715.71105	9709.83425	11452.6935
Trpm7	2368.1549	2468.71575	2549.82455
Trps1	3714.1641	4114.8	4260.24095
Trub2	3919.56175	3849.599	5571.54825
Tsen2	2839.27585	2191.47845	4083.26855
Tspyl2	2200.74395	1784.13725	2914.7295
Ttc14	842.231	707.48175	1057.824
Ttc27	1524.6678	2034.155	2212.4991
Ttc30b	2045.8778	2009.10485	2509.6248
Ttc38	1921.41985	1478.9398	2653.14545
Ttc4	6985.14285	9253.63665	10291.1043
Ttc5	517.12505	497.43195	730.7276
Ttf2	1793.6769	1536.45955	2243.35185
Tubgcp6	5163.06045	4887.20415	7601.23355
Tut1	21907.69545	24951.7083	28272.52065
Txnip	9735.3464	8722.0717	13593.05425
Tyms	1689.179	1396.90055	2512.2093
Tysnd1	2963.51695	2794.0419	4203.1104
Uap1l1	5340.4706	5477.81115	8783.7614
Ubac1	10115.17485	8683.52665	13043.8298
Ubb	9327.41905	10224.28435	13069.28355
Ubc	12287.25305	11042.6881	17974.64765
Ube2h	4225.40495	4071.4758	5659.52445
Ublcp1	3235.6721	3353.71905	4047.89945
Ubr2	4086.1955	3684.94655	5642.2577
Uimc1	2005.9215	2173.6394	2727.61065
Ulk1	3934.6172	3123.02105	4639.0466
Ulk2	2235.78165	1904.1081	2431.59675
Uri1	1601.56235	1731.5686	2218.12545
Usp20	5977.8237	5776.7091	9387.09
Usp45	2117.2058	2970.1864	2718.3861
Usp48	1724.03155	1804.1466	2494.7978
Vangl2	269.13955	304.7375	359.75935
Vars2	3520.0659	3073.77575	5573.9612
Vav2	4213.4519	3626.7453	6652.32095
Vipas39	2003.83875	2377.7926	3003.76965
Vmac	3808.0344	3842.10665	5484.03645
Vopp1	1205.1382	1263.6994	1404.7916
Vps16	1210.9431	1250.51785	1725.66775
Vps33a	1990.9544	2253.0481	3093.40815
Vps33b	4295.0922	4600.02735	5903.87
Vps39	1549.52505	1919.5263	1616.81735
Vps41	588.11715	508.8857	643.59505
Wdfy2	6661.4099	7491.32725	8276.1162
Wdr19	742.26845	693.38155	1184.06845
Wdr24	4675.98085	4900.3764	7443.40195
Wdr45	3685.887	4250.90785	5133.52535
Wdr6	2594.6849	2374.5472	4312.98495
Wdr60	5753.6271	5773.4605	5790.27435
Wdr81	10177.1704	11742.9836	13785.54835
Wdr91	789.6017	896.58065	1188.91165
Wdr92	1212.79775	1323.07715	1384.07925
Wdtc1	1269.20575	1343.5616	1862.0874
Wipf1	5376.4591	4860.70445	6582.009
Wnk1	4890.8972	4946.7379	5011.5661
Wrb	1779.96915	1668.35205	2758.0709
Wtap	3543.7321	3567.45425	4235.00565
Wwp1	2656.62235	2073.7609	2234.38075
Xiap	1313.254	1045.5583	1293.9485
Xkr8	686.88115	627.26065	836.68685
Xpc	6979.0422	6820.2925	9231.0545
Xpo5	5278.22275	6124.1207	7381.77975
Xrcc1	4084.03305	4473.41095	6113.3406
Xrn1	1247.92045	1067.40505	1493.03325
Xylb	3384.80415	3560.1183	4228.87365
Ypel2	6838.6608	7364.1115	10260.1951
Ypel3	7737.83655	8317.23315	10426.8496
Ypel5	5330.0824	5839.91245	6149.25675
Zadh2	3951.6715	3674.72855	5919.1634
Zbed3	1147.50265	1236.72905	1691.8621
Zbtb12	2290.39125	2191.31625	3023.39245
Zbtb40	2005.2204	2380.6144	3045.8485
Zbtb9	3889.4079	3946.2907	5420.6171
Zc2hc1a	4797.3985	3930.9726	4114.7695
Zc3h3	7524.05015	7053.4942	11015.63215
Zc4h2	392.3066	283.661	434.0764
Zcchc11	3732.12315	3127.49345	4130.05795
Zcchc24	12408.45625	8935.58125	21124.11135
Zer1	4752.43175	4328.64215	7113.19195
Zfp105	1108.86305	1213.414	1173.71115
Zfp161	2339.1969	2539.7018	2984.5301
Zfp251	3374.00365	3229.4685	5061.4854
Zfp266	2219.1718	2070.0036	2946.5809
Zfp292	2496.5996	2259.4794	3569.4442
Zfp3	2388.2012	2183.3647	2894.3096
Zfp317	787.67115	896.9677	663.4107
Zfp322a	1033.94375	673.3967	1265.58405
Zfp329	407.0412	333.7003	640.4006
Zfp346	2027.0215	1880.9394	2634.71065
Zfp358	3265.73155	2474.78695	4498.73635
Zfp386	1375.257	1051.5693	1902.40095
Zfp394	1966.0006	2180.4251	2596.75045
Zfp397	3031.4629	2920.47275	3672.8362
Zfp467	2171.72525	1681.75525	3606.86635
Zfp51	2359.6399	1884.23785	2438.2446
Zfp579	3512.09455	2862.7963	4440.61395
Zfp608	8364.49335	8693.4241	11342.41695
Zfp68	1084.29635	815.3151	1221.04655
Zfp692	5096.502	5735.64845	6565.73645
Zfp799	2455.9805	2376.08545	3486.72495
Zfp846	1918.4393	1861.2308	2519.96505
Zfp865	9145.4071	9143.22755	12215.33245
Zfp90	4080.2688	3693.70285	4854.16205
Zfp956	2292.51175	2639.17895	2986.4256
Zfyve1	1893.33955	1469.72385	1733.8614
Zfyve16	2301.19205	2277.93165	2986.7874
Zfyve26	2513.9567	2173.0273	2937.34075
Zhx1	3995.88095	3491.06265	5212.8083
Zkscan1	2170.285	2266.74195	2969.6421
Zmym1	1115.6255	1081.6721	1500.79285
Zmym6	641.00985	527.1228	876.89055
Zmynd8	8669.45805	8750.7793	13253.1163
Znrf2	2012.1543	1980.88565	2258.0294
