RNA_RASMC_0H	RASMC_RNA_PDGF_2H	RASMC_RNA_PDGF_JQ1_2H	RASMC_RNA_PDGF_24H	RASMC_RNA_PDGF_JQ1_24H
Eif1b	51.8582411696318	99.778872993415	140.937810037577	54.7025408722875	69.3242804339917
Eif2a	38.216285039278	34.1273545340765	15.3073976624965	37.0486210500682	23.1201230497698
Eif2ak1	41.2416521109943	24.3232190895225	34.2216963748203	48.1823786716963	41.4028259983395
Eif2ak2	12.8761073972194	47.5201498609441	26.009065982293	19.6462880815484	10.4788404946358
Eif2ak3	9.92245036745921	8.44449363369092	8.13274091434561	14.6348980221623	8.38212023849948
Eif2ak4	11.1889696576132	7.39515661699791	9.75345947697821	16.0902976227501	7.51833528186256
Eif2b1	34.1368433377964	47.7826587887967	35.055347960128	45.4092439279849	36.4350251576618
Eif2b2	44.892887865353	45.5526131889832	31.1520912098375	91.5826578989381	69.0173184201053
Eif2b3	16.5634276654931	28.0943731358899	26.7411991015573	30.7280103161368	60.9155579280792
Eif2b4	14.4053513032902	9.89244987200752	8.11116684560698	27.7275900747652	24.9425824634046
Eif2b5	23.1030403496811	23.615491914798	16.3931390226115	34.1541544172379	26.7664836092986
Eif2d	25.0804637371092	21.7611036350538	12.6117290661568	39.1807475084431	30.1346239169745
Eif2s1	102.655373642318	130.784605377373	103.192018354822	142.225691342224	161.29401306938
Eif2s2	144.125591350175	231.898163988523	145.367445756368	186.435999192842	197.802581038688
Eif2s3x	51.0603573591995	53.6030347825334	46.9471549444684	58.3011513521893	50.5284322334353
Eif2s3y	71.3482569550987	67.3015329431348	42.4162212794615	93.2306744948591	61.7611815068057
Eif3a	107.143436765757	144.619837327912	100.451929130091	128.047091765866	135.675888853509
Eif3b	76.8199780186862	122.335677838323	111.128729495202	117.485507063546	135.300454101732
Eif3c	121.606978732511	187.792141551924	116.055656403901	206.913278954494	196.490851174128
Eif3d	104.626832258311	127.532910239102	80.5814478047575	138.475364411413	136.513583848878
Eif3e	171.419682566369	179.165816839028	105.751608237499	155.021220264776	153.839451752367
Eif3f	324.499651815432	361.006395729582	292.024765953008	396.628553054128	285.35490019288
Eif3g	147.425209415331	249.524928710654	182.871123633874	215.617522055807	230.703105799727
Eif3h	14.8225785216547	19.3608974355154	15.4961518591266	19.063942739407	17.9716909339319
Eif3i	179.954352868241	240.323059944148	199.919536531211	278.360641517759	246.088648965951
Eif3j	60.6822106639482	107.977777922923	93.6179544114065	73.8328152649312	89.9402817455191
Eif3k	223.654501951842	210.49641651176	192.673413778358	308.453015430007	252.822193124082
Eif3l	129.83777307501	137.020960767011	120.823998769377	175.056298115198	153.471216289945
Eif3m	230.023605906967	269.172130129716	181.575202655815	247.921781967648	211.388807030475
Eif4a1	403.846108021614	708.950403839531	580.33859915331	504.821490219138	1244.11213959129
Eif4a2	239.176894997802	274.418412871293	228.058770069518	209.838900659742	337.910044272752
Eif4a3	114.296671351184	117.562877365345	88.5996084129426	115.073329965077	100.497167464095
Eif4b	179.5634730267	143.961395341401	90.2082887552914	186.337371127875	138.113482381072
Eif4e	25.0318555659807	84.8596279166623	73.1392351559581	51.8996905433424	54.5051786380212
Eif4e2	40.7802300241284	70.8302489667039	41.6416528140066	53.0328244187678	32.8190201737769
Eif4e3	2.84289017240157	4.87752165002527	3.36654129109184	4.88013788214795	2.63857661182705
Eif4ebp1	147.412323147042	216.749813537533	83.1424013174229	212.749650638588	115.764458092206
Eif4ebp2	25.1793033685584	24.498044724707	55.4246962825272	32.3226956765915	34.4569661741523
Eif4ebp3	11.9393581887449	11.2878755636868	10.723921520806	13.1886568143557	13.5764359850549
Eif4enif1	14.578104109803	29.7364659209297	22.4768953732048	18.4039369520694	13.4895316235772
Eif4g2	230.93842198643	290.574959139033	370.900260592218	281.308337317377	275.150975065896
Eif4g3	31.8054014690786	28.2110841396438	25.5122956979744	46.5357129092024	44.6328070241496
Eif4h	131.041331427332	161.805408153554	151.157242167055	157.124985625656	177.889533243602
Eif5	58.844371183923	68.3723180647085	62.2888289924156	57.2923830078715	72.9429534444745
Eif5a	609.162172907352	990.115963394657	719.199412938285	953.550775346245	1720.83376554767
Eif5a2	7.4980866851838	6.97427019786328	7.13517492871303	5.87320813898313	4.54394407200807
Eif5b	46.2120166407847	64.6233150993925	58.4371441941541	70.9917013223275	55.1999076146915
Eif6	56.6822263221869	131.027343654019	77.4554000770215	91.5875242192439	81.3353892512249
Elac1	2.8269179878331	0.499665944823311	0.837129764849618	2.67290353478733	3.01534660284094
Elac2	19.4618585756467	23.3919427393223	25.9479634315089	19.7474279424253	20.8839049775007
Elavl1	21.7585660611113	31.5186770762222	25.4698124506187	25.1798898500034	25.5446088949715
Elavl3	0.102127401743094	0.104680436518262	0.5084274488913	0.102658992739753	0.107670532216365
Elf1	16.3016151257693	33.642430870126	28.0417545845368	26.648630048925	14.8536700843213
Elf2	16.9980643723114	20.6188119685425	11.058427800428	18.1493081227194	10.2868479251249
Elf4	9.99159967531111	21.8156308222004	12.1528553339098	10.2884630945863	6.66347431543469
Elk1	13.8986174762392	17.0814339383333	19.1696405856722	23.4828202212028	18.2948541255116
Elk3	13.5208223824535	20.6580831106501	7.85786866351119	44.2818902292309	11.5020816085898
Elk4	8.12652866939453	14.9088899395037	8.94239243359925	12.5068944117743	9.31180733439604
Ell	10.900397875163	13.0948062400611	12.9291648544281	15.7166397573521	12.9257596196333
Ell3	1.54002553873292	1.53965312138913	2.12183859387355	2.31910216589358	0.86549709178738
Elmo1	0.259734242943094	0.1619785972643	0.166934573772505	0.552407608094908	0.925619739143127
Elmo2	12.9786282204575	8.47041123983401	8.91894381820964	13.1210517458073	9.3519162185058
Elmo3	2.1796021594431	6.95139698214029	6.23061336593725	3.02488732944352	3.5586960920068
Elmod1	0.0983729679417885	1.31367442779325	0.250910033539366	0.129952295956017	0.185052220743794
Elmod2	0.399275085510773	0.771480910500513	0.837159008121101	0.475614113054296	1.79562133733265
Elmod3	3.77377365564489	3.39749070748414	1.57993004719992	6.17832354440421	3.09837191304846
Elmsan1	3.84311698599267	5.42810172661733	11.1772316200803	5.69845544337072	6.69643699079441
Eln	8859.96225044296	9954.35144995391	6321.72078032331	2398.98404177742	70.0649080680022
Elof1	33.2373464870774	33.0162070360861	32.253726701054	49.9981370713577	52.1676305081783
Elovl1	61.8435576670337	82.4357058011236	51.1795307137697	99.9192399551169	65.1871663844426
Elovl4	2.33549615612916	2.7083952578553	3.17184549182699	3.41183297616015	4.69182461302569
Elovl5	96.5449571659795	101.512838919997	88.0717362136276	118.687099704067	74.3399213084683
Elovl6	0.382743235590303	0.516073428669054	0.222612351797752	0.999102887653636	0.309642190773786
Elp2	24.9540861959833	16.8861893352417	11.6570063893229	39.0723770103884	30.6478151908553
Elp5	30.2160740738706	55.5465872743017	35.3395483455749	40.8034916249632	36.6510205794489
Elp6	16.2655462558713	8.18439759921272	2.66665846576899	18.0639429686932	9.92869022106775
Emb	21.8290116561142	22.5536075492344	31.748166267632	52.6292135670728	65.1109434102934
Emc1	17.89543133243	16.8885990854853	14.3467234247578	24.8747577800826	23.7768516795357
Emc10	101.221615916125	107.946231437751	94.4510375098952	185.428724521734	148.397118736837
Emc2	27.213468253299	23.3764062458691	20.8968462167247	38.9047009678924	25.4324259235844
Emc3	65.8689546672561	75.3520636903097	46.5523782246684	96.2943637275616	64.229249713233
Emc4	41.5447809999128	49.4329852471376	48.9195328426293	68.946890288453	66.0981350424706
Emc6	28.5052297881479	44.0868795119067	42.8611914709868	37.2310022703976	47.7500982186715
Emc7	81.0795786109128	82.4850125444483	61.2248501305028	116.382940113356	83.0793434381604
Emc8	30.1665609071621	40.5942345658756	45.3295808937416	44.040053260794	43.7102500277131
Emc9	2.92179833617565	3.28783543752105	3.11768894790495	5.51024296943066	3.53188738089572
Emd	117.248597029011	130.004831329008	73.705302278049	57.4278904272961	35.6628271166217
Eme1	1.4401598935217	3.14682203344338	0.613969828823076	0.567402809053527	0.199021785059992
Emg1	20.4426483038218	30.6574972275739	16.8622797422971	35.143064731792	31.204800069884
Emilin1	68.6266641612684	53.108135955599	18.551233681845	145.669919810505	8.85397134194027
Eml1	31.4407177272463	31.1666120445682	15.7221687173771	39.4817575692243	20.8380947283516
Eml2	32.5733354245107	26.6308699630761	22.8995036530003	39.0695192738347	21.6647872599731
Eml4	8.99593621414238	8.3507639326621	16.8536422644418	8.78507292872436	7.17154988626032
Emp1	101.670588547592	479.227066428123	1203.66977655871	127.085708060603	73.0788191187893
Emp2	8.08438369175906	6.03818371431535	3.89281255193239	7.62608240345645	2.97682412546938
Emp3	334.954973686952	780.166725280669	386.262752103107	840.569625876882	533.659725095312
Enah	58.8433795932029	164.012009865108	90.9747317787089	100.370561673315	39.0471481276322
Enc1	8.16333866298844	34.9723411290343	35.6745248052995	15.9944195972769	9.82115843829924
Endog	12.8369299480595	9.27529561694344	11.6408682216895	13.940896966492	32.2938523872139
Endou	4.32165569092322	5.47273942319478	1.10187004766511	0.293460493378517	0.115822011386352
Eng	44.7881186626746	50.3054876394009	17.731381693185	128.121069679773	21.0434741977703
Engase	1.67243350957282	0.472058488917016	0.747235799245784	3.02391530883268	1.16408800104448
Enkd1	2.14412549126453	0.847688519039462	0.867357411516541	3.45781582612435	1.06353373385367
Enkur	1.181695270263	0.192919394429113	0.439345464441946	1.1296428681322	0.176799732749716
Eno1	279.842845487472	435.872930786288	344.966284603004	1115.75750006037	559.616587897472
Eno2	0.309710750500766	0.653434127469881	0.339352345699327	1.31760090902097	0.790099640578243
Eno3	37.2174814445713	41.2580397213971	19.0597481206311	61.1743264608377	34.3320143551478
Eno4	0.363871862623606	0.214366728733737	0.44081232730227	0.606269168070643	0.963559798176609
Enoph1	31.2915748520214	44.9628639878276	26.7900390577267	35.1474677204289	32.1335447213123
Enpep	5.13309621098426	4.41211558884016	3.20656506727297	28.4275815554907	2.01375376673027
Enpp1	11.7909044687842	40.235654070492	18.4835027161556	57.539046571852	29.6472895913722
Enpp2	0.276716849567851	0.913628180786606	0.797943126518924	0.181960431038414	0.132575921829676
Enpp3	0.87580475612336	15.6239715570645	2.29466945247703	2.88281240756014	0.59866736891487
Ensa	25.0883049363831	18.9008081189622	23.9331510361599	41.0724107483837	35.0656480117805
Enthd2	8.59888860714953	10.4463934038591	8.46519506918525	13.3083960708457	9.51339190010353
Entpd1	0.0989545980476657	1.10410766320336	0.146296551418634	0.101148481609903	0.0905638426085182
Entpd2	2.64955030665718	2.95406433751324	1.34113993694498	7.60811813109924	0.945074924232681
Entpd4	12.9608420055429	10.8065573268064	10.7590932154109	15.291215485402	27.5049722336266
Entpd5	5.69452858082993	5.25306688556316	11.2035634619134	9.71659366621954	27.4588949709549
Entpd6	3.61230904231104	4.09896592832659	2.79373199395124	6.37384429029678	4.08896383601485
Entpd7	0.685846220659899	3.79084209444661	1.22238045424448	1.36797589358008	0.581433308644266
Eny2	35.4712404193352	37.5391350535087	36.3559568054754	36.6251678288894	35.6937120256712
Eogt	19.9993670589986	17.6535221398467	4.7178254198782	21.3875865779258	9.74779409411896
Ep400	7.62703391026795	7.04955296304018	12.9469886944142	10.7555525156534	10.5377063402689
Epas1	2.91315833699517	5.98472371899598	17.63639978665	17.7612691928259	7.97272370525304
Epb4.1l5	20.8680004599656	8.59611312060895	8.66771165330681	6.72159112308167	3.25886514648669
Epb41l1	2.6042624745324	3.46279488786287	2.4054790481232	5.41789809220662	1.4672903229634
Epb41l4a	0.237267583919678	0.205728619672466	0.122353415696718	0.650924317663045	0.176730382885499
Epc1	9.91950684957947	9.37461868686272	8.3995167225874	9.94153497241623	7.52978750186458
Epc2	7.94372446070339	9.76958623049166	3.82598713185869	8.8119035554674	4.92155386389776
Epcam	0.0994432271619861	1.9955766950592	0.374116554677201	0.122667501063942	0.0891876333549801
Epdr1	25.7478615129269	19.6224493318511	10.3390102574365	59.3336563647058	37.8304557956955
Epha1	0.739886875369179	1.1327432705816	1.00698926625349	0.675155123973977	0.554212838168168
Epha2	15.5325834386107	127.003446375657	122.479113225275	34.4801476637596	50.3175286545747
Epha4	1.35928537767136	0.711288327311948	0.485317442081344	1.67620823129762	1.14392823019268
Epha7	0.344806886772162	0.31024405955117	1.06962085605923	3.13183851156395	2.47767011283284
Ephb2	0.160565598025728	0.194505916615615	0.631735807066685	0.271271058219822	0.260112057282962
Ephb3	7.03677508095858	8.01671621186573	11.7934642728794	8.10630906767184	4.44611137949825
Ephb6	2.64963320934074	1.86333373920361	1.63737722270824	3.19924374620574	1.13031904285862
Ephx1	59.8920145700807	56.7831457202125	36.0139987798201	135.490627018725	16.248452206024
Ephx2	5.42631682183713	4.05797058231309	1.84205002720473	3.42037444359926	1.19250712521341
Ephx3	0.104850207635879	0.574109876072416	0.762041600035322	0.197565190225517	0.133903494088863
Epm2a	3.08399021905174	1.09092117676399	2.20203402506977	2.0269448774711	1.7647180015705
Epm2aip1	14.1563936329727	7.09316441753779	9.394196836343	15.2513853749317	10.5164069394533
Epn1	58.1291394310568	54.7459689155897	41.9197373608832	86.1263565261295	49.8851680171922
Epn2	30.2014026157727	25.263059945519	20.0383603992895	31.6675558054356	23.7868257473676
Epor	0.383855598675299	1.27714571727844	0.834730330585118	1.70051605149691	0.372779082962396
Eppin	1.09716591740677	0.41603302639442	0.498619067245142	2.53908927773496	0.617484182280026
Eprs	92.8714155443687	166.341744206257	109.421008952661	125.97613509821	157.734301809714
Eps15	23.688105816841	17.5130307969395	26.6896325241892	28.8602320458961	21.5852834003694
Eps15l1	25.7229830733616	19.0835299477149	19.7404130919768	28.7167905399899	23.1477047611484
Epyc	17.9958045866432	17.3635022262217	11.5247066715521	12.5052285985178	0.34090772817378
Eqtn	0.860244032956072	0.56074954039019	0.754890817701582	0.812641540195905	1.37242842756142
Eral1	11.7935290399291	6.76372959104495	3.20746424853138	11.928128262503	8.65046061270537
Erap1	17.9804713826697	20.1709039400652	14.2107730449478	24.9130706632686	12.0466909347779
Erbb2	2.88459834163492	3.57536562755934	2.1484816978989	3.49484768043588	3.10502729368894
Erbb4	0.703729029977695	1.5644370163647	0.429403928375722	2.62436198968144	0.280475010416936
Erc1	6.50732259672721	7.0797261333218	9.31277825324621	10.1982303868436	7.80239800772463
Ercc1	21.6583742182067	56.9779221256462	22.5677075898831	121.836839605335	21.8072221693074
Ercc2	7.11895691590369	4.28225479058626	7.39217358582621	6.75358086052801	6.54712297647887
Ercc3	16.3922975957253	10.5525813689928	10.3331569987829	28.7025705556702	23.8120360145708
Ercc6	4.03401423715682	1.96513594213066	2.95639141095314	3.8509047442364	4.21586941851443
Ercc6l	2.51595454633917	1.7060278936765	1.02905508661318	1.00078937426277	0.238002476025988
Ercc8	8.16839190022413	6.74969763795604	4.82149114898026	7.36102716439491	6.69083535549299
Ereg	0.694853727810499	10.6318502829513	4.00200196288537	1.04170897789479	0.496778855587459
Erf	24.5933838144821	52.901122901694	33.9878000805235	35.1934740491396	44.1921989118351
Erg	4.67501046309959	6.95298743284159	0.957303081197244	3.36508847639113	0.109132340106605
Ergic2	33.6892944720183	34.7016969123865	24.8570119404954	52.5967511214982	36.8425102856397
Ergic3	86.1020117511143	95.3484392700791	74.4374004607998	189.052494213596	76.0205692880056
Erh	118.342446601103	166.892873221839	127.566720265611	167.596344927462	142.452853714457
Eri1	12.2555144299905	6.52875307859186	8.58231094253268	13.6008371733976	16.946445955833
Eri2	5.44226620542632	3.41678810800025	2.97433355755281	3.11026668529015	2.3921851407456
Erich1	6.87727497960782	5.43779353105916	5.85901685435635	12.2404333894312	12.5291404936995
Erich4	0.216387107536322	0.401333618889031	0.197632915698819	0.592685800554165	0.115921084943278
Erich6	0.133616400390025	0.199488993415151	0.45924432253295	0.240844005911243	0.11878345325748
Erlec1	46.8511177004863	35.4561137977176	40.4373449116896	69.1345066870286	41.643635410704
Erlin1	15.2419705043969	12.6366615528603	9.68393321306377	17.4830707671426	11.7053938649508
Erlin2	16.4597717484388	12.2885474976374	6.10319229401925	20.5048741322304	12.2715011092697
Ermp1	19.49543273573	12.9278937469419	15.2040613073339	17.4343148219829	12.445091164918
Ern1	4.08510004664776	7.9918957747741	16.3285652965623	5.78846797785482	14.5486262523031
Ero1a	18.8838374008209	28.3393333477624	39.5797895131553	36.0820475754919	38.0303204460055
Ero1b	4.34166339809792	3.3234445121908	2.42060280498573	6.35386284338536	2.48297639838395
Erp29	80.6376458472031	100.393376826192	90.1941473722145	196.562835720927	110.44609282246
Erp44	87.0041613502641	105.947722109346	90.3486775491286	145.375266318645	85.4831926935989
Errfi1	2.71914558736963	146.227383671889	101.50889018556	14.3229303178026	13.8688411714574
Esam	1.04173226993789	0.664158516651313	0.170927131379664	3.01749588102821	0.247394174552322
Esco1	6.88677732647878	5.65106806222481	5.20453700782833	11.0111858498708	5.01458251116485
Esd	59.7161490411831	49.8654147984745	29.8850541091953	77.564161923381	39.3339728383923
Esf1	16.3336844351161	18.8799805055502	13.8145404239486	15.7532453277858	16.1442454874556
Esm1	9.64397290015553	84.758334792266	9.31399167706822	140.010918957851	14.2215043805186
Espl1	4.46090134260553	2.34371200447387	1.23957337287055	1.26637804733322	0.180638281195769
Espnl	0.189009653626301	0.901608937430974	0.504453034341262	0.110044664953444	0.138470582939216
Esr1	0.914043954634626	0.698299328236572	0.0931024528696148	0.976004631922173	0.118006190732542
Esrp2	3.21960279623869	2.05350271448074	1.61716805190904	4.68385694996944	1.07402013098572
Esrra	19.9041196789972	23.8486224414605	17.9712292722543	38.7282174625261	24.4064351414284
Esyt1	82.8738623629803	107.84151587874	156.282925928814	78.6681508760227	120.405008910185
Etaa1	2.08638312897981	1.10152825982295	0.125467197003808	3.0839922037303	1.64397327765743
Etf1	83.0741861731975	186.016460261003	142.493154370504	115.513807035659	127.567920440312
Etfa	68.8567735663601	77.855882757934	60.664398455627	111.821391697951	76.1698404459184
Etfb	42.972588893335	44.3464431043697	38.6077228335562	68.5522649727772	51.1018807897031
Etfdh	19.6233541281649	11.5774951489245	9.37315155142859	27.8100097461643	10.9445559452105
Ethe1	28.551516634006	76.3397063372947	45.6591571504561	46.4275659816628	31.0939891102303
Etnk1	10.8195014909512	12.5084731850576	17.2720965474446	17.6065840460546	19.0006758019949
Ets1	20.2193560332565	119.605508348706	120.31561624168	31.1354951977114	25.001614774076
Ets2	3.06144823811074	59.1964491192976	52.0836120629126	7.10179868445283	7.06244829009102
Etv1	1.01148760047158	0.403140549206109	0.229717711934448	2.84669446237122	0.419874838468214
Etv3	11.6674714035089	14.1707562443838	12.542735683783	10.9081417270707	9.61719424361664
Etv4	11.2588388294339	12.097877726921	6.25088473393021	35.6714961736174	9.30722348239452
Etv5	5.93559111999039	7.54744464037921	27.2594186333041	13.9827616929263	16.2947899244362
Etv6	9.14486768475097	11.9314385767854	4.11944269965938	9.58785711861764	4.3716266717158
Eva1a	1.26304696097695	5.59765131953709	0.639472102791157	1.36444067950914	0.17970158929597
Eva1b	47.7691482212528	28.7965213558072	24.5378613429433	126.792704922803	51.3699853058389
Evc	10.4931821124033	4.55389694233986	4.86079467999736	13.7690320543007	9.28131538398166
Evc2	13.4139935487433	10.5664846055409	4.34901116700271	18.8659177292539	7.35894124660634
Evi2a	0.098708108944134	0.159778519886554	0.0921723889820176	2.05383904108303	0.14393261906118
Evi5	8.52574605074567	7.30829494414326	9.44681254640873	11.0267027447319	8.68950733183513
Evl	24.9249769304434	25.4684253529203	31.7772899756846	22.7921790363301	15.5921604487314
Evpl	0.0982147941412838	0.523079486670889	0.136056264173629	0.209120251190279	0.111864045521672
Ewsr1	3.2708451241086	5.29119860693657	4.77089155149279	6.93310479803104	4.09699671029776
Exd2	8.14894825721406	8.56589453229201	4.34265743507764	12.1899628203465	6.00230634615944
Exnef	1.50211619889712	1.90739935756766	1.97376745928993	1.95380376817962	0.438800046136356
Exo1	1.11899254886486	1.75076276349258	0.561933879482194	0.44958710788657	0.149482250522274
Exo5	4.12914673456695	4.04150382746151	2.22195482676083	6.97896670237375	1.4777789923758
Exoc1	11.238510030066	6.79905150965699	6.15182564775638	20.9112696045141	13.1976267176913
Exoc2	11.6977255418231	7.99524705887246	4.75890980161458	20.7086507496806	15.6882107744078
Exoc3	22.7507972458908	23.079564843582	22.3767552010224	25.5418450235421	22.0361401701652
Exoc3l1	0.508872649998346	1.15230389738617	0.253933889743949	1.09469174994842	0.292272563739071
Exoc3l4	0.528989042152082	1.15649626362195	0.175111584096149	0.359470178708052	0.225867509165561
Exoc4	10.1531741390257	9.80380594554805	6.51447235372489	18.7949753580637	7.12904132964762
Exoc5	20.3257782456501	25.4780735942758	28.3659554337688	25.6511756418743	27.998076655636
Exoc6	4.05806969789727	2.06453096653766	3.47185997070498	4.92917561624028	5.36417782552763
Exoc6b	10.6258154992301	10.0954638357619	10.8526359737063	14.5772136182237	12.7695247261341
Exoc8	11.1901596388803	14.7511256596059	16.6535301059771	14.0806213580588	11.3156041059242
Exog	1.81962500586458	1.28091622818896	2.8892905046988	2.47917579943533	3.59811612536243
Exosc2	16.523192148597	10.270226723215	8.37715435073975	11.7884759729379	14.2065992690214
Exosc3	11.8264165966772	27.5590909264799	12.2411957476732	18.1396908111987	15.5439115754553
Exosc4	15.2059067807055	13.3015748350918	8.02191877493545	24.0941919160397	20.1908435132198
Exosc5	14.1569819802277	12.7008792958292	9.53820204868499	27.0273640307833	54.8382856346781
Exosc7	15.942831933689	15.1524156041722	14.2592997964362	22.8797566561067	27.7234901061138
Exosc8	9.08193061205546	9.94442271348746	6.13066518463866	5.70815766997111	10.259497950548
Exosc9	25.5568574544044	23.1325424593434	17.5784338014308	32.508114930813	29.8179511982934
Ext1	85.7140180484552	135.106754750047	140.878850633723	109.900199844451	118.719494326082
Ext2	56.9185106158436	49.8764717772863	47.4175178602362	85.5134658519896	62.5260377313585
Extl1	0.310263265167597	0.13768173322785	0.510697100410403	0.814084084509378	0.443063424858214
Extl2	12.0968680764322	7.24286965616838	2.64770007679763	16.1853253024088	4.18464816504549
Extl3	10.9390317654513	16.8327529212606	7.90874728107456	34.0082599779435	14.6060081138197
Eya3	14.1675671940099	10.5174250133575	8.04016524011238	19.6952987713809	16.4038370235143
Ezh1	10.4434935997672	3.26771043724593	4.40174405289506	14.2481812877776	9.43766748941394
Ezh2	16.1839901205988	8.81610849948216	15.3597733160779	9.74464227926117	11.5887204862474
Ezr	18.4656029998186	62.614531896749	70.1222164203065	47.168008215156	47.7159903464855
F11r	13.7087194581138	6.36192093585241	8.32343549407348	6.93733469156157	3.97555413117531
F2r	68.9316746607122	90.3548367931031	98.9335765396127	52.3517212099204	39.4814848837927
F2rl1	0.2269935268107	1.17738809029486	0.64237196465317	0.419098052141813	0.199418971604371
F3	15.1751168827891	90.1057477529612	85.0105775029594	4.75814504163236	1.82753070721671
F8	4.32584094563741	4.06518080221702	3.48395580931818	6.54680004419937	2.93079137533161
F8a1	14.1507914137992	12.2154809438044	13.4486448344924	24.4192127600751	27.542225627912
Faap20	9.65393676802818	7.27899859323587	4.19624892972466	12.7484921051718	12.9930355677686
Faap24	3.31091109259401	1.02723015429758	0.179106200923033	3.79262635994781	1.34682613202904
Fabp3	226.217177507215	227.375723715802	168.913128767315	216.641838441113	105.457560754314
Fabp5	46.5240982900775	79.8370593925767	88.2072697398903	18.1086823247401	53.884957893148
Fadd	13.1177661343713	14.1520240871349	14.4240844968845	21.3014075036269	16.2497740923133
Fads1	14.1920356081157	9.12422563096362	5.34219881833807	48.7967445698067	10.6856768467025
Fads2	40.8515076821526	47.7850767837766	17.093917713937	82.9836766659766	15.6545407439385
Fads3	73.6158568554804	121.526963037604	117.010780375581	111.090373233679	136.110969314904
Faf1	28.9834000421002	34.7128220788394	31.6145325563219	42.4755187513764	35.701737483446
Faf2	24.9754014494803	32.0197313261126	20.5777229855656	40.248493548801	38.3156780132405
Fah	9.68514844138294	8.79497012066645	8.44820661518076	11.0910967679312	1.56004347140121
Fahd1	17.1212667384892	14.1085584959762	12.6265718251709	27.4521740487702	18.5745630031061
Fahd2a	18.4463103015541	16.0159117999682	8.81699358678688	19.0193806641571	12.08022789224
Fam101b	6.04516289429138	18.9375807375729	13.0026417741694	6.92355839682911	3.33598325508572
Fam102b	8.9377873239954	6.13497727637752	13.3415309077712	18.9498911196977	9.19385855652285
Fam103a1	20.1400857508273	17.6328993592047	20.4966573099755	20.6186500687815	26.9953513192218
Fam104a	30.205921919978	39.2076436838615	25.8300872759662	43.6905759019466	25.2067023162579
Fam105a	0.656590613545088	2.03260418545658	2.28921215972508	0.428910736028621	0.609890357029398
Fam107b	41.6843154124776	24.5366182227577	53.1377243924315	41.9222614499819	18.4243347210377
Fam109b	4.12018480685012	4.01633074014734	1.47705190656058	3.53021689791701	1.29420720265726
Fam110a	7.15807770403475	15.7106999844618	6.27408014983866	13.5938282589623	6.34528695426491
Fam110b	11.4999385478592	6.61119732959171	4.40691928634596	14.6741201841865	6.80581401303058
Fam110c	0.106270742128296	0.756972699059068	0.666366490343036	0.207454040750817	0.31530953335674
Fam111a	80.0621246206632	37.3276906544531	40.068480093827	54.1120167776503	15.5565130827103
Fam117a	4.68164813317781	3.44634428347344	9.91450433499063	12.0845370557827	29.7373246132232
Fam117b	6.68649153433487	6.85574474159978	7.49750334373053	7.81320193388212	7.43120919230869
Fam118a	7.8151743239959	1.50505435460924	1.41421028176911	8.98903365175401	2.67847855711603
Fam118b	14.8699372596968	8.6064678194098	15.8387984145325	17.6568526021987	26.2701524267843
Fam120a	80.2444104275593	77.2698745023413	60.3831713707077	89.9498555423559	52.0312626833561
Fam120b	9.1398402452541	5.24686737198631	4.37979712794884	11.2682064573815	6.74286403665375
Fam122a	8.19508611449848	4.7146722854691	10.6056870384096	12.3005298197978	12.0579673564756
Fam126a	4.50612408196889	9.37721763888939	17.2226931517764	10.646795033363	6.66114613891148
Fam126b	1.56351684533104	3.28826599067217	1.7842854544543	0.92109035587959	0.783534045174912
Fam127b	27.7519542106893	21.5922380199978	14.1573328639886	34.3825283062495	14.9813089499797
Fam129a	86.8998163324077	146.72147780685	111.096490291861	108.187368519818	73.9376442379609
Fam129b	92.2100789918275	266.119363288803	245.972342501549	191.200716729394	189.742608333696
Fam131b	1.70750490318082	2.69056597777309	1.82892080160499	8.53722643390903	8.58758909885504
Fam132a	0.475640429893513	0.822960776564466	0.949969492835659	0.77170908455679	0.912120597969239
Fam133b	16.4086420954715	25.3039324921509	27.5880434200191	14.4938432126468	18.1770494613863
Fam134a	17.62693701223	6.01843230105941	6.56663564880963	22.1074813231977	16.9238729714951
Fam134b	2.13494903121644	2.43408617814585	1.52213820473038	2.17106378623182	2.077789539782
Fam134c	21.0852650267159	13.7831558322696	15.4524195451169	26.5031504796077	25.1966738159415
Fam135a	12.662426489446	4.79084196858946	4.43211546068386	6.39929572607818	6.2109781560413
Fam136a	28.0708692771712	31.2514832996249	23.283652026215	31.6259927146207	17.1996497766002
Fam13a	2.21058302263351	0.844390348993789	0.292873769517083	2.18301417895795	0.587190387317989
Fam13b	33.1121114852878	31.9606401130566	28.2772007350105	31.5581367107188	18.6717954181111
Fam149b1	15.6952852337998	12.0540911990119	7.76928132823541	17.2278399226838	9.93219907180361
Fam150a	37.5379385202189	11.9057838865404	1.35479593199879	3.9475248878573	0.460133775085821
Fam151b	6.25065019623989	3.5449720351613	2.8058299539992	7.43944864694384	1.75153261404906
Fam160a2	7.17232768872104	13.1447995202489	8.33935579437629	14.5028147682415	9.4514760105619
Fam160b2	9.41378839086159	6.66638311066725	4.65432090745296	10.3504985929562	5.9326311058382
Fam161a	0.163978599664862	1.25640272579222	0.0925207403736724	0.099453211435377	0.0901384748003653
Fam162a	74.6796451950535	79.628323021262	101.308966537253	181.481619089474	192.717820903576
