RASMC_RNA_PDGF_2H	RASMC_RNA_PDGF_24H	LOG2_FOLD_CHANGE	P_VALUE
Acsl1	13.6040194936763	10.9547968375015	-0.312470249414131	0.201508235551906
Acsl3	58.9223223462114	42.6879247243125	-0.464986265835376	0.0207767108064526
Acsl4	97.5813649942836	48.64291163608	-1.00437607693312	0.00287659045540221
Acsl5	87.6898454376109	96.7938716157285	0.142505920970422	0.081634827519022
Acsm3	1.32574014409847	0.785696873215626	-0.754753299005023	0.401147965779844
Acss2	16.405203158442	19.2861297363136	0.233410198152506	0.249353709603267
Acss3	0.359686981614562	0.394327718226846	0.132653180436649	0.868607360378701
Acta1	26.3142528140866	3.79282482060015	-2.79449978603487	0.000404120117527342
Acta2	6011.84353325165	945.178031479337	-2.66914945892138	0.0104615820496304
Actb	5058.68460618805	3821.41512624568	-0.40465530583455	0.163299507123236
Actbl2	1.74809950641816	1.61476554599363	-0.114462599474003	0.870901282247502
Actg1	2815.5796230687	2177.37254022786	-0.370843681777819	0.199960241767762
Actg2	10.7728338450372	0.719540905358631	-3.90417729193068	0.0153727616175856
Actl6a	27.4185152444615	38.5591997695815	0.491924662167295	0.0083773719362922
Actl7a	0.443483881712676	1.30040163628669	1.55200370019796	0.473737685459223
Actl7b	0.496027939057961	0.480172226418513	-0.0468694242870576	0.964296301816173
Actn1	685.604370196392	412.66451017799	-0.732406935992652	0.0739804978305336
Actn4	549.404814672999	393.864789154654	-0.480169105209919	0.114186312135996
Actr10	97.596797667906	114.25249004885	0.227319891926432	0.155461429736092
Actr1a	80.8288240129741	98.1764676084609	0.280507401545635	0.0296832509101345
Actr1b	58.4635577133051	53.7530059197934	-0.12119219103522	0.341334047939909
Actr2	232.466082688144	271.252406429039	0.222615697352924	0.370642160927524
Actr3	292.672527507116	261.495368081619	-0.162501937696897	0.0987830631548565
Actr3b	17.1735744275415	16.3480482569725	-0.0710719393028702	0.600060007711145
Actr5	2.2633472174319	3.73903440191642	0.724207821401257	0.0810291109251414
Actr6	11.1291981619934	30.5065477365425	1.45476927411049	0.00182613938789338
Actr8	15.515096450675	28.6404127512432	0.884379618639828	0.0137556354177181
Actrt3	0.105682835572453	1.05015913180669	3.31279497144617	0.104188337896365
Acvr1	21.9338406593869	25.3952810254805	0.211401986060797	0.157157637713943
Acvr1b	3.16887038858061	4.20296843293537	0.407439968343291	0.535926911973839
Acvr2a	4.33935449708432	4.37474626418864	0.0117188930993841	0.95234587024136
Acvr2b	1.25484942780099	1.17829877281983	-0.0908088628942957	0.940763320982532
Acvrl1	0.586643475153772	1.83664317301878	1.64651546792763	0.0839600424222695
Acy1	26.4901912632869	55.9891790192878	1.07968976544842	0.0107957290809619
Acy3	10.064063498381	27.114319149308	1.42984201427177	0.00673394308359884
Acyp1	31.324697875228	48.4096410496922	0.627993801958823	0.0554914923718935
Acyp2	3.4538344752761	8.40900881117372	1.28373681329872	0.0813641755125708
Ada	6.23760144299475	12.0335610086554	0.948000353974493	0.0973143539570807
Adal	2.05935194294554	3.03666152989401	0.560295705454147	0.440211461789333
Adam10	10.5354730289943	25.1365278556541	1.25453029126805	0.00580520986588233
Adam15	18.1167020128394	37.160790267906	1.03646083338246	0.00564534835019929
Adam17	23.069734557439	30.0656622820351	0.382115334030517	0.14499923671306
Adam19	29.0059233288493	20.5662240956931	-0.496070601350761	0.0913994566057744
Adam1a	3.08491323361144	1.93553312587388	-0.67249891365992	0.228895444287527
Adam23	0.751749604694306	2.02436028272882	1.42914196526867	0.00999703339597885
Adam4	0.252496055602042	0.683005247926227	1.43563581281857	0.415189013721285
Adam4l1	0.215184129432026	0.580565804352314	1.4318879208213	0.106227096700257
Adam9	56.2340564738497	54.1434724332732	-0.0546567040014699	0.570014956003944
Adamts1	344.224843557941	155.083362358103	-1.15030730443117	0.0103347226065479
Adamts10	21.4003887763712	35.8900615761345	0.745947392367647	0.0186473637245678
Adamts12	106.136655896656	45.3527352605318	-1.22666153022067	0.0220627362899855
Adamts14	3.63073381838452	6.56026302016553	0.853492492807065	0.23223374846962
Adamts15	0.931737708714949	0.875230156742991	-0.0902614341760179	0.929178191991869
Adamts2	14.9250153016985	17.6252712186982	0.239913047360237	0.352338327221974
Adamts3	2.48829821944095	0.748031950598581	-1.73398760283243	0.32603190389329
Adamts4	0.859279180598724	1.59308628000954	0.890625558356019	0.375057800941689
Adamts5	5.01531519272934	7.82859311453526	0.642412691061041	0.0565829032741079
Adamts7	1.20246844841402	6.00923826051169	2.3211830848781	0.00114126846203531
Adamts9	10.0217117130071	3.687867915356	-1.44227005230849	0.0682121974356126
Adamtsl3	2.32668419642441	6.07431834959815	1.38444711550405	0.0454418741619677
Adamtsl4	19.6117482460097	17.2149022715972	-0.188060156326209	0.322340594644446
Adamtsl5	24.529146779309	33.9089617285269	0.467169558476539	0.214085231122375
Adar	25.3044275352742	12.9368192276756	-0.967906890592451	0.125716949562341
Adarb1	59.1203722956731	18.0016266051149	-1.71552808190532	0.00652687016402791
Adat1	0.716525325674788	1.16697011775674	0.703678016139128	0.329658764744071
Adat2	4.6484709079981	7.92758282040451	0.770124817707932	0.243548557864722
Adat3	8.72069877496589	10.1298826626762	0.21610181760679	0.672591287399366
Adck1	1.56139973332631	5.22567546914854	1.7427776031621	0.00766292909076313
Adck2	1.84363464070751	8.24794303530122	2.1614815883656	0.00221524456639335
Adck3	1.63024831346435	3.88153993905296	1.2515374049959	0.0952082231744919
Adck4	17.564647811871	24.6392317485564	0.488282624067833	0.119632377360505
Adck5	11.5062749698563	16.4249837852234	0.513471093934657	0.253891369491551
Adcy3	6.11632319846118	23.7662575351272	1.95817819179617	9.53181483224357e-06
Adcy4	9.16426846833014	19.5677648734768	1.09438734534288	0.0101934238090112
Adcy5	2.14598718100453	0.952965315721615	-1.17114584657755	0.306162631337247
Adcy6	32.6094015947719	47.1022345675173	0.530507537192602	0.0624238613846314
Adcy7	0.702580895604018	4.85747580595854	2.78947055725505	0.0286808955454026
Add1	119.032010449147	137.015797040025	0.202992636598317	0.20630345123554
Add2	0.202150218054032	3.16679136514141	3.96952215780146	0.0789003314851315
Add3	1.19347585589913	2.31249198727098	0.954278985841736	0.0618189267971114
Adgre5	9.14184241846509	11.3385031820661	0.310673343895256	0.245434058176467
Adgrg1	1.15255701427785	0.891490386401618	-0.370546973739684	0.573631772089812
Adgrl1	8.58088008696115	9.07587636115059	0.0809113321179321	0.780712607232858
Adgrl2	43.4290127922462	55.7950018001649	0.361476730556055	0.0817295209957203
Adh1	1.2145361956101	11.4756224965912	3.24009502400883	0.0125010414583018
Adh5	49.8187622270442	77.88516524037	0.644659387325189	0.00546373336482717
Adh6a	0.264024494042118	0.466352797755514	0.820749995190884	0.578858923019318
Adh7	4.52544024487495	10.3604402927567	1.19495526253972	0.000240891568500134
Adhfe1	0.35346752296047	1.26079430960923	1.83468335894532	0.1169991714192
Adi1	7.85512195814695	14.9574601957876	0.929159643752272	0.00582687365012022
Adipor1	114.102144854331	141.195221045581	0.307365348171056	0.0683458104935999
Adipor2	48.6107478920992	52.7958909139586	0.119150318866247	0.484120761792713
Adk	33.6261649882719	27.7467117385485	-0.277267443250426	0.29976799208392
Adm	2.61918713918454	10.3082343712304	1.97660619615934	0.00498971295832672
Adm2	2.53177692134428	4.52413965637256	0.837493172447514	0.511167035084389
Adnp	18.7412669488004	28.3483453499827	0.597046044206001	0.00226711373048723
Adnp2	9.45062295702019	11.2435994339832	0.250622626338247	0.413264629077486
Ado	11.7731825770411	8.27029422103419	-0.509493808363226	0.0909317838846649
Adora2b	1.81590578736272	0.776255190677855	-1.22608643929629	0.565051801187624
Adpgk	19.2897039947049	28.9494749121638	0.585706175693105	0.0269141695311276
Adprh	16.8442558635889	32.2687109328705	0.937879251076154	0.0315925383285779
Adprhl1	2.60054413031605	0.218527001083708	-3.57293006565907	0.158948667462303
Adprhl2	39.4213628171121	74.3264872091244	0.914898773544523	0.0258132625809536
Adprm	19.4775669981962	25.2414874451268	0.373983451528486	0.285167955185201
Adra1d	5.74889595361952	14.5675111697796	1.34139759139861	0.0169148151038698
Adra2a	0.722088557832949	0.36720153718395	-0.975603683671948	0.56554465539881
Adrb2	1.27436179463183	0.637597775430347	-0.999056419717956	0.110378620280801
Adrbk1	33.2250291436776	34.8216733433827	0.0677150678856138	0.672311664235943
Adrm1	121.797048844807	148.587336557938	0.286831989576345	0.182834244891515
Adsl	23.1485573185009	36.7231951077971	0.665769302557919	0.0350875371461246
Adss	187.493668508677	161.646653713821	-0.213998235729804	0.116640292897237
Aebp1	117.487697277983	222.998897639377	0.924526885507689	0.0020901293344455
Aebp2	28.4986691597447	21.0989864064727	-0.433720855752288	0.0904436133073063
Aen	59.1176323661171	50.8302779040112	-0.217900372926627	0.360294971455892
Aes	422.618685776567	682.818255735853	0.692145074188598	0.0122157554264464
Afap1	50.8288350157573	44.0444658877953	-0.20668640659855	0.48975801511365
Afap1l2	4.23177111007669	5.19652799064137	0.296286426115696	0.558613262050968
Aff1	13.7039414045728	10.295771418378	-0.412538958834784	0.0236141326262615
Aff3	7.16868209374311	3.15809519171881	-1.18265325732374	0.100174214405048
Aff4	26.4290393543374	21.7724587369692	-0.279619648191159	0.232335012446868
Afg3l1	23.7792923149437	34.249512394468	0.526377668461169	0.0108653708383338
Afg3l2	44.1725447867093	40.4951008904896	-0.125402567769358	0.441962876094096
Afmid	0.344162153541136	2.26229044352892	2.71662379876545	0.0873300295876397
Aftph	22.8324644227499	28.9611823179752	0.34303391523737	0.20521056651679
Aga	71.183954431647	96.1040823451249	0.433045635553241	0.022066247337073
Agap1	6.99135205093267	14.3177185537536	1.03415823662572	0.0126616866077131
Agap3	12.9460904352403	21.8175553684086	0.752972971419511	0.053600462116139
Agbl5	1.15483768977218	3.12793497456092	1.43752042346224	0.0457173679879208
Ager	3.97223607105569	2.11147482776914	-0.91170031720863	0.102168724402956
Agfg1	46.5040764166099	43.7699663247361	-0.0874159103430973	0.486899800294375
Agfg2	6.07584177741135	15.4551908929579	1.34693526774092	0.00126677078961404
Agk	8.56809921104666	14.8576565514415	0.794159491912271	0.0398912880411206
Agl	5.03210557555015	9.59498636551149	0.931118565507557	0.00943862300727393
Ago1	3.3637761394235	8.41838465481907	1.32346173426126	0.000132825857672366
Ago2	14.0823475594976	13.3945196926852	-0.0722450053462203	0.767652603543267
Ago3	3.07401377676523	3.21308845802818	0.0638370687654846	0.839123255411671
Ago4	0.875618039645265	0.716954503689972	-0.288420105825882	0.809332453357793
Agpat1	58.6074790428255	105.740818963733	0.851375718234342	0.0292129127863372
Agpat2	51.6173122687401	34.2536069555071	-0.591599107763768	0.0407335687796465
Agpat3	8.34535124349442	8.53381800762668	0.0322185721569822	0.861732039742834
Agpat4	18.0722867252684	52.4053590153523	1.53593528543881	0.00598717555288623
Agpat5	7.16184833694916	23.9438476211187	1.74125112982359	0.0130857601578406
Agpat6	47.2539100118773	38.1037532514837	-0.310500598296953	0.136252382611309
Agpat9	23.7778788919171	4.71464069122594	-2.33440029449159	0.00281836405992292
Agps	18.2888062597836	23.0247607464952	0.332225254047685	0.216840915321638
Agrn	18.4967078198451	36.2928306901399	0.972416073317948	0.00677808663916754
Agrp	0.336975596437824	1.51944749807521	2.17283080461812	0.491710964175208
Agt	0.346661778627636	0.680060688606412	0.972134717966742	0.441902163658292
Agtpbp1	11.5214965055944	11.2724682167552	-0.0315246756710313	0.831406670952909
Agtr1a	30.1829518940571	12.6563285668411	-1.25387494965717	0.0550569009439862
Agtrap	4.84351370765405	18.7220172568781	1.95060996079727	0.0309694325510421
Ahctf1	16.2538990677207	12.6325066629605	-0.363644899759616	0.123014384430284
Ahcy	38.5202993309609	60.0685898836364	0.640991882823633	0.00639086035607149
Ahcyl1	76.5878030861621	92.514199252141	0.272560154663575	0.121651504841906
Ahcyl2	2.32336549025751	3.65817082111199	0.654906321048863	0.000587868528306846
Ahdc1	11.8716670385475	9.33675092791553	-0.346530032138686	0.178376815914062
Ahi1	4.32042093401405	6.75595151896022	0.644987095846899	0.25585530881868
Ahnak	71.1577963833261	40.2627280616335	-0.821576906334374	0.0611544621481167
Ahr	34.4424888957187	30.7252010196819	-0.164766949594283	0.395319245591657
Ahrr	1.63691110555705	0.814362031235393	-1.00723377266481	0.333322617328086
Ahsa1	86.6361662705518	131.789886016851	0.605198348600393	0.0138820191686338
Ahsa2	15.1493876487258	14.6735404628273	-0.046042470384163	0.863052874668192
Aida	66.1737523337964	70.1067989937506	0.083295275502652	0.613221822416129
Aif1l	12.6132197995886	1.24644177613256	-3.33904920381665	0.0261464386010227
Aifm1	26.7430760063574	47.8352050404429	0.838907367564466	0.00994793515911718
Aifm2	4.45539851881468	10.2740863417496	1.20538371668962	0.0324854100741331
Aifm3	0.488903066371859	0.739103711882225	0.596228365327595	0.481609474673267
Aig1	25.1115773864589	67.3309376873512	1.42291690222515	0.00258646603122541
Aimp1	70.2341189391769	78.0179938562282	0.151634855860792	0.386685703655993
Aimp2	61.3837864417167	55.2488354940742	-0.151913584333287	0.39036847435377
Aip	25.2967985411695	43.6748061827662	0.787846485938965	0.034842688189067
Ajuba	39.9821499267835	33.1917784520431	-0.268530118328537	0.372221718849147
Ak1	2.24622325475852	26.919559399693	3.58308156600318	0.000150013952545309
Ak2	61.4542199009549	52.2240214191365	-0.234798525975604	0.269146024444455
Ak3	129.263973682077	123.524649173352	-0.0655212887128809	0.724537579144707
Ak4	8.32086604050198	7.44282508895682	-0.160883360592654	0.771810711616976
Ak6	36.3163987099491	31.7099657492324	-0.195684826736345	0.476075388957645
Ak8	0.37234578426057	0.108468740094738	-1.77936369498426	0.207733190910651
Akap1	19.3781657671275	32.9783805530174	0.767088535599287	0.0372861906435874
Akap10	5.82289132392433	12.4930753956081	1.10132106778138	0.0237071952204267
Akap11	6.62188417960144	14.5176912151546	1.13249835362685	0.001203091335736
Akap12	644.450096606965	112.233133515215	-2.52156999503163	0.0165613561323507
Akap13	9.1243002095323	9.67193278241179	0.0840903029721884	0.570180432753061
Akap17a	22.0892645962256	23.694150806832	0.101185567254848	0.586272846495102
Akap2	84.2955293899824	21.6408729019978	-1.96169742732053	0.0175661042509814
Akap5	0.251766722418297	0.297150802111547	0.239107669645535	0.832902348268792
Akap6	3.61380369788801	5.48492919377623	0.601954855645154	0.307492199129053
Akap7	2.81706900228288	4.48012049097412	0.669342631459327	0.364955567187794
Akap8	25.9105085563006	28.1205800565883	0.118089021704629	0.343181572199378
Akap8l	15.6854421731391	38.3364968811294	1.28929231282225	0.00147233001341513
Akap9	6.40534209553936	8.61908756494783	0.42825952675124	0.109272423043248
Akip1	19.7618555659761	17.7569654732495	-0.15433335963749	0.459422915035553
Akirin1	49.5812843099822	37.9527468262389	-0.385591337884054	0.115484097589926
Akirin2	48.9907644550487	57.7771709224321	0.237989759907127	0.330825802925844
Akna	2.96780303920271	4.66796137552706	0.653397274251372	0.20079040178671
Akr1a1	666.153299561146	782.761600604757	0.232718766469013	0.0575883018094601
Akr1b1	246.781711686163	183.384828954044	-0.428361191581901	0.00632447397558791
Akr1b8	0.56579767821973	2.85526684271289	2.33526741916406	0.0369171435435606
Akr1c12l1	0.107245559336804	1.58349261905055	3.88412032559293	0.253628591691701
Akr1c13	3.63285917560651	22.5147965633665	2.63169609477527	0.00235758627391682
Akr1c14	1.25743358073489	0.218225748556141	-2.52658895596195	0.274815204127611
Akr1c19	0.300286780531237	0.613823641267928	1.03148324712321	0.502469918517732
Akr1cl	3.72833969075005	1.35349868061551	-1.46183982937074	0.123514405413735
Akr1e2	1.74988730446233	5.09418172324714	1.54158841218205	0.0196753324859078
Akr7a2	19.0257929223824	33.2783867058563	0.80662891414049	0.0448276043296945
Akt1	174.914428933429	234.960335311296	0.425767925563334	0.0945891571141708
Akt1s1	49.3144472390747	87.6581867979923	0.829878474384165	0.0424020879521752
Akt2	43.631307288866	50.4584874288327	0.209733259304866	0.186069976585549
Akt3	42.2832606593281	52.1123629112091	0.301539037879467	0.191874689159273
Aktip	17.9424174269408	24.9100073111349	0.473351163735249	0.00120457284890772
Alad	10.4799060312157	26.8480417133026	1.35719108146958	0.00921131382087847
Alas1	20.5655379398989	21.4813069246979	0.0628529602873653	0.756262780434938
Alcam	27.7638468156296	40.4273068799075	0.542122625555734	0.0639492490089536
Aldh16a1	21.0928442299112	40.0080422435082	0.92353638737478	0.00115913335262287
Aldh1a2	19.4606726491859	1.40351302918895	-3.79344721511903	0.0583080460121483
Aldh1a3	3.80548657069864	0.188932608358893	-4.33213730222849	0.0727283187339418
Aldh1l2	20.9586742754003	30.5963838474606	0.545813689261355	0.117263499156646
Aldh2	168.750323169255	192.435832361191	0.189487194971858	0.208066376859491
Aldh3a1	0.164667605168099	0.827419834484968	2.32906277797149	0.15690704178161
Aldh3a2	22.4100847305505	33.4524256441464	0.577962721293799	0.0249935245610487
Aldh3b1	2.76470812037448	9.85120789430293	1.83317345149091	0.00325539549261184
Aldh4a1	9.19110262791918	15.7299113915692	0.775200691272209	0.0396237769057454
Aldh5a1	0.708597839644809	1.99782653192818	1.49539234954972	0.103132423235509
Aldh6a1	32.3590896409435	41.3626390940263	0.354157217067811	0.0797799195135664
Aldh7a1	92.4307975073756	129.317679300782	0.484473986540554	0.0306090827476599
Aldh9a1	76.2977445486478	108.705721344834	0.51071555852787	0.188482310091851
Aldoa	866.260381750695	1406.18796000703	0.698916804541512	0.0123719988028021
Aldoart2	1.25368839416323	1.25455894498654	0.00100144781294477	0.999276654401182
Aldoc	0.214297313593031	2.66064523747255	3.63409048873714	0.0696769716826318
Alg1	5.94858810950901	18.0578237775264	1.60200484602443	0.0157406618141692
Alg10	14.074038867706	10.1359354118081	-0.473557165885052	0.257171550970006
Alg11	12.3573548549215	17.9899321223507	0.541819781983823	0.0408500874306417
Alg12	9.98997922615449	12.0197609278117	0.266854618138124	0.355423623965109
Alg13	8.46921833847102	6.30758521359418	-0.425141031298067	0.0399535019959697
Alg14	21.1015843192283	29.5957526660321	0.488038825846405	0.0415931739145028
Alg2	19.7978263793763	27.9165597136458	0.495779118287915	0.0169547336516127
Alg3	16.5541906568417	22.8732402816005	0.466464277755401	0.087815365930948
Alg5	35.5524351359835	50.7149629194158	0.512463082629571	0.0156763185448811
