RASMC_RNA_PDGF_2H	RASMC_RNA_PDGF_24H	LOG2_FOLD_CHANGE	P_VALUE
Bcas2	55.2421399535318	55.0362403522343	-0.00538728766354303	0.984936295511363
Bcas3	10.1175156733158	15.7682250024788	0.640165184049015	0.121030140856141
Bcat1	555.131292516141	374.056568967301	-0.569572552604111	0.0657632102971282
Bcat2	33.5887638654996	52.105610517034	0.633460021862337	0.00564936719314095
Bccip	34.0465130573183	54.149968985449	0.669453462261293	0.0237011555035422
Bcdin3d	4.08064788274175	4.31294264575087	0.0798743045296244	0.888855684128367
Bckdha	27.2502008009059	30.9448642728641	0.183433133320763	0.487719554270179
Bckdhb	10.5281501355315	19.0449872004575	0.855159350584151	0.0287319255978623
Bckdk	31.1976796933567	59.386861624821	0.928705059968681	0.00836614463386819
Bcl10	101.165897663249	45.5516788427292	-1.15114691751242	0.00621244303191243
Bcl2	6.73779761430215	6.6150552314802	-0.026523892215391	0.970766019420628
Bcl2l1	63.1555771807574	90.9159831716343	0.52562380273298	0.0148425994575287
Bcl2l11	6.90609912204725	14.1810370423675	1.03802009280205	0.193254532893994
Bcl2l12	7.96301207824729	10.5779876903385	0.409679050615776	0.330045712041226
Bcl2l13	19.3669400874737	29.114717970772	0.588152612805683	0.106646391241814
Bcl2l2	27.8378012106693	31.1355990088492	0.161519771726622	0.120118290158157
Bcl3	0.902658433885511	1.58112370789221	0.808698169261967	0.628814894700526
Bcl6	3.93326449867502	14.7752500979947	1.90938343985252	0.00350852821475984
Bcl7b	33.4670709442251	41.7188664858979	0.317957668818244	0.0654634945309103
Bcl7c	52.5348006573573	63.9155121306812	0.282892687311733	0.155576045913186
Bcl9l	26.4982389734573	33.6210200257801	0.343467011185658	0.275998089652494
Bclaf1	42.8733068479545	61.1632418031546	0.512585177614441	0.0153471320361126
Bcor	9.58677034370969	7.39579221018364	-0.374340180378711	0.169946701904759
Bcorl1	5.90478511861814	4.89302035498138	-0.271159274978047	0.376713302268193
Bcs1l	8.72433474174503	10.5071675349074	0.268256777280225	0.477543477127072
Bdh1	18.9157956365233	20.0815138822952	0.0862765733115975	0.738700332489902
Bdh2	14.8849637580025	25.511560584776	0.777295444807478	0.0419414138652265
Bdkrb1	0.572324183787422	0.145942221977816	-1.97143524568542	0.245217317394277
Bdkrb2	1.0123780085924	0.375457324073456	-1.43102723402897	0.0769597297588847
Bdnf	24.5321354169106	24.0507223850888	-0.0285925924719452	0.878523414111691
Bdp1	5.98633231294144	2.5699327761671	-1.21994174570573	0.0767464879474799
Becn1	76.6075539144487	107.757798710197	0.492233722936603	0.0354615038520944
Begain	1.77519108320813	1.18929903607599	-0.577862815610848	0.640338028099036
Bend6	8.855965699435	24.4222925243991	1.46347709323454	0.0189336801499393
Bet1	26.3454559353061	31.820182288066	0.272387953195965	0.281730153460795
Bet1l	30.3593945533009	33.1283181750078	0.125921944111665	0.544670548433604
Bfar	24.8097885196063	32.0311509907154	0.368566202448974	0.0737180936753983
Bglap	2.31043316986742	0.262078180153447	-3.14009421032264	0.373740020916482
Bgn	3641.94537301723	4608.3587016085	0.339543733530685	0.150617101375138
Bhlhb9	6.27768801227292	13.1828694111196	1.07035918762436	0.00238379520081412
Bhlhe40	33.7681076198872	70.3676977865405	1.05925198094329	0.0016971845443621
Bicc1	27.574462351368	37.8661880530422	0.457577437699301	0.00976947555853646
Bicd1	3.02493797976829	6.34805248078117	1.06940849215936	0.0503202796159345
Bicd2	34.9168529560522	34.4648843651007	-0.0187963603548599	0.887042895187127
Bid	24.1933698057204	19.8220674944633	-0.287504283703197	0.11684450919453
Bin1	37.2771196447916	55.2323577292944	0.567223324612492	0.0779552261141607
Bin3	15.5713918218403	25.3168893092351	0.701202248481759	0.0982615392251572
Birc2	9.13371931290353	8.81803788027028	-0.0507447806764311	0.658131879542483
Birc3	1.4223068420068	1.27649959252216	-0.15603966178384	0.659520633038361
Birc5	28.5794801232473	11.4852608205856	-1.31519605376615	0.0119438305736284
Birc6	10.5491830685189	11.2931259290487	0.0983135977490038	0.529402256580208
Bivm	3.89443076266751	15.8846697299364	2.02815071983317	0.00215749830825256
Blcap	31.6366812063817	39.7587463964006	0.329674004852275	0.0309828897621235
Bles03	17.0011169379156	38.0038049034724	1.16051433546117	0.034951431264374
Blmh	27.2925254507394	39.9351439374544	0.549153016332181	0.0139113816451769
Bloc1s1	83.9537343250783	136.177835964803	0.697825508405774	0.0415684614433628
Bloc1s2	52.8489335232787	77.5163055179851	0.552625453805581	0.0149548397408014
Bloc1s4	22.4229146441096	14.6125668806265	-0.61776419126754	0.0849003564730502
Bloc1s5	5.60469241874821	13.1154098024668	1.22655578026676	0.0329087276626772
Bloc1s6	11.4492937633247	20.7247167538128	0.856093774376806	0.014524044275779
Blvra	15.8800009101768	39.4007736960558	1.31101296437188	0.0346869787152472
Blvrb	36.9521722259613	153.508497759958	2.05458744046916	0.0103197867755308
Blzf1	4.87207266375799	10.6549299564856	1.12891355378015	0.0101917037496807
Bmf	0.288964068464703	8.9421080294457	4.95165295957117	0.00238200688611387
Bmi1	21.4498185139829	30.6713208843518	0.51592485753572	0.0268903313673816
Bmp1	36.6422878805011	50.3932943175604	0.459722185847165	0.0606769378687501
Bmp2	8.19790012345684	1.02875929318455	-2.99434895032392	0.00069629495878563
Bmp3	6.48096383070053	5.11722143744172	-0.340847718193195	0.117751866404964
Bmp4	73.537172720267	39.0751820578415	-0.91222111538934	0.0740902788259594
Bmp7	1.16876818290728	0.0968711671372738	-3.5927776755604	0.423779066165015
Bmper	27.4980491414828	8.50384890334661	-1.69314140141514	0.0059459042365171
Bmpr1a	17.5614394752387	24.9914791106452	0.509025184798695	0.149332063684083
Bmpr1b	1.73024345696542	0.123855866452831	-3.80424094030634	0.31950812402294
Bmpr2	21.8374626808525	19.2979588817363	-0.178356973934324	0.605014504495455
Bms1	21.193545113749	26.6638425478694	0.331259771132392	0.0989130695240321
Bmyc	6.41072543864129	12.127826508271	0.91976149386038	0.107649333959052
Bnc2	1.17249826715138	0.445363324247304	-1.39653112864208	0.520894226822359
Bnip1	10.9607397549508	22.7703437533986	1.05481090034425	0.183492264256969
Bnip2	85.0375009644106	98.9195130010329	0.218155936733324	0.105445609854154
Bnip3	13.8979875730057	43.2758195421703	1.6386851451026	0.0088295689510798
Bnip3l	36.998470084651	70.9171012824406	0.938667952248183	0.00976485089077319
Bnipl	0.14714332769436	0.548374282147795	1.89793878882001	0.469099177307169
Bod1	26.0430185764941	22.8632933522446	-0.187863445005458	0.55898078247377
Bok	22.5092997127591	12.2853597750872	-0.87358106633163	0.00212698104273231
Bola1	15.3939050697733	23.2173212973038	0.592842274882819	0.0221955180257055
Bola3	27.7776633342572	50.2030608463264	0.853850082524158	0.00201198140009941
Bop1	16.0366207216766	24.6688399864663	0.621319711382896	0.0126149336290151
Bora	2.50745575486437	2.79308342216909	0.155634419739019	0.664109246970666
Bpgm	20.2104105925577	22.4952001703794	0.154518572938492	0.247719456590664
Bphl	2.1067859971422	4.85324007939807	1.20390445321074	0.125786007019523
Bpifb1	0.492128801404531	0.106380590223516	-2.20980100490486	0.299768387923912
Bpnt1	13.4278675244777	16.6982073055408	0.314463016440574	0.142925824009453
Brap	16.7665990693772	20.9707691824003	0.322789695850668	0.217478659827617
Brca1	1.36835735110604	1.79559407463014	0.392016196481298	0.646735649481793
Brca2	0.528778794997624	0.600258269285128	0.182919050184606	0.760085473979204
Brcc3	5.24214741662613	12.6300129514385	1.26862628855514	0.0209777516358626
Brd1	17.1775353821232	18.3486166865249	0.0951482468117851	0.564288458313123
Brd2	1.28255876599424	0.954838537507409	-0.425696230461456	0.112875300078798
Brd3	12.5762049032053	24.4957644546531	0.961835686782854	0.0201188990269892
Brd4	24.3968403170291	32.8699607319765	0.430075419304315	0.0534657045818256
Brd7	46.4663652184171	73.0333609633683	0.652368828305824	0.00426316374954405
Brd8	9.48041563500853	23.7197218657453	1.323064877695	0.00852639183753896
Brd9	18.7471326191801	18.8164843557278	0.00532715047877793	0.978855250748509
Bre	25.1149977728137	30.4878882311688	0.279687077269149	0.263049067204281
Brf1	12.4260110907553	19.2787975849952	0.63365182669268	0.0252550239485467
Brf2	9.21073777565083	12.6239193056328	0.454771263292632	0.305315989253771
Bri3	186.993731260929	233.684299611974	0.321570901692547	0.0795744671300171
Bri3bp	20.9260082318955	26.4466626537301	0.337788543195062	0.355018168313554
Brix1	32.3693353564807	22.9013737005866	-0.499193604251522	0.0250203126064817
Brk1	102.481512892724	135.478541885008	0.402700685866272	0.0529531794084203
Brms1l	2.02384016578318	5.5495302560396	1.45527030201255	0.0220590754560957
Brox	22.8775134375476	39.0268123180035	0.770535375528972	0.00558391642566923
Brpf1	12.8288327647168	13.038930768536	0.0234356567472428	0.932351381933271
Brpf3	8.86152520460039	11.2673970211355	0.346527329298888	0.433119937874785
Brsk1	9.58829123345727	12.8937177022182	0.427322667286313	0.24966677159738
Bscl2	21.7012555248589	40.754534215646	0.909182065665081	0.00536582495376085
Bsdc1	13.514891513208	30.9474898256627	1.19527246498603	0.00154538533838853
Bsg	591.150494976193	819.224214776018	0.470732901226158	0.0473853900543264
Bst1	1.63187535570478	2.14200019314928	0.392427743172707	0.734779996949924
Bst2	19.9895946825376	20.8016614560591	0.0574495432334815	0.798102794026612
Btaf1	13.6278564081283	8.99935298231421	-0.598665465214794	0.0404659376933562
Btbd1	26.252674819587	44.2988764255385	0.75480568458305	0.0313749082095176
Btbd10	25.3732244819562	29.6607161100411	0.225246558024082	0.17118256268258
Btbd3	2.95674541979716	6.7426964065437	1.18931561041956	0.158791359255538
Btbd6	10.3848551368916	28.5783251899761	1.46044027940739	0.00943900997644852
Btbd7	12.8452898548902	14.3283212849826	0.157630147330789	0.59306919989945
Btbd9	4.78607339178998	6.29376506196097	0.395080805740655	0.2377159967686
Btc	3.72129285587985	2.72520204523008	-0.449440736601882	0.68051944069241
Btd	18.438876832787	32.5097314661344	0.818120859694089	0.00455320454830373
Btf3	325.776853191925	359.101747043033	0.140508569367241	0.40021364914591
Btg1	119.665566222488	201.612765084289	0.75257890939729	0.00824393112317401
Btg2	125.445020129393	29.9004250047265	-2.06881730414965	3.5936885253621e-06
Btg3	102.106908896066	127.424404385901	0.319561122629509	0.0951183320230545
Btk	1.87878979912857	0.134471280493581	-3.80443367631385	0.420920512908897
Btrc	6.99028069347635	16.2908880367239	1.22064295608283	0.0083578614220812
Bub1	12.3633199209508	5.79198896942721	-1.09393544201785	0.108351142475382
Bub1b	5.86128869081726	4.0900832999148	-0.519087671474069	0.186088541176117
Bub3	57.2530698710596	66.7630916985486	0.221697713668654	0.247936796020677
Bud13	11.5441629095918	9.65240081704933	-0.258203834206498	0.397501166610747
Bud31	152.124532791213	165.452080491076	0.121160600950813	0.230037892978514
Bves	23.0719642063446	5.99422869658288	-1.94449479864456	0.0374132457364074
Bysl	34.9666238316174	34.001098866262	-0.04039713181217	0.802884250616659
Bzw1	178.32742759814	113.684570558424	-0.649492150552917	0.0653916302594533
Bzw2	83.5909549976494	128.896088972307	0.624789741106629	0.0177164479400419
C1d	6.34098990601449	9.3511360076834	0.560433558855434	0.512079771563771
C1galt1	8.66536464261756	14.1177594934539	0.704178784160037	0.0903671944920797
C1galt1c1	21.6520580841863	44.4998952946142	1.03929777814547	0.0222532583898094
C1qbp	256.884319990048	260.845618685063	0.0220773692286433	0.890357279197706
C1ql1	1.73466553088293	0.162655971697367	-3.41476182162976	0.421064566412373
C1ql3	2.76145742211213	10.7476102007795	1.96051411477859	0.0371422272802075
C1ql4	0.492648322026234	0.507443767619806	0.042689815583831	0.973764384447704
C1qtnf1	5.58569984549578	11.4845587657529	1.03988547394399	0.0161982588888015
C1qtnf2	20.1126617603794	33.0714355416412	0.717481646202574	0.0681501351789502
C1qtnf5	34.5473932277571	40.7894702782665	0.239619915143989	0.0584571164002977
C1qtnf6	16.1891392523089	23.6223414469693	0.545125689630132	0.0171920624405618
C1qtnf7	1.40103142936377	0.121725109757572	-3.52479061356092	0.39333456412762
C1r	193.03636709745	154.438447684153	-0.321840711290555	0.0906553087847334
C1rl	2.72816138580061	3.30012312388972	0.274590860548649	0.660892848667601
C1s	22.5886670280039	11.3647204774665	-0.991036938276731	0.0211935117859191
C2	0.674261519229533	0.467069985506303	-0.529669525232355	0.569073830664022
C2cd2	16.9430944590147	21.7876700437922	0.362814533841951	0.076401229949136
C2cd2l	10.5662559910103	18.1762207353346	0.782587992496192	0.0383843155889342
C2cd3	2.29077037062217	4.58528382103852	1.00117818835087	0.147441342264593
C2cd4c	0.222866316905801	2.90947603986506	3.70650887002831	0.103126846956647
C2cd5	2.68920747069984	3.56034088080232	0.404834314467931	0.145527349143169
C5ar2	0.127867510646187	2.47161396465767	4.27273178265127	0.0916519879538274
C8g	1.83757851129048	4.06014779381772	1.14372635304357	0.092627573811921
Caap1	7.14653280349691	10.5986926023787	0.568570930764519	0.207443469307007
Cab39	48.568834241262	48.6766692881928	0.0031995957769025	0.979380119316543
Cab39l	13.8038713188115	19.6222327099131	0.507416277534479	0.0169333799753424
Cabin1	12.2260083566341	14.934543569878	0.288699688302154	0.237721705083452
Cables1	1.91894467503227	8.76406464410664	2.19128700785919	0.0284569238260066
Cabp1	1.65414049434075	3.86785206359957	1.22545084117472	0.22507344358719
Cabp4	0.308125068068279	1.60029106455908	2.3767463643056	0.289046199086422
Cabp7	0.51977424684563	1.53833033457584	1.56540827506208	0.336522190581606
Cabyr	0.781239360288822	0.428770056768767	-0.865560478254092	0.417970435985153
Cacfd1	7.4361150873414	11.6175087806649	0.643679731396742	0.014625576263218
Cachd1	6.26428041059261	7.27443431913031	0.215686270246605	0.482303052015574
Cacna1a	0.556793934442064	4.33124618062471	2.95956677498727	0.0695756095367936
Cacna1c	8.01411430620958	5.22962539717358	-0.615835478621787	0.204305048226796
Cacna1g	0.230251983989297	0.692588056594215	1.58878392155045	0.213181875634288
Cacna1i	2.84761820675164	0.498623047810277	-2.51373425546939	0.108114621163322
Cacna2d1	4.71400586128902	9.47953652331123	1.00786297171274	0.025568597317341
Cacna2d2	0.303118122718662	1.09404370071616	1.8517183514493	0.192226801430477
Cacnb1	3.82449650463219	1.69600388330616	-1.1731303561374	0.139428777343507
Cacnb2	2.60259007993549	3.59181633343429	0.46476548169696	0.091623030120714
Cacnb3	26.0923190380858	29.6358891700816	0.183720169575563	0.311688340350682
Cacng7	0.359045681734343	0.835843424997843	1.21906530244363	0.56355898036236
Cactin	9.58404936689649	15.1345278960216	0.659136428176004	0.0420430105862483
Cacul1	46.9110624881011	35.1673423588605	-0.415691864017746	0.0310911832187649
Cacybp	58.9317995536073	102.64040330456	0.800480517919049	0.00541179919321293
Cad	12.7878340509783	18.8877297571492	0.562677377606634	0.147568793175754
Cadm1	0.219874513911511	0.194030740519415	-0.180395149856812	0.799882756753904
Cadm4	219.45480369141	317.002944394909	0.53057239051197	0.0282945094738543
Cage1	0.161868366983896	0.793611935704026	2.29361264813903	0.172106829048926
Calcrl	0.113611557348019	2.05328762991756	4.17575422983884	0.0909171191754249
Cald1	1063.03257763575	395.59344382385	-1.42609538869548	0.0131917813310083
Calhm2	25.8911421441147	40.0082345736788	0.627838360195757	0.0404588523072012
Calm1	600.245182773554	707.410195941847	0.236995092578928	0.0817317434623893
Calm2	62.996382020405	59.3170272802697	-0.0868226769841725	0.383671159451457
Calm3	145.058370168046	257.058732044172	0.825464475492674	0.00363330706145242
Calml4	0.457978834901617	1.0150607152218	1.14821319182928	0.574306134001904
Calr	846.104978544802	1232.01927520353	0.542116248821176	0.0242806518056455
Calr3	2.26909702235444	4.22316153813231	0.896205134755791	0.00703432199416504
Calu	541.135299752305	638.600063852481	0.238923341782655	0.161976820952647
Camk1	55.6237407418383	111.661633746555	1.00536089430636	4.16541744529003e-05
Camk1d	0.55673007804104	1.49506733660997	1.4251605298595	0.0441519302977035
Camk2b	0.795751425033823	1.63652124991481	1.04024259506457	0.181380928802849
Camk2d	45.9548703708464	92.8687212939198	1.01497500188751	0.00822616895712123
Camk2g	0.357030794352615	1.20517896361384	1.75512697705246	0.0590388926438582
Camk2n1	50.7821590992671	78.5713596696964	0.629681791132348	0.0788098978820513
Camk2n2	19.343787106727	14.6775993814695	-0.398254246664736	0.524092097097877
Camkk1	2.12055020827801	4.33771645560802	1.0324971091162	0.0476611366775407
Camkk2	4.4557655424367	3.15385097089839	-0.498558831635376	0.269174047800124
Camkmt	5.70031777218121	13.0542241520931	1.19540246524069	0.04853729197852
Camlg	18.9524988998001	25.8116720438224	0.445635518960376	0.0127536690690685
Camsap1	14.9513036111439	21.0755607937894	0.495299740791037	0.056254958516546
Camsap2	9.99952975887771	13.9495987717178	0.480291469878919	0.0241266655623511
Camta1	6.2149581036316	11.1135243073264	0.838499824076974	0.327079591316581
Camta2	11.1654798603081	20.8693008897949	0.902337016420902	0.00361111997333473
Cand1	62.0941614994428	66.2253590095059	0.0929261363385287	0.528284047461783
Cand2	4.51403298197981	13.1152019887435	1.53875116209183	0.0055116672472309
Cant1	8.82446754117795	28.4443018380722	1.68855853522793	0.00907937266919768
Canx	210.142277321033	282.735779251328	0.428088024110116	0.00636073290478123
Cap1	381.687146851263	501.487859870458	0.393824170934935	0.0908098578541488
Cap2	1.52928004682886	2.99555537889168	0.969970882894252	0.328196632807978
Capg	59.6679535454989	209.902956238919	1.81469428326092	0.00546576597922736
Capn1	25.898943331187	51.3602612392646	0.987759303010359	0.00053926284447367
Capn10	7.18165667992746	17.051012586634	1.24746882574372	0.00322257543340938
Capn12	20.4219900738582	15.0770758469233	-0.437766810816361	0.115568451823843
Capn15	4.7641553886637	5.17807725688128	0.12019602119478	0.720512101163525
Capn2	115.706589102255	140.458071929605	0.279668513090125	0.146362200468056
Capn3	1.09507762321244	0.740535200697826	-0.564392917577962	0.695860013888105
Capn5	7.54027823404415	35.6371658533054	2.24069294239623	0.00593287200363085
Capn7	14.7840040331877	20.4812416696676	0.470266125536274	0.106772122002917
Capns1	2.89863496241005	3.11653857472511	0.104570909674203	0.808451483003083
Capns2	0.10478612613874	0.169614826940731	0.694814574872991	0.151561409579821
Caprin1	158.490417941513	221.716427422124	0.484320046245499	0.0337588444011897
Capza1	85.6383293981974	101.947155315007	0.251492962105713	0.0930001544520043
Capza2	99.0374871695982	122.954729176266	0.312080610687482	0.00743895073355437
Capzb	280.351129771222	345.044651050783	0.299548184562038	0.0456133806779827
Car11	10.2265934989183	18.7075663934981	0.871296235105071	0.158188616591113
Car13	1.46891768539093	0.904622280422675	-0.699366118582	0.545384309590843
Car3	2.67169153059814	1.76756219093372	-0.595992469525934	0.739370761665843
Car5b	2.24907111533689	15.1192502447296	2.74898541410279	0.000647004921699048
Car9	177.079252879019	153.701987779037	-0.204259368571979	0.169342599932877
Card10	1.45664658032484	0.859146563376417	-0.761674715739263	0.61678831887243
Card6	4.86216461502523	11.1522054528884	1.19765840113388	0.0176713783078392
Card9	1.40025800558221	0.419391809292121	-1.73932208547607	0.466617816575146
Carf	1.21625583475677	3.32621374076119	1.45143415235635	0.150212656843255
Carhsp1	35.0253804655833	65.871577306373	0.91125537400683	0.00120616063255618
Carkd	19.5439077100832	25.9797853857014	0.410670556929453	0.0225717699172024
Carm1	42.4122053427217	57.1039218475588	0.429110330129224	0.0626807327024341
Cars	86.1563284049145	57.1700102445134	-0.591698221226635	0.0373472980224259
Cars2	2.95988980100217	9.92664939716792	1.74576337401993	0.0226341995839357
Casc1	1.66936548948468	2.2750619327937	0.446605967832024	0.435276021146032
Casc3	33.2354573044165	31.2102451269205	-0.0907035165391632	0.703748264064052
Casc4	21.1605142653094	21.651640983198	0.0331016815215657	0.885297332494627
Casc5	1.74511991879102	1.91428229411375	0.133477418900881	0.717152829565789
Cask	2.26120419550497	4.08153926896658	0.85202205878582	0.0218271758770722
Caskin1	1.09546299323644	1.25723908759464	0.198718283123664	0.624606833425376
Caskin2	3.7959679788497	6.6323218155846	0.80504618897353	0.128105301852833
Casp12	34.1772652494233	25.5926965362364	-0.417304799201713	0.123750951491357
Casp2	2.7192861678272	7.01276706109818	1.36675582431322	0.00971012804211235
Casp3	20.1166801376844	40.9765054716005	1.026404718379	0.00292085298639239
Casp4	21.949569256199	21.394471116453	-0.0369546130757721	0.751289166951613
Casp7	10.191631530311	9.7471075241011	-0.0643389597347863	0.658492058014822
Casp8	4.376375404221	7.37449080681513	0.752806940318593	0.0344081496954558
Casp8ap2	3.76723221840499	4.1428222648241	0.137108961079315	0.729097593543464
Casp9	5.4545651963509	11.7741347092103	1.11008493522999	0.00422815054065924
Casq1	2.22214816096009	4.01488614936252	0.853404066508967	0.296250831026745
Casq2	107.104166609478	21.9197178535369	-2.28871347205127	0.00244041149673067
Cast	88.2312874090928	104.350750258009	0.242078732175142	0.15822920890718
Cat	30.005533817057	72.4915949399564	1.27258513458109	0.00470099005889506
Catsper2	1.93385077152996	1.19874726366884	-0.689948949335654	0.667208137249263
Catsperd	0.474629977738168	0.843740100999298	0.829995446679382	0.166180499838607
Catsperg1	1.63383102981467	0.590057294370794	-1.46933183661796	0.390483121005436
Cav1	449.934740181816	362.018765071027	-0.313651283352	0.0509767747047192
Cav2	39.1781211090285	41.7768750159729	0.0926563693164709	0.579342142574089
Cav3	11.7080925484515	3.44370131616356	-1.76547413144925	0.0480498625523442
Cbfa2t2	6.05012461603452	11.1827072650333	0.88623273472987	0.0283655464470627
Cbfb	19.399787935366	30.8361540815749	0.668581960003696	0.062937334717018
Cblb	5.02396663416928	11.343729911371	1.1749963002826	0.0317602084106491
Cbll1	9.4468430916345	6.46476602707553	-0.547234138857275	0.241494214741209
Cbr1	0.134576978234182	0.661627584227312	2.29758775121948	0.438132835584152
Cbr3	9.91798250006144	24.2141719905466	1.28773308559744	0.0583233596097223
Cbr4	7.13504603247178	18.9808378521514	1.41154903467283	0.019272871000932
Cbwd1	5.10166397765109	11.8564411976394	1.21663125508631	0.137070683264531
Cbx2	0.978620082977432	2.34280447702436	1.25941576172079	0.201123403159209
Cbx3	56.5628774667752	46.1448761338166	-0.293685052988366	0.254549798315604
Cbx5	14.8169079771942	45.4815848351079	1.61803811225681	0.00640279873221054
Cbx6	36.45139427783	114.771500840369	1.65471854347703	2.63766352535119e-05
Cbx7	0.539673728433514	1.71870021407477	1.67115856022922	0.0140927539918103
Cbx8	1.95953357928492	14.9831529112516	2.93475904186024	0.000297565572620185
Cby1	18.7348205568705	37.6859389513999	1.00830417858642	0.00539699258079633
Cc2d1a	17.9929633889127	27.0021910271809	0.585643662160037	0.131834444980163
Cc2d1b	19.6299701639022	47.8644320297583	1.28589601007596	0.00377942740165654
Ccar1	15.73078594752	16.0200406457897	0.0262870551004094	0.691619547278937
Ccar2	13.0847756068301	26.4713505007877	1.0165426157709	0.0141036060870384
Ccbl1	4.81249386555106	14.1530915462719	1.55626061735803	0.0858979280902368
Ccbl2	3.92755683514413	5.38935711178717	0.45648103362894	0.0742366283876853
Ccdc101	7.00101031356933	10.506136308381	0.58559717043903	0.0441816653554308
Ccdc102a	35.7271255716941	33.5807307226875	-0.0893862225472589	0.567532832802236
Ccdc104	25.3810893097209	45.9014934534938	0.854787105678957	0.0130957675218264
Ccdc112	10.5091398874658	7.89956994127979	-0.411798578754901	0.269605065599964
Ccdc114	1.25674700147103	0.527060802390901	-1.25365293917337	0.421898398563857
Ccdc115	17.0289445029181	16.3601551707363	-0.0578025840609098	0.840854749009799
Ccdc117	6.62215429932649	7.10279348196648	0.101085912093241	0.723123211871403
Ccdc12	17.0635182640448	51.7975949830843	1.601969972307	0.0175129533413094
Ccdc120	2.16592157456042	3.92222058712536	0.856689669886895	0.147364180020786
Ccdc124	24.7236727029112	28.3634206110572	0.198138459615174	0.169629434948983
Ccdc125	4.53630634491194	9.09098295762004	1.00291822211859	0.116865336591983
Ccdc126	7.40097167681048	7.85590792628749	0.0860633256719305	0.848161532194355
Ccdc127	10.9518757548801	23.6427115038217	1.1102175179511	0.0164457718867015
Ccdc130	4.06305661532161	12.0668388568144	1.57041041097726	0.041948140639182
Ccdc132	5.32404253266198	10.5448189269918	0.985940319946504	0.010601582560519
Ccdc134	4.95531692974435	9.35812771772945	0.917242586877856	0.00581386782815995
Ccdc137	15.3017230961442	6.62744427979605	-1.20716958023654	0.0141691678420037
Ccdc146	1.43376227468917	0.60656024649926	-1.24108298442912	0.512420549736986
Ccdc151	0.227782486665909	0.568688354014254	1.31998143216173	0.409470976267895
Ccdc163	2.64862225749028	1.8282185143051	-0.534803587334089	0.296393008808255
Ccdc167	2.82592544063426	7.30963778895736	1.37107651672822	0.040535636017685
Ccdc17	2.81511717061639	4.89192374264634	0.797206943396224	0.019221445333175
Ccdc174	11.9056387858528	13.1346339601533	0.141730966450973	0.41800474456464
Ccdc175	1.2068795353416	1.13288714905893	-0.0912775243980823	0.951152185643439
Ccdc176	1.66018264411968	2.18212889484704	0.394394354217113	0.431793888900311
Ccdc181	3.24789182694487	9.7033872758835	1.57898487033349	0.00330438758963033
Ccdc19	0.173885530002958	0.221631548094564	0.35002537327976	0.403301840392855
Ccdc22	13.9485035880843	19.9931866988498	0.519398084147048	0.000819804835689871
Ccdc25	28.7533707236704	22.1174345402416	-0.378547038143996	0.183763087200417
Ccdc28a	0.731271298215039	6.39551289477397	3.12858141848835	0.0199287183054932
Ccdc28b	2.44482475926779	3.53066925305648	0.530210619225604	0.463894392482055
Ccdc32	6.50164636913037	17.0075789242045	1.38730079030867	0.000338828647846789
Ccdc34	4.47866410371159	5.11181371915972	0.190766794387319	0.416755440151218
Ccdc39	2.17556671238967	2.19891624170436	0.0154013950554082	0.988668152146364
Ccdc43	8.30179032699859	11.6492653881516	0.48874457997307	0.166270126484693
Ccdc47	57.1507016809226	71.0551064611246	0.31416712264737	0.0640348813207988
Ccdc50	79.7776405328836	88.1643487513697	0.144210931765861	0.526700429281102
Ccdc51	5.01792338491742	7.65973104877043	0.61020329317605	0.319354165736663
Ccdc53	36.8194915881046	52.5349713731827	0.512808407113014	0.0386798249822057
Ccdc58	17.9360074627183	23.4079801987008	0.38414167065874	0.0515137729523145
Ccdc59	15.4692225141003	14.0049327453616	-0.143465633193967	0.379811039720615
Ccdc61	3.68341049454468	9.64368411327595	1.38854220894671	0.0521206774454294
Ccdc62	0.800693642207125	3.97731756970598	2.31247350316592	0.0138608697995086
Ccdc64b	1.51077582982896	0.108845601674658	-3.7949345919235	0.382514255389481
Ccdc65	6.6197961743849	5.50051727288001	-0.267219499510711	0.328528302589641
Ccdc69	0.523492822810847	1.34651877226244	1.36299268029464	0.264280363113806
Ccdc71	9.21699792429144	20.4374325107538	1.1488451355677	0.0165149082293199
Ccdc77	1.8546057749672	2.53152983864036	0.448896936733174	0.566756669366328
Ccdc8	7.31704245680866	19.0913860359728	1.38358931114077	0.000387788527548513
Ccdc80	299.729226768527	246.466423706362	-0.282268648097468	0.116312052126533
Ccdc82	2.10433362200753	5.2824144441208	1.32783404765321	0.000188527420988925
Ccdc86	56.1066615461179	35.8616310005127	-0.645730968228791	0.105039557040075
Ccdc90b	15.8241120976303	27.8990018988385	0.818088958556675	0.0118131681338509
Ccdc91	9.80564903876578	19.8518389013361	1.01758762115741	0.00597275432835794
Ccdc92	2.37676800472344	6.96584308128784	1.55129688454636	0.00848418379539729
Ccdc93	9.21400431249712	21.0790831101521	1.19391193625611	0.0191579356972695
Ccdc94	8.84937747086147	13.4365261216995	0.60251231778755	0.178746647063584
Ccdc97	23.1565843253062	27.352702752049	0.240260927808612	0.362736074202194
Cchcr1	17.4289269209966	22.9547813555014	0.397310943310488	0.0496922125045874
Ccl11	3.5011227144162	3.31884395391832	-0.0771368310593251	0.964376415908067
Ccl19	0.105960768084817	0.104484062019834	-0.0202473159717986	0.871928117836408
