GENE	test_TSS_SIGNAL	test_DISTAL_SIGNAL	regionID
Tbrg1	791.4	1794.8676	7_RASMC_H3K27AC_PDGF_2H_REP2_24647_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_24647_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_24647_lociStitched_2,7_RASMC_H3K27AC_PDGF_2H_REP2_24647_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_29545_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_28212_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_28212_lociStitched_4,2_RASMC_H3K27AC_PDGF_2H_NEW_27620_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_28214_lociStitched
Tbrg4	186.56	2989.6584	6_RASMC_H3K27AC_UNSTIM_NEW_9787_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_9787_lociStitched,1_RASMC_H3K27AC_PDGF_24H_REP2_6109_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_9495_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_9495_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_9496_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_9496_lociStitched_2
Tbx18	534.2	1861.8358	6_RASMC_H3K27AC_PDGF_2H_NEW_28387_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_28387_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_28387_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_28387_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_29025_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_29026_lociStitched
Tbx2	476.8	5156.3683	2_RASMC_H3K27AC_PDGF_2H_NEW_4588_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_4588_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_4923_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_4923_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_NEW_4923_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_REP2_4488_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_4798_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_4925_lociStitched
Tbx3	298.0	554.1098	5_RASMC_H3K27AC_PDGF_24H_NEW_7373_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_7373_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_7373_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_7373_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_6958_lociStitched
Tbxa2r	336.4	2838.5472	2_RASMC_H3K27AC_PDGF_2H_REP2_22761_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_22761_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_26064_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_26064_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_22762_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_15599_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_15599_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_27297_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_27297_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_25468_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_25468_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_25468_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_15601_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_15601_lociStitched_3
Tcaim	625.4	124.572	5_RASMC_H3K27AC_PDGF_2H_NEW_28901_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_28901_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_28901_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_28901_lociStitched_3
Tcea1	788.0	2506.2521	3_RASMC_H3K27AC_UNSTIM_REP1_10147_lociStitched,3_RASMC_H3K27AC_UNSTIM_REP1_10147_lociStitched,7_RASMC_H3K27AC_PDGF_2H_REP2_19455_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_23345_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_23345_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_13371_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_13371_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_13371_lociStitched_3
Tcea2	945.4	1120.5092	5_RASMC_H3K27AC_PDGF_2H_NEW_19706_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_19706_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_19706_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_19706_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_20193_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_12166_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_12166_lociStitched_3
Tcea3	380.3901	4396.051	3_RASMC_H3K27AC_PDGF_24H_REP2_14264_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_REP2_14264_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_REP2_14264_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_23903_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_20816_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_23904_lociStitched,8_RASMC_H3K27AC_PDGF_2H_NEW_23351_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_NEW_23351_lociStitched_3
Tceal1	188.81	895.0058	2_RASMC_H3K27AC_PDGF_24H_NEW_31482_lociStitched_1,2_RASMC_H3K27AC_PDGF_24H_NEW_31482_lociStitched_1,2_RASMC_H3K27AC_PDGF_24H_NEW_31482_lociStitched_2,7_RASMC_H3K27AC_PDGF_2H_REP2_27269_lociStitched_1
Tceal8	361.8	105.3028	6_RASMC_H3K27AC_PDGF_24H_REP2_18808_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_18808_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_18808_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_18808_lociStitched_3
Tceanc2	721.887	854.0796	5_RASMC_H3K27AC_PDGF_2H_REP2_20196_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_20196_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_20196_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_20196_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_20196_lociStitched_4,5_RASMC_H3K27AC_PDGF_2H_REP2_20196_lociStitched_5,1_RASMC_H3K27AC_UNSTIM_REP1_10676_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_23295_lociStitched
Tceb1	673.2964	2004.3856	4_RASMC_H3K27AC_PDGF_2H_REP2_19404_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_19404_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_22189_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_22189_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_22189_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_22189_lociStitched_4,5_RASMC_H3K27AC_PDGF_24H_NEW_22189_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_NEW_22189_lociStitched_6,5_RASMC_H3K27AC_PDGF_24H_NEW_22189_lociStitched_7,2_RASMC_H3K27AC_PDGF_24H_NEW_22190_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_19406_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_22192_lociStitched
Tceb2	655.8	3013.9368	6_RASMC_H3K27AC_PDGF_24H_REP2_2453_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_2453_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_2453_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_3550_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_3810_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_3551_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_3551_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_3551_lociStitched_3
Tceb3	526.8	3810.33	5_RASMC_H3K27AC_PDGF_2H_NEW_23341_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_23341_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_23341_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_23341_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_23891_lociStitched,7_RASMC_H3K27AC_PDGF_2H_REP2_20801_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_23888_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_23888_lociStitched_3,8_RASMC_H3K27AC_PDGF_24H_REP2_14257_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_23340_lociStitched
Tcerg1	771.2	3643.2264	11_RASMC_H3K27AC_PDGF_2H_NEW_12955_lociStitched,11_RASMC_H3K27AC_PDGF_2H_NEW_12955_lociStitched,8_RASMC_H3K27AC_PDGF_24H_NEW_13328_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_NEW_13328_lociStitched_2,8_RASMC_H3K27AC_PDGF_24H_NEW_13328_lociStitched_3
Tcf12	736.8	1567.1778	5_RASMC_H3K27AC_UNSTIM_NEW_30219_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_30219_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_30219_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_30219_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_13120_lociStitched
Tcf3	255.6155	3598.7769	7_RASMC_H3K27AC_PDGF_2H_REP2_22827_lociStitched,7_RASMC_H3K27AC_PDGF_2H_REP2_22827_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_27347_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_26120_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_26120_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_26121_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_26121_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_15641_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_15641_lociStitched_2
Tcf7l1	775.6	2648.7813	1_RASMC_H3K27AC_PDGF_2H_NEW_20584_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_20584_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_20580_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_20585_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_20586_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_21101_lociStitched,4_RASMC_H3K27AC_PDGF_24H_REP2_12643_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_20583_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_20583_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_20583_lociStitched_3
Tchp	220.48	1968.3535	4_RASMC_H3K27AC_PDGF_24H_NEW_7454_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_7454_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_7454_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_7636_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_7637_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_7452_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_7044_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_7044_lociStitched_2
Tcirg1	1327.0	5191.5078	8_RASMC_H3K27AC_UNSTIM_REP1_1168_lociStitched_1,8_RASMC_H3K27AC_UNSTIM_REP1_1168_lociStitched_1,8_RASMC_H3K27AC_UNSTIM_REP1_1168_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_2657_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_1666_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_1666_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_1666_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_2360_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_2360_lociStitched_3
Tcn2	340.3917	4508.1118	6_RASMC_H3K27AC_UNSTIM_REP1_4174_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_4174_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_4174_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_9158_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_9422_lociStitched,8_RASMC_H3K27AC_PDGF_2H_NEW_9159_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_NEW_9159_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_8754_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_8754_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_9420_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_4176_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_4176_lociStitched_3
Tcof1	905.8	23094.6057	5_RASMC_H3K27AC_PDGF_2H_NEW_13139_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_13139_lociStitched_2,30_RASMC_H3K27AC_PDGF_24H_NEW_13514_lociStitched_1,30_RASMC_H3K27AC_PDGF_24H_NEW_13514_lociStitched_2,30_RASMC_H3K27AC_PDGF_24H_NEW_13514_lociStitched_3
Tcp1	811.5616	156.6871	6_RASMC_H3K27AC_PDGF_24H_REP2_279_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_279_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_279_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_279_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_279_lociStitched_4,6_RASMC_H3K27AC_PDGF_24H_REP2_279_lociStitched_5
Tcp11l1	540.2	1627.132	4_RASMC_H3K27AC_PDGF_2H_NEW_18541_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_18541_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_18542_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_18542_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_18542_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_18543_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_19963_lociStitched_1
Tcta	943.8	4664.6339	1_RASMC_H3K27AC_UNSTIM_NEW_30688_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_30688_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_30692_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_30692_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_29327_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_29331_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_29331_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_REP1_13336_lociStitched_2,7_RASMC_H3K27AC_UNSTIM_REP1_13337_lociStitched_1,7_RASMC_H3K27AC_UNSTIM_REP1_13337_lociStitched_2,7_RASMC_H3K27AC_UNSTIM_REP1_13337_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_29326_lociStitched
Tctex1d2	686.8	1417.5853	1_RASMC_H3K27AC_PDGF_24H_REP2_4212_lociStitched,1_RASMC_H3K27AC_PDGF_24H_REP2_4212_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_5935_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_5935_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_2906_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_2906_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_2906_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_REP2_4211_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_5937_lociStitched
Tctn1	612.2	5007.055	9_RASMC_H3K27AC_PDGF_2H_REP2_6905_lociStitched_1,9_RASMC_H3K27AC_PDGF_2H_REP2_6905_lociStitched_1,9_RASMC_H3K27AC_PDGF_2H_REP2_6905_lociStitched_2,9_RASMC_H3K27AC_PDGF_2H_REP2_6905_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_6900_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_4806_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_4805_lociStitched,2_RASMC_H3K27AC_PDGF_24H_REP2_4807_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_7110_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_7110_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_7332_lociStitched
Tctn2	602.4	566.9192	4_RASMC_H3K27AC_PDGF_2H_NEW_7031_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_7031_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_7031_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_7031_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_7245_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_7245_lociStitched_5,4_RASMC_H3K27AC_PDGF_2H_REP2_6808_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_6808_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_7033_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_7033_lociStitched_3
Tdg	777.0	2324.3884	5_RASMC_H3K27AC_PDGF_24H_REP2_15786_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_15786_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_15786_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_15786_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_15787_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_15787_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_25719_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_25719_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_25716_lociStitched
Tdp2	526.1955	1314.0588	1_RASMC_H3K27AC_PDGF_24H_NEW_12381_lociStitched_1,1_RASMC_H3K27AC_PDGF_24H_NEW_12381_lociStitched_2,3_RASMC_H3K27AC_PDGF_2H_NEW_12016_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_12379_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_12379_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_12379_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_12379_lociStitched_4,5_RASMC_H3K27AC_PDGF_24H_NEW_12379_lociStitched_5,7_RASMC_H3K27AC_PDGF_2H_NEW_12018_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_NEW_12018_lociStitched_3
Tdrd3	1017.2	1561.254	8_RASMC_H3K27AC_PDGF_24H_NEW_10601_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_NEW_10601_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_NEW_10601_lociStitched_2,8_RASMC_H3K27AC_PDGF_24H_NEW_10601_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_10603_lociStitched
Tdrd7	578.0	1811.6986	4_RASMC_H3K27AC_PDGF_2H_NEW_22138_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_22138_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_23733_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_19743_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_19743_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_19743_lociStitched_3
Tdrp	304.549	1062.8024	6_RASMC_H3K27AC_UNSTIM_NEW_12008_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_12008_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_12007_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_12007_lociStitched_2
Tead1	770.4	11790.1595	4_RASMC_H3K27AC_PDGF_2H_REP2_1806_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_1806_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_2197_lociStitched,8_RASMC_H3K27AC_PDGF_24H_REP2_1284_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_1286_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_1286_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_1286_lociStitched_3,2_RASMC_H3K27AC_PDGF_2H_NEW_2008_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_2103_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_2109_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_2010_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_2191_lociStitched
Tead2	455.2	746.7713	4_RASMC_H3K27AC_UNSTIM_NEW_1246_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_1246_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_714_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_714_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_714_lociStitched_3
Tead3	856.2	7271.8107	1_RASMC_H3K27AC_PDGF_2H_REP2_15248_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_15248_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_18211_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_18212_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_18212_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_17370_lociStitched,11_RASMC_H3K27AC_UNSTIM_REP1_7928_lociStitched_1,11_RASMC_H3K27AC_UNSTIM_REP1_7928_lociStitched_2,11_RASMC_H3K27AC_UNSTIM_REP1_7928_lociStitched_3
Tec	513.6	5238.3154	3_RASMC_H3K27AC_UNSTIM_NEW_9308_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_9308_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_9303_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_5852_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_8457_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_5849_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_5849_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_5849_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_9306_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_8792_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_8792_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_REP2_5851_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_9049_lociStitched
Tecpr1	534.0	1968.1044	7_RASMC_H3K27AC_PDGF_24H_NEW_6862_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_6862_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_6862_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_6863_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_6863_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_6863_lociStitched_3
Tecr	609.6	1640.5166	2_RASMC_H3K27AC_PDGF_2H_REP2_12525_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_12525_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_12526_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_12526_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_12526_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_12528_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_12528_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_12524_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_14630_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_12529_lociStitched
Tef	887.2	3999.015	5_RASMC_H3K27AC_PDGF_24H_NEW_27461_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_27461_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_27461_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_27457_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_27458_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_27458_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_27458_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_27460_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_27459_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_28745_lociStitched_1
Tekt1	502.8	2147.4157	3_RASMC_H3K27AC_UNSTIM_NEW_4607_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_NEW_4607_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_NEW_4607_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_2057_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_4485_lociStitched,3_RASMC_H3K27AC_UNSTIM_REP1_2058_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_4610_lociStitched
Ten1	274.6357	47.1324	5_RASMC_H3K27AC_PDGF_24H_REP2_3694_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_3694_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_3694_lociStitched_2
Tep1	528.2	984.4693	5_RASMC_H3K27AC_PDGF_2H_REP2_9273_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_9273_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_9273_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_9273_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_10030_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_10031_lociStitched_1
Terf1	459.0	161.9614	4_RASMC_H3K27AC_PDGF_2H_NEW_21704_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_21704_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_21704_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_21704_lociStitched_3
