BRD4_UNSTIM	BRD4_2H	BRD4_24H
Tkt	8699.9414	8439.06895	14699.45645
Tm9sf1	3117.41005	3788.57855	4146.4865
Tm9sf4	3083.7316	3306.26935	3678.86345
Tmbim1	11842.93395	12494.06775	15914.77895
Tmco1	6930.54395	8308.5614	8820.86365
Tmed10	3354.6115	4043.0781	3554.5138
Tmed9	2748.4214	3026.3376	3528.61045
Tmem119	5197.16825	4645.81135	8460.9848
Tmem120a	7037.73755	7984.53035	9967.304
Tmem184b	10729.37555	10306.0688	15485.20615
Tmem2	6690.25155	7040.7614	8706.5205
Tmem208	4716.0344	4417.4561	7160.2951
Tmem242	2144.2454	1711.2098	3007.4934
Tmem65	2523.17325	2653.69025	2741.8493
Tmx1	4835.36215	5023.99305	6160.63595
Tp53inp2	2418.1689	2442.731	3285.7142
Tpbg	1193.56905	1416.8905	2067.3678
Tpi1	4802.45575	4421.242	7946.0937
Tra2a	961.6215	985.3487	1460.36605
Trim26	3019.29585	3498.31485	4455.9557
Trim8	23398.5853	23212.38575	41028.76945
Trip10	3847.19445	3301.9922	5893.4839
Trpv2	9288.69905	10124.3531	12451.9048
Tsc22d1	4433.8573	4203.7444	5813.3692
Tsku	7863.90875	8196.5433	12118.5129
Ttc1	2447.25375	2370.5518	2629.5232
Ttc39b	3545.72345	3021.5685	4419.72815
Ttc7a	11411.409	16546.9819	21286.9662
Ttll12	2519.7615	2584.55375	3982.8626
Tuba4a	5391.7413	5714.2312	8037.17235
Tusc3	788.7354	415.753	897.8487
Txndc17	5184.68505	4834.9326	6117.45005
Txndc9	1921.49325	1992.49965	2371.31585
Txnl1	4385.68535	4227.43805	4883.60265
Uba1	1679.39345	1656.53285	1719.01625
Uba5	2395.3894	2081.79645	3027.8098
Uba52	8632.64235	10046.28575	12654.08655
Ubap1	3826.8998	3962.27875	4093.5364
Ube2a	1363.84185	1207.18295	1746.10055
Ube2j1	3411.3414	3871.19885	3977.8743
Ube2l3	2271.1033	2191.9239	3035.96825
Ube2l6	2269.45335	2484.339	3546.76875
Ube2m	3256.2371	3066.8734	4469.8859
Ubr4	2346.2092	2576.92525	2660.86095
Ubxn4	2069.898	2064.59135	2282.7208
Uchl1	499.25385	441.00615	830.3103
Ufd1l	921.7819	1114.06845	1194.0686
Unc5b	6077.243	5357.09885	9746.3382
Upp1	2152.62645	2738.584	3282.612
Uqcc2	2565.8904	2635.2092	4926.621
Uqcr11	6035.84945	6073.05365	8862.12855
Uqcrc1	1434.23795	1807.72945	2260.81025
Usp13	735.27345	815.3946	1036.9428
Usp14	2026.03875	1901.38095	2388.75975
Uxs1	3870.9168	4939.5579	3495.4408
Vamp5	6207.14565	6176.80495	9113.6619
Vangl1	7222.34905	7280.52285	10210.1464
Vat1	5602.0995	5785.58975	7361.13285
Vcan	2124.23235	2265.33845	3197.2817
Vcp	6346.221	6270.24075	8455.5176
Vdac2	1792.14285	2454.56795	2511.87525
Vgll4	16029.4782	14190.2444	22460.2011
Vmp1	17872.3987	26289.851	32908.8451
Vps28	6054.7476	7270.57315	9250.92725
Vps72	3732.8011	4332.205	3998.7407
Wars	1843.718	2316.7062	2606.5663
Wbp1l	10905.6882	10636.4462	16113.4148
Wdr78	2609.3287	3045.26975	2714.74635
Whsc1l1	5380.9482	5079.037	6918.49395
Wipi2	964.745	1110.4047	1294.21895
Wisp1	14769.7019	13051.78575	16214.0119
Wnk4	5286.3007	5080.41335	7883.7175
Wwp2	7993.84345	7088.39295	13132.5457
Ybx3	4898.0765	5428.5682	5620.61905
Ywhae	2023.76685	1964.393	2619.1311
Zbed5	2262.4528	2271.5162	3121.7902
Zbtb38	12250.78365	10415.6944	16180.41955
Zdhhc8	3373.1475	3661.86315	4381.3424
