brd4_unstim	brd4_2	brd4_24	h3k27ac_unstim	h3k27ac_2h	h3k27ac_24h	rna_unstim	rna_2h	rna_24h	brd4_log2_2_v_24	h3k27ac_log2_2_v_24	rna_log2_2_v_24
Vps4a	2762.76175	2121.2307	3817.38635	8227.44405	13135.11195	9311.0133	41.99551058722	43.1316481594534	51.2574494558729	0.847683672729477	-0.496418409333952	0.249014846837162
Nme4	3467.56835	3391.77875	6104.33965	7040.34055	12086.6309	12680.98735	2.46822049323543	0.809363668608903	4.56159910778576	0.847793172875516	0.0692549238785691	2.49467966753258
Wnt9a	2210.13635	1972.87765	3551.67635	3622.8819	3465.12605	6239.4683	0.361032385254519	0.206459176956459	0.799596626621997	0.848198632027765	0.848515260346101	1.95341583892374
Trap1	1257.0538	1056.6608	1902.4063	3323.357	4807.82295	3661.10745	29.6969023261621	25.1008901220536	48.8138686479553	0.848313068120808	-0.393103653223706	0.959552568637918
Cdkn1b	10139.3343	7817.91885	14077.3655	40416.90855	38992.42245	40828.07865	41.9939598115432	13.6163854604736	33.6794196846897	0.84852085230772	0.0663678899745843	1.30652349681708
Pyroxd2	3292.57335	2843.88555	5121.2828	5959.7287	8219.046	7919.80605	5.26062183047542	7.65738178778946	10.8321789205212	0.848641821718717	-0.0535058470822207	0.500400378694234
Amigo2	1597.11915	1176.42225	2118.7955	2458.88185	2061.13035	2599.28295	0.511592442276522	2.49312917524978	1.37295511043605	0.8488383739992	0.334677943054457	-0.860673177894844
Pced1b	1597.11915	1176.42225	2118.7955	2458.88185	2061.13035	2599.28295	1.0105002918509	0.357415444141907	0.658404860774471	0.8488383739992	0.334677943054457	0.881373011246065
Bmp1	1908.27075	1498.5291	2699.09075	6739.1468	10974.0446	9905.2322	40.931080429007	36.6422878805011	50.3932943175604	0.848926384659162	-0.147832643733667	0.459722185847165
Azin1	8149.53285	7430.1795	13383.22465	22236.0402	31867.4074	31414.9777	21.124819712871	52.6161242057356	28.0987437614737	0.848956801881306	-0.020629096225619	-0.904999349134263
Tnrc18	15187.3093	14093.6643	25402.5968	56158.87495	82739.6096	71554.1325	18.1656692922047	9.89330702918685	20.3802490776367	0.849929229414672	-0.209543060337939	1.04264692810775
Gnptg	2492.12485	2231.10495	4022.5812	8848.91405	13144.6428	9234.95875	16.9727819362375	17.740016415707	22.4068109280413	0.85036316475586	-0.509297515656964	0.336929985796582
Tsr3	2492.12485	2231.10495	4022.5812	8848.91405	13144.6428	9234.95875	10.9419188875805	11.3253501474285	17.8837444816371	0.85036316475586	-0.509297515656964	0.659093183318401
Plekhh3	5108.6193	4743.5828	8552.7216	13608.76835	13799.0043	19865.8073	7.23049136055357	6.04360883958596	11.6878343149584	0.850406449675544	0.525723252708982	0.951525438858459
Ptbp1	5686.3832	4745.1248	8558.32	19048.9006	21175.9566	21984.7817	163.832646124973	260.516255712753	176.299858884044	0.850881591478505	0.0540780640889267	-0.563342076825198
Slc22a18	634.3863	580.9907	1048.76435	1372.86685	1625.82005	2263.3157	6.64716036165166	4.48594122657807	7.52502481604288	0.852103575358202	0.477270248854618	0.746285620801566
Nlgn2	2951.8049	2565.2792	4631.0291	6773.4194	10775.59735	9628.58525	10.4189371393154	10.4513445398095	21.2280830512435	0.852216968032884	-0.162372107689245	1.02228554475098
Myo18a	9967.4328	9284.78665	16761.9009	38614.18315	39209.05505	52253.95825	17.7963843887252	12.1688868475897	34.9367807346809	0.852245103818234	0.414353452942056	1.52154947345279
Fbxo21	524.20105	457.64105	826.25135	1350.22765	2482.7377	1867.0528	11.3832075524981	5.55083730560271	11.2954319237953	0.85236425742273	-0.411169122192916	1.02496212510956
Dhx9	1225.02805	969.4222	1750.53085	3502.33035	5694.003	3441.46655	48.4850625221424	50.1856152221711	53.9829325364587	0.852595460874179	-0.726419765726101	0.10522944943882
Ehd2	9239.28455	7879.88945	14234.65555	27253.3997	27400.67435	33924.15165	210.597258048703	225.455432887783	294.677359151528	0.853160288375094	0.30810133887932	0.386293943025912
Il3ra	1114.0447	1065.6116	1925.81455	1632.6171	2097.9616	2853.49345	8.53216153479163	8.76322990071553	12.1997103743646	0.853787090338448	0.443740979594123	0.477312284910688
Tnfrsf1a	5700.45495	5724.833	10349.84215	24597.6556	33710.06015	39394.5563	50.5968877893027	154.522490295868	123.393864252605	0.854303250861987	0.224817084412512	-0.324546175043539
Pfkfb4	1930.99035	1721.71305	3112.7175	6123.1333	9582.06975	8330.23875	0.617012418614907	1.10562554734219	0.605968592801705	0.854329933073918	-0.201979470452974	-0.867547930894109
Anpep	5464.17435	5533.4245	10005.25115	16469.8359	12216.35415	23341.8905	2.53959123523008	2.17616480878422	4.06029521819693	0.854512871607808	0.93410762080471	0.899796806287646
Coasy	9781.46975	8680.70695	15699.6107	36787.4371	33385.83595	49431.4754	9.38300817201015	3.9473417782364	23.1071895445107	0.854844340824645	0.566193803373526	2.54938845532908
Slc16a2	170.66485	177.693	321.4309	870.5289	1267.6	1123.14255	0.291183803294703	0.453648791938338	0.163228278647469	0.855121776491865	-0.174558517658369	-1.47468479675415
Hcn2	3163.96715	2613.31755	4727.30235	8362.8701	8505.2233	10393.51205	4.40088454124627	5.23799662237457	5.15194697244504	0.855134699524559	0.289262216030405	-0.0238973851227455
Apitd1	2259.94395	1957.36165	3540.9987	6825.70175	8496.76105	8334.0777	16.7882565016805	16.2220090856512	11.8422991610402	0.855245975351968	-0.0278904427042708	-0.454003302693891
Zfp386	1375.257	1051.5693	1902.40095	5729.579	6295.80975	4266.91485	21.0925454630658	9.14979477234351	19.5687191371567	0.855277411655711	-0.561198624816312	1.09673803844078
Mospd3	5926.89555	4758.4296	8609.1084	18801.55325	18566.0551	22745.192	36.3334377451732	37.2118109842849	73.794077426732	0.855378306161359	0.292894307777619	0.987744429254377
Nt5m	2586.2776	2122.9117	3841.32555	5064.5524	6192.09675	7149.8788	2.71341634561261	1.09848614359049	2.80909900863897	0.855559871277842	0.207490773073266	1.35459080256333
Thtpa	1903.9337	1543.46075	2793.31195	4669.64665	6250.5302	5502.70345	17.6054190756721	11.7517414243389	23.9618251595889	0.855807903263299	-0.18383798980428	1.0278632441527
Vac14	6823.4128	5282.9773	9561.0701	19351.73425	9617.63635	29505.79765	17.9880723210168	18.1845113266128	28.319173003333	0.855820886545889	1.61724417722406	0.639068978737439
Jmjd7	1630.95955	1296.5359	2347.07635	4282.2655	5518.34275	5590.36715	4.84657688481713	2.32704150830992	5.28260973457329	0.856202619482891	0.0187079690958196	1.18275388641704
Rnf19b	8276.10815	7753.1796	14043.6898	23592.1831	32683.86395	37478.80255	8.7871576636155	178.792570111804	52.5416461845304	0.85706204512463	0.197496307758428	-1.76675347782823
Pafah2	1978.135	1759.9724	3188.7284	4174.8498	4806.8314	5074.0632	2.79347242676705	0.48766969920735	3.31252597904469	0.857428416642655	0.0780552872854674	2.76395552910358
Rab7b	2330.9011	2140.8929	3879.39975	6525.95095	5837.557	7194.8672	1.05908996044807	0.560935888053332	3.19530880762532	0.857620819543857	0.301603326636659	2.51004757271344
Tcirg1	6315.61835	5986.6179	10850.978	22074.87225	22423.2512	33365.7775	25.1335062541284	23.4428510456842	66.7123381831049	0.85801198152409	0.573373649321901	1.508805570373
Zfp61	4565.7068	4210.9617	7633.28855	9336.47935	11626.8645	11853.2001	11.8228717104255	11.7904301658089	14.4359039308307	0.858154974633939	0.027814519900101	0.292045092398064
Trmu	1616.02945	1381.2016	2503.79635	2773.97075	3382.13085	2978.52295	6.77277402391522	2.74926514932755	6.0661216718515	0.858193312755956	-0.183335401396	1.14172838283331
Hebp2	2804.7356	2489.45325	4514.2437	7139.64105	8362.4335	8565.8677	4.66772061221189	1.89507329732804	9.78081713744296	0.858655381096556	0.034676561790933	2.36770135024039
Vars2	3520.0659	3073.77575	5573.9612	14485.6786	17738.3235	19470.4474	3.92193236925467	1.49911864150952	5.48262461354519	0.858691044176947	0.134416372460786	1.87075213411382
Shisa4	10761.86335	10006.5382	18146.3184	34949.2286	29139.90095	40823.02125	187.121607866376	257.688211983785	313.68539230445	0.858733923338649	0.486386984479497	0.283691805113483
Bcl2l11	3527.8763	3480.89475	6312.59285	9645.06335	13518.04065	15990.55555	10.7613969360079	6.90609912204725	14.1810370423675	0.85877451036535	0.242334004620902	1.03802009280205
Mrps5	2005.2737	1421.6066	2578.5107	6048.1026	8065.06355	5902.36605	12.5255336077034	8.61558019541793	16.7958098222087	0.859015747874807	-0.450392505492051	0.96308149819824
Adamts10	10003.447	6148.8731	11162.63195	41648.21345	15887.2007	40679.84875	51.0897503543025	21.4003887763712	35.8900615761345	0.860283291094634	1.35644936872166	0.745947392367646
Med30	632.7191	465.66395	845.5092	2151.6912	2118.21095	1554.98415	16.1599286281128	10.1745640673777	20.7737888055786	0.860531254402598	-0.445946397696783	1.02979738153391
Smagp	1772.93065	1669.04465	3031.4688	3566.10415	6004.1983	4997.23335	0.886848128950765	0.540112608958625	3.06383980593079	0.860994424288938	-0.264842037975674	2.50400873376627
Wdr6	2594.6849	2374.5472	4312.98495	7234.49235	8558.28515	11018.12875	35.8604706419988	23.077645316558	55.9978413717019	0.861034248236408	0.364485572979767	1.27887518576709
Acp1	742.83685	551.82335	1002.4577	1981.5246	3826.27855	2210.8861	16.6305147028993	32.974720137976	30.3341229541826	0.861262951903095	-0.791317201959275	-0.120418815577414
Slc38a3	8813.9559	7507.59635	13639.92225	50994.4206	50352.40575	60968.5337	0.365331222271433	0.371276117637544	0.662780142173086	0.861412430682138	0.276004140107823	0.836037861313733
Txn2	24887.31945	23046.8403	41882.2731	84794.89635	75057.31215	85269.94465	72.4677296053476	76.9561122125652	108.353762415016	0.861770772500549	0.184044692821125	0.493641427860462
RGD1565685	495.8762	308.6794	560.9917	1597.7948	1462.0217	1452.7981	12.8412612832492	8.90613523132834	18.6792019674839	0.861870219387969	-0.00913050363838863	1.06856139699524
Zfp358	3265.73155	2474.78695	4498.73635	10283.1706	7862.87095	11723.49315	9.07575204159063	4.07191051311032	14.8823640704446	0.862215488260572	0.576274420095642	1.86982595613446
Tbpl1	8605.17905	6794.47185	12351.88685	25989.1506	23108.88485	35617.3465	23.9003937234518	27.8337447161919	45.3243469465095	0.86229812546425	0.624132397035535	0.703451213061284
Mrpl54	3765.43255	3098.69265	5634.29465	8052.733	13065.3795	9449.18155	92.220077698104	130.153254575251	155.513171355455	0.862575347150521	-0.467487750685168	0.256825388325446
Isoc1	511.13835	373.53015	679.3546	1113.9787	1974.71505	1476.87325	7.73545950181956	5.68718125575741	12.142302085071	0.862940111991829	-0.419098473724342	1.09425628100146
RGD1566386	842.60785	548.4288	997.53035	1272.3255	1618.5215	1415.79465	0.640928613876038	0.257967920484089	1.41913295994718	0.863056401906526	-0.193064501141269	2.45974618718442
Unc5b	6077.243	5357.09885	9746.3382	27626.5692	29000.65605	31769.34115	22.1544363123007	29.9188130007089	43.4460646718612	0.8634083680916	0.131549633846337	0.538172565322268
Ankrd23	3805.38465	3101.92805	5644.32625	9669.38145	13890.39845	12629.50485	0.523484060476471	0.765177299992217	0.27220945994403	0.863636157060462	-0.137289905824465	-1.49107686994951
Iscu	5891.13485	5061.1027	9210.1665	24724.2386	24303.9036	27157.7613	106.477989329869	107.724242788134	121.437810429225	0.863775487534491	0.160176505978134	0.172874726212698
Cln8	2001.08855	1622.12645	2952.706	7532.973	10328.75615	8561.1337	6.14317359585543	4.45365946191213	9.68628676090992	0.864151428254722	-0.270792764869963	1.12095246409442
Sgcb	549.27345	417.742	760.50145	1385.3615	1893.0118	2143.3319	33.1571910276026	25.2737059515555	45.0498718066704	0.864338798538046	0.179171868002143	0.83388577467796
Echdc3	2813.1448	2410.03465	4388.6147	7146.1401	8792.3207	7176.0593	2.60768246599551	1.69826705756512	9.24664128818478	0.864711725040605	-0.293052197420938	2.44486607735578
Tmem119	5197.16825	4645.81135	8460.9848	23089.7149	19747.84985	26653.38275	19.9322096216972	24.8303459986751	45.3750208524728	0.864895020240912	0.432623065286135	0.869793941209613
Tbc1d2b	2918.8113	2258.6634	4114.73535	8984.9151	6846.6687	14163.89795	9.17637903811097	11.3747395014062	16.3749251595431	0.865330355508979	1.04874424496263	0.525654807118234
Tmem237	1201.1775	916.29935	1669.4359	3226.64525	6479.6185	3737.0806	11.6642566644579	8.59655841372968	16.5223304360713	0.865469799410826	-0.793997194587407	0.942586084618392
Dtx3	2618.3266	2173.78015	3961.1517	9822.00605	14089.0957	13401.8729	43.5024463845895	33.8061278521385	65.1531269468787	0.865713915478578	-0.0721443859787492	0.946549641227309
Rspo1	2523.10155	2045.0974	3727.0125	5858.60345	5517.45165	6335.8304	14.5994436765265	11.7205650414463	4.28560013674386	0.865850102987052	0.199531635231848	-1.45147297058773
Tcof1	34596.24495	23962.9425	43687.9824	136324.25645	77870.64635	111102.8609	38.2912010688457	25.2355452821605	29.6097861820533	0.86643140776113	0.512744460383054	0.230616812276709
Gpr108	2957.56725	2453.3006	4473.9847	9075.01475	13746.1626	11132.80595	21.2807388740729	20.9582917547153	44.0004436766105	0.866836306288866	-0.304211669623623	1.06999693910351
Hoxa2	11872.7731	9543.05515	17405.5101	60056.6897	61924.6537	66465.07025	20.0736099096759	5.66523667441341	23.9046296226585	0.867020980299083	0.102082456857158	2.07708191946834
Lactb2	1267.3046	1036.72265	1891.35115	2833.7921	3292.07435	2383.3241	13.6019118263526	7.37623055779988	22.1578139250439	0.867387252546116	-0.466021766761122	1.58685989738928
Mmp11	2352.9998	2052.0481	3743.99575	4337.3236	4327.5197	5913.3759	10.9682154362345	4.70236975261438	6.0490709113861	0.867514249137914	0.450441601763503	0.36332558887145
Ilkap	6498.0595	5723.7571	10443.20695	10977.74015	15264.182	16058.2731	39.5858291514089	29.6492241177561	43.1897808943898	0.867530455052474	0.0731664760740127	0.542695645860203
Mfsd3	4636.25425	4044.3209	7383.3273	14283.7783	15230.31445	16850.18525	18.0417861892403	14.3357209138475	33.4441535162694	0.868373640420904	0.145818723922101	1.22213957402723
Decr2	4678.19475	4239.70965	7747.14385	10085.45015	13964.1553	18487.15765	3.62031692532333	2.94361797051357	6.94473808393543	0.869699060656941	0.404795124586913	1.23832983769722
Ltbr	4899.17535	4727.12205	8637.92855	21019.41105	27596.41615	33483.4852	72.697782111036	90.2583352197446	117.527589793262	0.869723268859074	0.278968780284091	0.380867397607387
Fam210b	974.2181	676.1021	1235.71305	2609.4787	2298.62905	2222.78045	11.6282529525482	6.88926163084776	8.9616513804845	0.870030734658306	-0.0484082079096169	0.379415237180917
Ninj1	4822.37475	4807.5608	8788.96005	14114.2143	25651.26185	22913.6539	64.9670196395934	107.894234015492	203.30620366387	0.870387366105362	-0.16282226264418	0.914036470393966
Smarcd3	4948.17465	4159.40255	7605.92365	17441.67185	21447.64595	23941.9114	60.0218389561706	61.2272908968464	40.986664143934	0.870747140123447	0.158719025146858	-0.57902027455677
Galt	4752.43665	3362.5025	6149.5012	15139.73915	10329.4114	15282.0257	22.4328408391939	16.060213132831	38.0454616548761	0.870934054623644	0.565077744076399	1.24423332983169
Fam213a	6173.9228	4621.6168	8453.3198	18203.864	15979.4188	20991.13535	51.9821647615638	38.3620285393404	53.0728377496032	0.87112038583558	0.393565264131352	0.46829467981503
Tgfbr1	1303.73005	969.6132	1773.5562	6347.08525	8382.85375	6673.0224	7.38895915330331	9.12036859308674	11.228842240688	0.87116380231264	-0.329101113230646	0.300045148954164
Dnajb12	8338.1975	7821.02465	14310.64665	38447.6241	42207.93015	45098.80145	20.4071603330885	21.5563385989483	31.3523142247693	0.871659328330766	0.0955750106059252	0.540459784026073
Lgals3bp	11301.47625	10361.17155	18974.42705	37098.0578	42761.8298	53659.96125	107.537339681187	156.293417415226	213.101423744572	0.87286918332263	0.32752242475237	0.447283214031269
Coq5	7235.2282	6117.57805	11209.819	15807.74895	13764.4858	21460.18835	11.4788741696838	15.7602458266936	18.9774970606235	0.873730475875924	0.640712022105516	0.267999690084179
Inpp5a	4372.6667	3803.9721	6974.40245	14628.83075	14192.6624	16920.1162	24.6664570801597	33.3908627939434	43.7802222277982	0.874562950722142	0.253594226501987	0.390825905636119
Trim2	1737.0441	1415.0466	2594.7346	4096.1687	3886.2762	5886.6719	0.503213329283046	0.38671821694306	4.62342678008265	0.87473741706566	0.599063781953053	3.57960790981207
Vav2	4213.4519	3626.7453	6652.32095	13720.26795	19403.5941	18638.04885	3.65490762022254	2.65570043205984	7.15367888105986	0.875182344121765	-0.0580730681395956	1.42959294198023
P3h3	4004.2168	3616.19705	6637.67025	14781.645	20106.70095	17517.27185	139.318246729151	128.572602920292	204.805175642729	0.876203666449133	-0.198898281505972	0.67166891757558
Tk1	4973.88865	4049.3369	7434.6122	13913.608	17416.50875	18582.49505	45.9621636358434	33.6562999185923	17.1981977457404	0.87657181269025	0.0934887681938061	-0.9686191912338
Mocs1	4457.22405	4063.66115	7463.402	8747.6779	10567.8906	12974.46995	13.4608515468311	6.17520958615783	22.1359902326782	0.87705328843718	0.295988164091808	1.84183390487927
Ankrd44	514.52265	398.07135	731.5403	949.33765	1737.052	1814.82995	1.27270748605282	1.78878305623025	1.92281008266062	0.877910302041748	0.0631934307930919	0.104237845869312
Nipal2	1209.4154	861.6321	1583.4999	3499.3854	4510.0496	3328.7465	12.562912176439	9.71668722357212	18.9021273472029	0.877972872832343	-0.438164293320439	0.960012177337684
Cdca3	4453.1671	4072.99645	7485.60095	15337.47805	21000.26595	18775.6911	27.5609693308704	17.6989358666667	7.9545472183379	0.878027584741483	-0.161541586706782	-1.15381090391223
Afmid	4957.03585	4030.4345	7410.2714	13894.8736	17371.57595	18569.65505	0.660705456010078	0.344162153541136	2.26229044352892	0.878591005451614	0.0962183746804843	2.71662379876546
Nusap1	1329.967	963.80785	1773.8565	3311.48855	2227.24195	2863.95515	19.91128232412	11.8365131752491	4.38672747673419	0.880071847722009	0.3627506102917	-1.43202716389565
Hspa12a	376.6991	471.13295	867.2501	484.9966	730.35365	786.49665	0.482427536257213	0.219582908622295	1.85277264239935	0.880313867419158	0.106845409317291	3.07684818538067
Myo7a	9905.145	9342.66555	17198.35855	29726.2157	31051.9194	43390.94695	1.74942759897781	2.10987906467554	3.99098019457908	0.880364749252889	0.482711623469063	0.919582811391839
Ppara	23274.1252	19798.83625	36448.65975	107076.49535	127457.919	111964.756	0.460254729249321	0.482246934249829	1.34855711739353	0.880450133285821	-0.186976335610957	1.48357265553552
