AAGAB	ABHD2	ABHD8	ABTB1	ACADL	ACADVL	ACKR3	ACTA2	ACTB	ACTG1	ACTN1	ACTN4	ACTR3	ADAM19	ADAMTS1	ADAMTS10	ADAMTS12	ADAMTS2	ADARB1	ADCY4	ADD1	AFAP1	AFF1	AFF4	AGO2	AGPAT2	AHDC1	AHR	AJUBA	AK2	AKAP12	AKAP2	AKIP1	AKT1	ALDOA	AMDHD2	AMOTL2	ANGPTL2	ANKH	ANKRD1	ANKRD40	ANKRD50	ANKRD54	ANO1	ANO6	ANTXR1	ANXA1	ANXA2	ANXA5	ANXA6	ARAF	ARF6	ARFGAP3	ARGLU1	ARHGAP17	ARHGAP22	ARHGAP24	ARHGAP35	ARHGDIA	ARHGEF2	ARHGEF25	ARHGEF39	ARMC5	ARMC9	ARNTL	ARPC2	ARRDC3	ASAP1	ASNA1	ASRGL1	ATAT1	ATF4	ATF6	ATF7	ATL3	AURKAIP1	AURKB	AZI2	AZIN1	BAG3	BAK1	BANP	BASP1	BCAR1	BCAT1	BCL10	BCL6	BEND6	BGN	BHLHE40	BMPER	BMPR2	BRI3	BRK1	BTD	BTG1	BTG2	BUD31	BZW2	CABIN1	CACUL1	CALD1	CALHM2	CAMSAP1	CAMTA2	CANT1	CAP1	CAPN2	CAPN5	CAPN7	CAPRIN1	CAPZB	CAR11	CAST	CAV1	CBX3	CCAR2	CCDC115	CCDC174	CCDC25	CCDC50	CCDC80	CCDC94	CCDC97	CCL2	CCL7	CCM2	CCND1	CCNF	CCNG1	CCNI	CCNL1	CD14	CD180	CD200	CD276	CD38	CD44	CD63	CD81	CD82	CDCA4	CDH13	CDK1	CDK14	CDK5	CDK6	CDKN3	CDV3	CEBPB	CEBPD	CEP63	CERK	CFL1	CFLAR	CGRRF1	CHCHD4	CHCHD5	CHD2	CHSY1	CIPC	CISD2	CISD3	CLCF1	CLIC4	CLN6	CLP1	CLSTN1	CLTA	CLTC	CNKSR3	CNN3	CNOT11	COASY	COG6	COMMD8	COPS8	COPZ2	COQ5	CORO7	CPE	CRAT	CREB3	CRIP2	CRK	CRTC2	CSPG4	CSRNP1	CSRP1	CTBP2	CTCF	CTDSP1	CTGF	CTNNA1	CTNND1	CTPS1	CTSB	CTSD	CWC15	CXCL1	CYR61	CYTH3	DAD1	DAP	DAPK3	DBN1	DBNDD2	DCAF5	DCAKD	DCBLD2	DCPS	DDR1	DDX1	DDX20	DDX27	DDX52	DDX6	DERL1	DGUOK	DHRS9	DHX16	DKK3	DLG1	DNAJB12	DNAJB6	DNAJC22	DNAL4	DNMT1	DOK1	DOK5	DPAGT1	DPF2	DPM1	DPM2	DPYSL3	DRAP1	DSCR3	DSN1	DSTN	DTNBP1	DTWD1	DTX2	DUSP1	DUSP10	DUSP18	DUSP6	DUSP7	DUT	DYSF	EAPP	EDEM3	EED	EFHD2	EFNB2	EGR2	EGR3	EHD4	EID1	EIF6	ELK3	ELN	ELP5	EMD	EMP1	EMP3	ENO1	ENSA	EPHA2	EPN1	EPN2	EPYC	ERAP1	ERCC1	ERF	ERRFI1	ESM1	ESYT1	ETS1	ETV4	EXT1	FAAP20	FADS1	FADS2	FADS3	FAF1	FANCE	FASN	FAT1	FBLIM1	FBLN5	FBN1	FBXL12	FBXO31	FDPS	FERMT2	FEZ2	FGF2	FGFR2	FGFR3	FHL1	FHL2	FHL3	FIBIN	FJX1	FKBP8	FLAD1	FLII	FLNC	FLOT1	FLT1	FN1	FOSB	FOSL2	FOXC1	FOXC2	FOXJ2	FOXO1	FOXP1	FOXS1	FRMD6	FRMD8	FSCN1	FSTL1	FTH1	FTL1	FURIN	FZD2	GAB1	GALE	GALK2	GALNT4	GALT	GAPDH	GAS6	GATA2	GATA6	GCHFR	GCNT2	GFPT1	GGCX	GGNBP2	GID8	GJA1	GLIS2	GLRX	GLRX5	GLTSCR2	GMDS	GNAQ	GNB2	GNL1	GPANK1	GPN2	GPR137	GPR153	GPR176	GPS2	GPSM1	GPX1	GPX4	GPX8	GRASP	GRB14	GREM1	GRK5	GSDMD	GSTP1	GULP1	GYPC	HAUS8	HAX1	HBEGF	HDDC2	HDGF	HERPUD2	HEXB	HEY2	HIP1	HIRIP3	HIVEP2	HK1	HMGA1	HMGA2	HNRNPA3	HNRNPF	HNRNPK	HNRNPL	HNRNPR	HNRNPU	HNRNPUL1	HNRNPUL2	HOXA2	HRASLS	HSBP1	HSF2	HSPA4	HSPB2	HSPH1	HTRA1	HTRA2	ICT1	ID1	ID3	IER2	IER5	IFFO2	IFI30	IFITM2	IFITM3	IFRD2	IGFBP7	IKBKB	IMP4	IMPDH2	INCENP	INHBA	IPO4	IPO9	IQGAP1	IQGAP3	IRAK4	IRF1	IRF7	IRS2	ISCA1	ISCU	ITGA5	ITGB1	ITGB5	ITPKC	ITPRIPL2	JAG1	JMJD6	JOSD1	JPH2	JUN	JUND	JUP	KALRN	KANK2	KAT5	KATNB1	KAZALD1	KCNK2	KCNN4	KCTD10	KIRREL	KLF13	KLF3	KLF6	KLF9	KLHL21	KLHL26	KLHL40	KRT8	LACTB	LAMA5	LAMC1	LARGE	LASP1	LAYN	LBH	LDB1	LDLR	LENG8	LFNG	LGR4	LHFP	LIF	LIMK2	LIMS1	LITAF	LLGL1	LMCD1	LMNA	LMNB2	LMO4	LMO7	LMOD1	LNC215	LNP	LOXL1	LOXL4	LPAR6	LPP	LRFN4	LRP1	LRP10	LRRC58	LRSAM1	LSM10	LSM4	LSP1	LTBP1	LTBP2	LTBR	LTN1	LUM	LUZP1	MAFF	MAFK	MANF	MAP6	MAPK6	MARK2	MARVELD1	MBD6	MBNL1	MBNL2	MCFD2	MCU	MDM2	MEAF6	MED21	MEIS1	METRNL	METTL9	MGP	MICAL2	MIR145	MIR1949	MIR1956	MIR21	MIR214	MIR24-2	MIR3568	MIR568	MKNK2	MLEC	MLLT10	MLLT11	MMADHC	MMS19	MNT	MOB2	MPDU1	MPG	MPRIP	MRC2	MRPL14	MRPL21	MRPL43	MRPL45	MRPL52	MRPS23	MRPS27	MRPS34	MRVI1	MSMO1	MSN	MTA1	MTA2	MTAP	MTMR11	MTSS1	MVP	MYADM	MYC	MYH9	MYL9	MYO10	MYOF	MYPOP	MYRF	NAA20	NAA38	NAB2	NACC1	NACC2	NAPA	NAT9	NCAPD3	NCDN	NCOR1	NCOR2	NDEL1	NDFIP2	NDST1	NDUFS8	NEDD4	NEDD9	NEK6	NFIA	NFIC	NFIL3	NFKBIE	NFKBIL1	NFKBIZ	NFU1	NGF	NLN	NME1	NMT2	NOCT	NOTCH1	NOTCH2	NOX4	NPEPPS	NPR3	NREP	NRG1	NRP1	NRP2	NSMAF	NSMCE2	NTHL1	NTMT1	NUAK1	NUAK2	NUCB2	OAF	OBFC1	OCIAD1	ORAI3	OSBPL5	OSBPL9	OSR1	OXSR1	PABPC1	PACSIN2	PAF1	PAK1	PAK4	PANK1	PAPD7	PARVA	PAWR	PBX1	PCCB	PCDH20	PCDH7	PCOLCE	PCYT2	PDGFA	PDGFB	PDGFC	PDGFRB	PDK2	PDLIM1	PDLIM2	PDLIM5	PDLIM7	PDP1	PEA15	PEAK1	PEAR1	PELO	PFDN1	PGAM1	PGLS	PGRMC2	PHF1	PHLDA1	PHLDB1	PHYHD1	PIAS4	PICALM	PIEZO1	PIGC	PIM1	PIM3	PITPNA	PKD2	PKM	PKN3	PKP1	PLAUR	PLCB3	PLCB4	PLCD1	PLCD3	PLD1	PLEC	PLEKHJ1	PLEKHM2	PLK3	PLN	PLOD2	PLSCR2	PLSCR4	PLXDC2	PLXNB2	PMAIP1	PMEPA1	PNPO	POFUT2	POLDIP3	POMGNT1	POP4	POR	POSTN	PPARD	PPFIA1	PPIC	PPIF	PPIL1	PQLC3	PRAGMIN	PRDX2	PRDX5	PRICKLE1	PRKACB	PRKCDBP	PRKG1	PRNP	PRPF3	PRRG4	PRRX1	PRRX2	PRSS23	PRTFDC1	PSMB3	PSMC3	PSMC4	PSMD13	PSMD2	PSMD7	PTBP1	PTDSS2	PTEN	PTGES3	PTGIS	PTK2	PTMA	PTMS	PTPN1	PTPN12	PTPN21	PTPN9	PTPRM	PVRL1	PXDN	RAB23	RAB30	RAB31	RABGAP1	RABGGTA	RAI1	RAI14	RAMP2	RAMP3	RAN	RAPGEF3	RARG	RASA1	RASA3	RASGRP3	RASSF1	RASSF8	RBFOX2	RBMS1	RBPMS	RECK	RELA	RFX5	RFXANK	RGS10	RGS2	RGS3	RHOC	RHOD	RHOG	RHOQ	RIN2	RING1	RIOK3	RNASEK	RND3	RNF167	RNF216	RNF4	RNF44	ROCK1	ROCK2	RP9	RPL14	RPL26	RPL28	RPL30	RPL35	RPLP0	RPP14	RPS11	RTN4	RUNX1	RXRA	SAE1	SAP18	SAPCD2	SBF2	SBNO2	SCAF1	SCAF11	SCAMP4	SCARA3	SCARB1	SCD2	SCRN1	SCYL1	SDC4	SDHC	SEP15	SEPT11	SEPT4	SEPT7	SEPT8	SEPT9	SERINC3	SERPINE1	SERPINF1	SERPINH1	SERTAD3	SESN2	SESN3	SETD5	SETD7	SF1	SFXN3	SHFM1	SIK3	SIPA1	SIRT3	SIVA1	SLFN2	SLMAP	SMAD3	SMAD6	SMAD7	SMARCA2	SMARCA5	SMARCD3	SMG6	SMIM14	SMIM15	SMIM20	SMIM3	SMNDC1	SMOC1	SMURF1	SMURF2	SNAI1	SNAP23	SNN	SNTB1	SNX13	SNX18	SNX24	SNX33	SOAT1	SOCS3	SOCS5	SOD3	SOX12	SOX4	SOX9	SP1	SPARC	SPCS3	SPECC1	SPHK1	SPP1	SPRED2	SPRY2	SPRYD3	SPSB1	SPTBN1	SQSTM1	SRA1	SRGAP2	SRP14	SRP9	SRR	SRSF3	SS18	SSRP1	SSSCA1	ST5	STARD13	STARD7	STAT3	STEAP3	STIP1	STK10	STK40	STOML1	STON1	STRN3	STX4	STXBP1	SULF1	SUN1	SVBP	SWAP70	SYDE1	SYMPK	SYNC	SYNPO	SYT17	SYVN1	SZRD1	TACC2	TAGLN2	TANK	TARS	TBCC	TBPL1	TBX2	TCERG1	TCIRG1	TCOF1	TEAD1	TEC	TESK1	TFAM	TFG	TGFB1	TGFB2	TGFB3	TGIF1	TGM2	THADA	THAP11	THAP3	THBS1	THOC6	THRA	THRAP3	THRB	TIAL1	TIFA	TIMP2	TJAP1	TKT	TLE3	TMBIM1	TMEM109	TMEM115	TMEM192	TMEM204	TMEM223	TMEM230	TMEM259	TMEM261	TMEM80	TMPO	TMSB10	TMUB1	TMUB2	TMX1	TNFAIP2	TNIK	TNK2	TNRC18	TNS1	TOB1	TOB2	TOMM20	TPBG	TPCN1	TPM4	TPST2	TPX2	TRAF2	TRAF7	TRAK1	TRAPPC3	TRAPPC4	TRIB1	TRIB2	TRIM3	TRIM35	TRIM47	TRIM8	TRIP12	TRIP4	TRIP6	TRMT1	TSFM	TSPAN18	TSPAN2	TSPAN3	TSPAN5	TSPAN6	TSR3	TUBB6	TUFM	TXN2	TXNDC12	TXNIP	TXNL1	UBC	UBL7	UBTF	UBXN1	UCHL1	UCK2	UGCG	UHRF1	UQCR11	UQCRFS1	UQCRH	UQCRQ	USE1	USP20	USP24	USP39	USP4	UTRN	UVRAG	VAC14	VAMP2	VANGL1	VAPA	VAPB	VASP	VCL	VDAC1	VEGFA	VGLL4	VLDLR	VMP1	VOF16	VPS52	VRK1	WASF2	WBP4	WBSCR27	WDR1	WDR24	WDR33	WDR74	WDR81	WISP1	WISP2	WLS	WSB2	WWC2	WWP2	YRDC	YWHAH	YWHAZ	YY1	ZBTB38	ZEB2	ZFAND5	ZFP281	ZFP422	ZFP496	ZFP503	ZFP637	ZFP703	ZFP91	ZFPM1	ZFR	ZMIZ1	ZMYND8	ZYX
AHR	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
ARNTL	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
ATF4	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
