GENE	test_TSS_SIGNAL	test_DISTAL_SIGNAL	regionID
3496	Itpka	363.0532	453.6002	2_RASMC_H3K27AC_PDGF_2H_REP2_16836_lociStitched_1,2_RASMC_H3K27AC_PDGF_2H_REP2_16836_lociStitched_1,2_RASMC_H3K27AC_PDGF_2H_REP2_16836_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_16837_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_16837_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_19231_lociStitched_1
2083	Efnb1	278.4	233.8168	4_RASMC_H3K27AC_PDGF_24H_NEW_31326_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_31326_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_31326_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_31326_lociStitched_3
8074	Tor1aip2	722.8	664.6556	5_RASMC_H3K27AC_PDGF_24H_REP2_5247_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_5247_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_5247_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_7788_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_7788_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_7788_lociStitched_3
5603	Pold2	478.6	1688.7872	4_RASMC_H3K27AC_PDGF_2H_NEW_9209_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_9209_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_9209_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_9209_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_NEW_9206_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_8806_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_8806_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_9470_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_9764_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_9764_lociStitched_3
1661	Cyp4f1	151.2252	445.9082	3_RASMC_H3K27AC_UNSTIM_NEW_27424_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_27424_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_27426_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_11854_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_11854_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_26196_lociStitched_1
8252	Ttc21b	570.3792	195.4278	1_RASMC_H3K27AC_PDGF_2H_NEW_18133_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_18133_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_18132_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_18132_lociStitched_2
6135	RGD1564664	500.4	3417.7996	6_RASMC_H3K27AC_PDGF_2H_NEW_18456_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_18456_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_18455_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_18455_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_18455_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_16613_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_19870_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_19872_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_19869_lociStitched
219	Agpat5	591.8	3193.9566	4_RASMC_H3K27AC_PDGF_2H_NEW_11265_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_11265_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_11265_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_11265_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_11264_lociStitched,3_RASMC_H3K27AC_UNSTIM_REP1_5164_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_11610_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_11982_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_11611_lociStitched
2474	Fbln5	859	15137.3042	8_RASMC_H3K27AC_PDGF_24H_NEW_25705_lociStitched,8_RASMC_H3K27AC_PDGF_24H_NEW_25705_lociStitched,17_RASMC_H3K27AC_UNSTIM_REP1_11699_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_25114_lociStitched,13_RASMC_H3K27AC_UNSTIM_NEW_26916_lociStitched_1,13_RASMC_H3K27AC_UNSTIM_NEW_26916_lociStitched_2,13_RASMC_H3K27AC_UNSTIM_NEW_26916_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_REP2_22417_lociStitched,8_RASMC_H3K27AC_PDGF_24H_NEW_25697_lociStitched,9_RASMC_H3K27AC_PDGF_24H_REP2_15386_lociStitched,1_RASMC_H3K27AC_PDGF_24H_REP2_15388_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_25107_lociStitched
5114	Osr1	665.6	5713.0732	2_RASMC_H3K27AC_UNSTIM_NEW_25966_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_25966_lociStitched,12_RASMC_H3K27AC_PDGF_2H_REP2_21679_lociStitched_1,12_RASMC_H3K27AC_PDGF_2H_REP2_21679_lociStitched_2,12_RASMC_H3K27AC_PDGF_2H_REP2_21679_lociStitched_3
2040	Ebf1	833.6	660.2739	6_RASMC_H3K27AC_PDGF_24H_REP2_2556_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_2556_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_2556_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_2556_lociStitched_3
566	Aste1	232.6544	5.8716	4_RASMC_H3K27AC_PDGF_24H_NEW_29257_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_29257_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_29257_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_29257_lociStitched_3
4769	Nek11	232.6544	5.8716	4_RASMC_H3K27AC_PDGF_24H_NEW_29257_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_29257_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_29257_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_29257_lociStitched_3
4259	Mfap5	676.4	4127.9381	3_RASMC_H3K27AC_PDGF_2H_NEW_21276_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_21276_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_21809_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_22833_lociStitched,7_RASMC_H3K27AC_UNSTIM_NEW_22834_lociStitched_1,7_RASMC_H3K27AC_UNSTIM_NEW_22834_lociStitched_2,7_RASMC_H3K27AC_UNSTIM_NEW_22834_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_19027_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_22837_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_21806_lociStitched
7941	Tmem192	6.147	188.825	4_RASMC_H3K27AC_PDGF_24H_NEW_11139_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_11139_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_11139_lociStitched_2
6150	RGD1566386	331.4366	448.6236	1_RASMC_H3K27AC_PDGF_2H_NEW_6776_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_6776_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_6984_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_6984_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_6985_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_6985_lociStitched_3
3035	Gxylt1	611.8	298.2491	4_RASMC_H3K27AC_UNSTIM_NEW_28876_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_28876_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_28876_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_28876_lociStitched_3
8880	Zfp322a	590.4	170.1372	6_RASMC_H3K27AC_PDGF_24H_NEW_12419_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_12419_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_12419_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_12419_lociStitched_3
8073	Tor1aip1	1057.6	664.6556	5_RASMC_H3K27AC_PDGF_24H_REP2_5247_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_5247_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_5247_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_5247_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_7788_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_7788_lociStitched_3
268	Aktip	532	184.2764	4_RASMC_H3K27AC_PDGF_24H_NEW_13958_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_13958_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_13958_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_13958_lociStitched_3
4417	Mospd2	226	71.9202	4_RASMC_H3K27AC_PDGF_24H_NEW_31161_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_31161_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_31161_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_31161_lociStitched_4
3795	Lancl1	479	99.8267	5_RASMC_H3K27AC_PDGF_2H_NEW_29624_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_29624_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_29624_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_29624_lociStitched_3
8068	Top2a	277.6608	1067.0534	3_RASMC_H3K27AC_UNSTIM_NEW_5213_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_NEW_5213_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_NEW_5213_lociStitched_2,1_RASMC_H3K27AC_PDGF_2H_REP2_4791_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_5214_lociStitched
7932	Tmem18	576	176.4153	6_RASMC_H3K27AC_PDGF_24H_REP2_14923_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_14923_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_14923_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_14923_lociStitched_3
4908	Nphp3	621.6	446.4505	4_RASMC_H3K27AC_PDGF_2H_NEW_28591_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_28591_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_28591_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_28591_lociStitched_3
6237	Rad21	661.4	972.1107	5_RASMC_H3K27AC_UNSTIM_NEW_28205_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_28205_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_28205_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_28205_lociStitched_3
4717	Ndrg3	568.2	440.9145	3_RASMC_H3K27AC_PDGF_2H_REP2_17340_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_REP2_17340_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_REP2_17340_lociStitched_2,3_RASMC_H3K27AC_PDGF_2H_REP2_17340_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_11925_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_11925_lociStitched_3
5753	Pqbp1	172	324.8341	3_RASMC_H3K27AC_PDGF_2H_NEW_30308_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_NEW_30308_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_32514_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_32514_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_30307_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_30307_lociStitched_3
7741	Tead2	455.2	746.7713	4_RASMC_H3K27AC_UNSTIM_NEW_1246_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_1246_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_714_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_714_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_714_lociStitched_3
859	C1qtnf2	461.2461	1557.4919	6_RASMC_H3K27AC_UNSTIM_REP1_1800_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_1800_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_3605_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_3605_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_3911_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_4021_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_4021_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_3908_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_3908_lociStitched_3
8640	Wdr44	274.8	213.207	6_RASMC_H3K27AC_PDGF_24H_REP2_18828_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_18828_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_18828_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_18828_lociStitched_3
536	Arsi	805.8	25166.2903	4_RASMC_H3K27AC_PDGF_2H_NEW_13144_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_13144_lociStitched,8_RASMC_H3K27AC_UNSTIM_NEW_14069_lociStitched_1,8_RASMC_H3K27AC_UNSTIM_NEW_14069_lociStitched_2,8_RASMC_H3K27AC_UNSTIM_NEW_14069_lociStitched_3,30_RASMC_H3K27AC_PDGF_24H_NEW_13514_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_12045_lociStitched
3051	Hacd4	337.4	729.5048	1_RASMC_H3K27AC_UNSTIM_NEW_24182_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_24182_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_24183_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_23048_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_23048_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_23048_lociStitched_3
1899	Dnajc19	569.8	192.768	1_RASMC_H3K27AC_PDGF_2H_REP2_13841_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_13841_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_15665_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_15665_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_15665_lociStitched_3
298	Alkbh2	398.7378	336.4625	4_RASMC_H3K27AC_PDGF_2H_REP2_7053_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_7053_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_7053_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_7644_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_7644_lociStitched_2,1_RASMC_H3K27AC_PDGF_2H_REP2_7052_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_7055_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_7055_lociStitched_3
1668	Cys1	524.6	1627.6192	6_RASMC_H3K27AC_PDGF_2H_REP2_21768_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_21768_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_21768_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_21768_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_24333_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_24333_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_24913_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_24913_lociStitched_3
6008	Pygo1	574.2	140.3366	4_RASMC_H3K27AC_PDGF_2H_REP2_25252_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_25252_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_25252_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_17422_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17422_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_17422_lociStitched_3
2194	Endou	293.0508	7625.5035	10_RASMC_H3K27AC_PDGF_24H_REP2_16595_lociStitched,10_RASMC_H3K27AC_PDGF_24H_REP2_16595_lociStitched,7_RASMC_H3K27AC_PDGF_24H_NEW_27658_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_27658_lociStitched_3,8_RASMC_H3K27AC_UNSTIM_NEW_28955_lociStitched,7_RASMC_H3K27AC_PDGF_2H_NEW_27076_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_NEW_27076_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_24136_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_24136_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_27074_lociStitched_2
149	Adamts5	466.2	3078.3147	3_RASMC_H3K27AC_PDGF_24H_NEW_5773_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_5773_lociStitched,7_RASMC_H3K27AC_UNSTIM_REP1_2557_lociStitched_1,7_RASMC_H3K27AC_UNSTIM_REP1_2557_lociStitched_2,7_RASMC_H3K27AC_UNSTIM_REP1_2557_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_REP1_2558_lociStitched,2_RASMC_H3K27AC_UNSTIM_REP1_2559_lociStitched
5494	Pkia	498.2	84.7822	6_RASMC_H3K27AC_PDGF_24H_NEW_15482_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_15482_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_15482_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_15482_lociStitched_3
5232	Pcca	449	69.33	4_RASMC_H3K27AC_PDGF_24H_NEW_10749_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_10749_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_10749_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_10749_lociStitched_3
4386	Mmp28	254.8704	2089.5595	2_RASMC_H3K27AC_PDGF_2H_REP2_4442_lociStitched_1,2_RASMC_H3K27AC_PDGF_2H_REP2_4442_lociStitched_1,1_RASMC_H3K27AC_UNSTIM_NEW_4883_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_4884_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_4885_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_4756_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_4756_lociStitched_3
7120	Slc35f2	480.8	1226.4879	1_RASMC_H3K27AC_UNSTIM_NEW_29782_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_29782_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_29784_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_29784_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_29784_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_REP1_12932_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_24848_lociStitched,4_RASMC_H3K27AC_UNSTIM_REP1_12931_lociStitched
1539	Crnkl1	528.4	2505.1095	4_RASMC_H3K27AC_PDGF_24H_NEW_19660_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_19660_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_19660_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_19660_lociStitched_3,9_RASMC_H3K27AC_UNSTIM_REP1_8992_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_20619_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_11823_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_11823_lociStitched_3
3368	Il11ra1	380	2679.1444	6_RASMC_H3K27AC_PDGF_24H_NEW_22539_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_22539_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_19651_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_19651_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_22542_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_19647_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_19647_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_REP2_13498_lociStitched,7_RASMC_H3K27AC_PDGF_2H_REP2_19650_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_19650_lociStitched_2,7_RASMC_H3K27AC_PDGF_2H_REP2_19650_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_19648_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_19648_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_13499_lociStitched
4845	Nkd1	6.3175	1532.6803	2_RASMC_H3K27AC_PDGF_24H_NEW_13975_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_13975_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_14568_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_12482_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_12482_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_13622_lociStitched
6117	RGD1562618	86.9008	924.2438	1_RASMC_H3K27AC_PDGF_2H_REP2_24962_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_24962_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_NEW_27958_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_27957_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_27957_lociStitched_2,1_RASMC_H3K27AC_PDGF_2H_REP2_24960_lociStitched
6351	Rcan2	373	3506.9245	1_RASMC_H3K27AC_UNSTIM_REP1_13466_lociStitched,1_RASMC_H3K27AC_UNSTIM_REP1_13466_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_26069_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_26069_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_26069_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_31164_lociStitched,4_RASMC_H3K27AC_UNSTIM_REP1_13464_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_31166_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_31168_lociStitched
20	Abca8a	234.4524	0	1_RASMC_H3K27AC_UNSTIM_REP1_2419_lociStitched_1,1_RASMC_H3K27AC_UNSTIM_REP1_2419_lociStitched_1
197	Afap1l2	251.959	2374.5854	3_RASMC_H3K27AC_PDGF_2H_REP2_3211_lociStitched,3_RASMC_H3K27AC_PDGF_2H_REP2_3211_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_3575_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_3576_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_3329_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_3577_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_3577_lociStitched_2
4456	Mrpl16	1073.2	1369.224	6_RASMC_H3K27AC_PDGF_2H_REP2_2638_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_2638_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_2638_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_2638_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_2969_lociStitched
4953	Nrp1	561.1888	1626.9231	1_RASMC_H3K27AC_UNSTIM_NEW_15277_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_15277_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_9022_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_9022_lociStitched_2
3935	Lrrc28	513.6	3866.8178	7_RASMC_H3K27AC_PDGF_2H_REP2_1240_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_1240_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_1240_lociStitched_2,7_RASMC_H3K27AC_PDGF_2H_REP2_1240_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_1428_lociStitched,7_RASMC_H3K27AC_PDGF_2H_NEW_1353_lociStitched
6650	Rpusd3	486.164	2439.0507	4_RASMC_H3K27AC_PDGF_24H_NEW_21617_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_21617_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_21617_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_18876_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_18872_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_18872_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_REP2_12978_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_12978_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_22641_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_22646_lociStitched_2,3_RASMC_H3K27AC_UNSTIM_NEW_22642_lociStitched
6190	Rab27b	100.9284	0	1_RASMC_H3K27AC_PDGF_2H_REP2_12212_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_12212_lociStitched_1
1761	Ddx3	246.6	558.3509	6_RASMC_H3K27AC_PDGF_24H_REP2_18968_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_18968_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_27473_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_27473_lociStitched_2
5191	Papss2	572.8	520.8822	4_RASMC_H3K27AC_UNSTIM_NEW_3217_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_3217_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_3217_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_3217_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_REP2_2067_lociStitched
4556	Mtm1	406.8	216.6088	4_RASMC_H3K27AC_PDGF_24H_NEW_24554_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_24554_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_24554_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_24554_lociStitched_3
2371	Fam13a	394.4	1151.2839	3_RASMC_H3K27AC_PDGF_24H_NEW_20990_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_20990_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_22008_lociStitched_1,2_RASMC_H3K27AC_UNSTIM_NEW_22008_lociStitched_2,2_RASMC_H3K27AC_UNSTIM_NEW_22008_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_22009_lociStitched
