brd4_unstim	brd4_2	brd4_24	h3k27ac_unstim	h3k27ac_2h	h3k27ac_24h	rna_unstim	rna_2h	rna_24h	brd4_log2_2_v_0	brd4_log2_24_v_0	h3k27ac_log2_2_v_0	h3k27ac_log2_24_v_0	rna_log2_2_v_0	rna_log2_24_v_0
Camk2b	1740.89675	1778.4796	2428.78915	5243.9564	8908.9689	5653.41915	0.827449434677265	0.795751425033823	1.63652124991481	0.0308137846753507	0.480406609579321	0.764602777218775	0.108467973211166	-0.0563533162695405	0.983889278795028
Gtf2e2	1000.709	1022.3325	1277.6571	3357.38	4520.2449	2879.6387	31.1677097612676	22.7206660743134	44.0552474194442	0.0308419815534346	0.352478186694855	0.42906510224012	-0.221448023325472	-0.456047018777083	0.49926172076458
Sel1l	1266.33895	1293.74645	1395.78635	2008.9342	3545.35225	2319.40815	36.7083426049393	37.8066353489703	53.4467456602562	0.0308912937420516	0.140414518069862	0.819498662908615	0.207326404436657	0.0425314828029135	0.541994128098491
Tcf12	2462.7462	2516.1106	3346.2472	9944.8742	18133.94165	10839.13755	17.7599511021825	17.0601677201181	30.0328125929011	0.0309273822009448	0.442276069109822	0.866667521272376	0.124224942118838	-0.0579957795775545	0.757911980998899
Nfatc4	7207.88045	7364.16895	11095.3059	26566.506	38362.63915	39384.7031	8.72649936861684	7.73587220915792	21.2305983296173	0.0309476428283073	0.622302455596119	0.530093475171636	0.568026901551972	-0.173839070657576	1.28267009191712
Ccnt1	3605.83385	3684.1249	5211.109	11155.17905	16225.61505	12946.6292	0.527100367660577	0.435336979237532	0.489525201393147	0.0309890511734956	0.531257510080415	0.540559495986455	0.214862854744478	-0.275945124840073	-0.106694564814406
Ensa	8858.02415	9050.381	13825.3844	32598.60225	31545.93145	40937.74465	25.0883049363831	18.9008081189622	41.0724107483837	0.030993597073401	0.642262757986693	-0.0473561569050069	0.328621516847562	-0.408567080612914	0.711154628958643
Hltf	1859.83255	1900.25375	1730.4071	4669.8467	5733.60335	3065.86675	10.1180874167937	6.57642705808791	11.8626806091875	0.0310193472597238	-0.104061244231874	0.296066912105493	-0.607080195117177	-0.621560716219525	0.229493443730023
Ormdl3	2666.13525	2724.14285	3694.58145	9472.3118	15193.216	9114.25015	64.3524630615299	112.388526009705	102.086812733943	0.0310523895591022	0.470660965716464	0.681638806318672	-0.0555926035692114	0.804427482068366	0.665729242146628
Ccndbp1	6460.43045	6601.10445	6926.90395	20331.75805	15367.17745	15586.44635	23.7025557682967	14.3552199364207	31.9411699985329	0.0310771331747812	0.100580376241286	-0.40388276390112	-0.383442931192519	-0.723467194297059	0.430374530789847
Nob1	5753.72195	5879.0445	9813.05705	14682.09525	20385.72585	24159.27415	54.7555406035062	50.6078570047294	55.1896660978596	0.0310861938911895	0.77020714336127	0.473501459290189	0.718519243704344	-0.113643570962516	0.0113932016067881
Dram1	6022.34345	6153.58625	6828.9928	17207.38085	19189.26295	15581.96335	18.5075560366721	16.4136170122661	14.8344131620197	0.031102457846627	0.181347826545501	0.157271779146209	-0.143150493733518	-0.173221201119588	-0.319166540704429
Hsf2	1259.74985	1287.21185	1255.7951	4063.58405	4701.60405	3674.5787	10.6655708624779	9.05641968346748	16.7962468368409	0.0311122280804934	-0.00453619635259273	0.210400311331432	-0.145173884163816	-0.23594846559637	0.655177708872192
Arfgap2	2985.33535	3050.57255	3974.33985	8363.89185	10996.3036	8373.13445	38.4973606247226	40.3486010946635	41.9718885756097	0.0311870398187786	0.41282224219454	0.394772332009046	0.00159338395021358	0.0677591172744485	0.124663842315751
Taf6	2927.72195	2991.84165	3543.62705	8295.66345	8465.6974	7792.34705	20.181660914257	13.4551318645975	35.0873823625604	0.0312552740541854	0.275448229760224	0.0292715554448559	-0.090299433506809	-0.584888380606792	0.797907411295941
Desi2	1876.87735	1918.0146	2170.69485	5757.40185	7980.5145	5113.0107	16.300276454906	22.277060972077	27.1121924212394	0.0312793260945927	0.209822554160555	0.471063847603034	-0.171244866554021	0.450662476518827	0.734045348129387
Tmpo	10588.38085	10820.6118	12761.0122	24410.1344	27034.40955	25769.32115	29.4920739965691	22.8926999874807	16.7487296040591	0.0313000790920288	0.269260775113574	0.147316608827493	0.0781742938017	-0.365439656059561	-0.816275610967544
Fkbp8	5594.24405	5717.09105	8106.2064	10696.16245	19749.1999	16052.2971	102.706133226015	92.4231863089662	183.467823317502	0.0313380736742381	0.535083716670412	0.88470092460552	0.585686481329219	-0.152195603886526	0.837004728066217
Rnf20	668.6392	683.33545	865.46805	3029.42535	4288.32	3299.40555	12.9251919263191	12.5791276581506	18.1989022183576	0.0313660350786584	0.372252623761737	0.50136840995234	0.123161963587433	-0.0391538261401991	0.493665724498201
Sssca1	13353.717	13647.3811	18390.0821	37474.94295	49228.85915	41586.34935	20.8880218787791	44.0676423781246	38.7521209014496	0.0313827567486324	0.461686549271695	0.393578024459714	0.150183761937742	1.07704384050789	0.891599397279145
Rnf40	4372.89055	4469.4265	5667.67565	8775.13835	9803.67325	9455.949	15.9151994237669	17.017605647742	24.1730584196547	0.0315024827300938	0.374169958648334	0.159900529607796	0.107800383142887	0.0966228315887099	0.602994782443639
Alkbh3	5194.1012	5308.7926	5838.80915	10753.6833	12106.2677	10458.7168	23.599178906532	38.0074908665198	20.8045383488141	0.0315096571735456	0.168800032066207	0.170923268683623	-0.0401250340181765	0.687547121883003	-0.1818383888891
Mblac2	1272.21225	1300.4643	1698.09655	3814.631	4858.2736	4414.98755	3.55345048973919	1.92953968021384	6.51923008330274	0.0316874120822188	0.416579106398389	0.348900231655547	0.210865861711282	-0.8809638857228	0.875480994845437
Myo9a	2226.4492	2276.2221	2683.46685	8977.9934	10479.5844	8931.11845	4.82811577265224	5.2154304733232	5.29099551729461	0.031896639217047	0.269353371238351	0.223116562724705	-0.00755217934898589	0.111326064737844	0.132078924774886
Anapc5	2206.7176	2256.1822	2734.986	4983.06475	6157.4845	5615.703	154.351511021675	160.082083069577	184.279629869348	0.0319815629672107	0.309631432493248	0.305307770548811	0.172433316713594	0.0525922392984679	0.255676999102973
Taf13	3068.18305	3137.0607	3142.99955	6952.7228	7837.7568	5574.6706	20.6482864062321	18.2844734434053	24.4554238315106	0.0320288869948175	0.0347575079495783	0.17286273636225	-0.318691510887904	-0.175402977356816	0.244132410042596
Lbhd1	9304.34835	9513.27095	11541.0658	17239.79875	21910.4077	17769.49215	41.0272359266639	37.0652014719071	51.8180063581382	0.0320363569492148	0.310799444151572	0.345873396539853	0.0436595167772964	-0.146516607398563	0.336871549718817
Smap2	5901.638	6034.1978	7426.57405	15285.30925	16417.6639	15923.543	21.0494700202394	56.7224543825682	55.4541594669436	0.0320465584102774	0.33158140498047	0.103103117050891	0.0590156314014614	1.43013604955915	1.39751176727633
Ccnl1	4619.04335	4723.6021	6579.72145	18000.3665	26984.41175	17377.6378	27.7014830082172	44.6485983964592	27.7346042596568	0.0322933561530903	0.510432423278235	0.584099956315585	-0.0507942959765213	0.688651673638006	0.00172392653380449
Comt	5513.06015	5637.9635	7181.95815	16623.65775	20996.42045	17559.68895	52.3656561169055	53.090231310124	78.2602288382268	0.0323207960002243	0.38152390432084	0.3369055354209	0.0790294321213025	0.0198254931769313	0.579658394771577
Rbpms2	6993.91505	7152.7919	9394.19425	21939.1796	27457.29025	23607.76365	6.00900918423795	9.62617267067345	8.34566016724337	0.0324061962631781	0.425669152694084	0.323679675264803	0.105751804164093	0.679835175152242	0.473899048786866
Ccs	6223.39025	6364.7952	6219.42155	6683.9004	6858.0149	7017.46935	17.2806127314554	16.2314472872794	54.5447519401594	0.0324133771694761	-0.000920310311682826	0.037100803464698	0.0702606222639943	-0.0903627286739637	1.65828602024417
Ackr3	14875.02525	15214.5403	21452.64075	38234.44535	22296.29745	34352.73605	92.2257351837918	25.9457266228526	18.6218069443039	0.0325586268128841	0.528263132340015	-0.778068791341346	-0.154447937529239	-1.8296724446811	-2.30817631466756
Ubxn11	2548.1605	2606.40245	4190.9925	6050.44985	9247.1942	11617.4002	0.797279927567161	0.504301881009039	3.24384121548559	0.0326037141691398	0.717835788761933	0.611973276422676	0.941172935702022	-0.66079874161333	2.02454494885625
Ap1s3	2290.35085	2342.80455	3088.60175	4177.00475	5819.935	4645.4803	4.24856771754124	4.3192607396602	4.04236355308592	0.0326679853131768	0.431385243069247	0.478534256366679	0.153358981633847	0.0238078499018477	-0.0717774826138373
Glb1	2061.05135	2108.40115	3070.5892	7577.03135	12375.97395	10312.9303	51.9563504805222	60.3808543068878	98.1738894495619	0.032768934773717	0.575135064386787	0.707837443022797	0.44474969391023	0.216791072648932	0.918039276591123
Thumpd3	8519.68735	8715.8211	8399.6121	23625.90475	19278.994	19283.08155	12.6036020875497	6.52977541650899	16.7480880187443	0.0328360958265996	-0.0204777835718488	-0.293339806101127	-0.29303395699667	-0.948730834350403	0.410160292833539
Plekha5	848.7718	868.31455	1259.8399	1772.2436	3988.25465	3212.64745	4.71279565612638	6.22969212392049	16.2891821506233	0.032841034447241	0.569791778836162	1.17018060861209	0.85818575068337	0.402577737580639	1.78925913719457
Arhgap18	743.7347	760.88265	1323.58035	1083.0384	1428.01535	1816.9315	4.08179713912511	1.84702220924127	17.1951449882476	0.0328858810900119	0.831585788716696	0.398927091475699	0.74641963388898	-1.14400326988451	2.07472489172691
Klhl21	5259.53295	5381.09955	7148.4843	19089.2765	29990.72365	23337.4518	20.7279101811502	90.177612336969	25.9559357518712	0.0329663038733159	0.442702685366459	0.651753909204514	0.289884618389765	2.1211946426469	0.324489830956916
Ict1	8048.15925	8234.1985	13187.82885	22189.95805	31029.18115	29113.4575	23.7230817833932	32.3454898468882	44.5135742814029	0.0329693755833187	0.712476311788292	0.483718684985959	0.391779243263947	0.44727312381958	0.90795391113804
Arf6	6025.2435	6164.7126	7655.6749	13990.088	24204.297	14613.7932	60.091223439708	151.277847402895	108.87845340636	0.0330140909012808	0.345510020152425	0.790858155227745	0.0629256596766119	1.33197453969054	0.857492278813642
Gsto2	4041.91625	4135.5532	5360.0071	9017.39045	8308.3147	8381.0645	0.323146798553488	0.662953692478284	0.433493586269278	0.0330408982502561	0.407195482862019	-0.118154127968269	-0.105576495307309	1.03671840239198	0.423820949521508
Polr3g	1269.0477	1298.62575	1695.5797	3795.659	4840.0105	4385.1704	2.83628397959651	2.54544249651632	3.35207684469579	0.0332394243390155	0.418032302099331	0.350659790089892	0.208282517127921	-0.156085513562215	0.241053234530331
Rasl11a	3908.2832	3999.5229	4911.8487	8764.26355	7431.5575	8547.32245	11.5129344551377	4.78460953802745	10.0549197278945	0.033292901368462	0.32973111104441	-0.237968266886126	-0.0361603187736161	-1.26678249996094	-0.195354035138723
Btbd10	2519.52195	2578.5587	2403.45475	3988.53805	5660.2954	3835.49635	16.7651821024067	25.3732244819562	29.6607161100411	0.0334148632877476	-0.0680403830610707	0.505017305462173	-0.0564467526774006	0.597838718044276	0.823085276068361
Rps15a	4645.9847	4755.13355	5447.17955	13694.2539	13155.80495	11075.6101	1943.32648819723	1717.77613080463	1882.39318452592	0.0335014572544576	0.229525018974046	-0.0578711424310505	-0.306184494427812	-0.177986271513937	-0.045960298791794
Camkmt	5263.5032	5387.2645	6993.19555	11235.2967	13069.36915	13653.94925	8.44700499731096	5.70031777218121	13.0542241520931	0.0335295737467423	0.409928522120856	0.21815128136574	0.281280071194738	-0.567397557966295	0.628004907274385
Anks6	1918.5606	1963.6911	2827.97365	5209.1483	7972.57445	8329.9606	4.09426873492658	4.49517963281024	9.66831473240726	0.0335436683172787	0.55974434283222	0.613998154838644	0.677262161814955	0.134772969293367	1.23965863844791
LOC100911664	2994.77475	3065.2318	3293.3289	10060.1463	15761.44775	10594.1354	52.3082066626374	62.665296660373	64.0131351741567	0.0335486822733628	0.137099103255652	0.647748772271141	0.074614566719907	0.260629406380615	0.291330659843291
Txnrd2	5507.08	5636.82225	7177.057	16611.88835	20980.7957	17557.84635	11.2668945208693	10.3308933561616	18.3677573079832	0.0335945083305038	0.382104812283869	0.336853312966232	0.0798998139520624	-0.125124906633049	0.705085562824705
Nudt22	13547.6706	13868.5936	19441.43765	35357.10345	51596.3034	44201.13285	7.97565910930597	3.40914193812095	19.0465235709271	0.0337766783618232	0.5210900924206	0.545267617872618	0.322083255475411	-1.22619508157374	1.2558520432996
Trpt1	13547.6706	13868.5936	19441.43765	35357.10345	51596.3034	44201.13285	1.60468982562972	0.698086358230545	2.57048055700919	0.0337766783618232	0.5210900924206	0.545267617872618	0.322083255475411	-1.20081703809785	0.67974363736609
Mplkip	1877.47735	1921.9735	2162.9268	6039.64355	8939.416	6293.1617	14.2507004485066	15.4722039938737	15.9463770377932	0.0337929414131075	0.204189337867703	0.565717178630837	0.0593216062622623	0.11864588914928	0.162195853678539
Sh3bp2	5544.53535	5676.1943	7767.64315	20878.95245	22342.7051	23296.76385	4.69849098110131	12.5215136891666	7.72107719394042	0.033857411737479	0.486410361097525	0.0977545378660718	0.15808023418964	1.4141395914657	0.716604657445974
Map1s	6156.94685	6303.6052	10973.15335	15563.2518	22247.11985	23244.82275	12.4445036096817	32.003850689165	25.634876144261	0.0339620659365849	0.833691152310722	0.515475044577437	0.578765895003409	1.36273681519778	1.04259924253601
Pnkd	13359.941	13679.23175	18255.8469	39045.15155	44313.8911	41363.8071	69.7022553607062	53.9866905159374	94.7658827827717	0.0340735715631943	0.450444961223511	0.182615599935321	0.0832255643942545	-0.368601558611084	0.443162421321947
Fam60a	2849.87765	2918.0111	3816.84195	7684.55465	7525.79695	8007.2636	1.69236384732864	0.577233651405692	1.43600701892331	0.0340853879187843	0.421479464536354	-0.030117287265794	0.0593476481445041	-1.55181245872327	-0.236976971156754
Wdr5b	1655.5879	1695.1772	1755.9268	4229.9649	4580.1642	4774.6019	2.72733264843493	0.943618113261693	4.57810120345307	0.03409247915409	0.0848890942760736	0.114753628220997	0.174734756159678	-1.53121565693972	0.747258681236607
Cdc16	2023.9509	2072.41055	2569.8654	4537.4408	5095.6101	4637.15135	35.6241559639199	44.2966886647354	41.7082325413304	0.0341355416101017	0.344518506970095	0.167376070961023	0.0313599946015746	0.314343023136344	0.227476343737267
Arrdc3	3588.11045	3674.1103	4180.28025	13533.86325	16475.40845	13309.879	16.027735004794	27.7910526251506	105.824916816834	0.0341706377697761	0.22037536491384	0.283740515909916	-0.0240762605523948	0.794049917452666	2.72303688729903
Ccdc62	3850.6092	3943.11525	5633.69755	15809.7604	21581.00405	14857.3995	5.26051107587353	0.800693642207125	3.97731756970598	0.0342491675639653	0.548995402623452	0.448946483821326	-0.0896338813869448	-2.71588071302677	-0.403407209860847
Specc1l	4428.80785	4535.24905	5584.455	21863.5326	19015.5263	19549.40435	18.3312975466023	8.01549506130631	18.6430383754594	0.0342633722625489	0.334498086355195	-0.201348653732492	-0.16140187249025	-1.19344537449219	0.0243280964506445
Phlpp2	991.85735	1015.85905	1255.6635	4292.87825	5083.84205	4926.4821	4.52377921880077	7.34121183532901	3.85365166811719	0.0344956920099317	0.340245343547581	0.243973950715899	0.198612558060605	0.698489711717637	-0.231302348696242
Elk4	3289.53955	3369.1434	4060.0125	12798.26205	14774.38245	11773.3095	8.12652866939453	14.9088899395037	12.5068944117743	0.0344961765306717	0.30359851089805	0.20714991725869	-0.120427989880909	0.875461716994792	0.622012471302352
Dpp8	3816.3977	3908.80305	4173.66945	12957.88385	18225.24875	12720.7365	28.8903428016311	25.875904959099	38.7768091744317	0.0345153745834441	0.129104825316684	0.492108374367296	-0.0266479295477602	-0.158978003537453	0.424606770880934
Aldh3a2	1745.05945	1787.4389	2462.01685	4746.60095	4703.1028	4111.4057	27.7924967641027	22.4100847305505	33.4524256441464	0.0346177406684056	0.49656444919543	-0.0132818996634878	-0.207263027172548	-0.31054734261417	0.267415378679629
Pelo	13058.48485	13376.68015	13002.2369	42830.9997	42496.00945	32562.1284	41.6044222792589	85.6834905130952	70.1722796221092	0.0347325960339422	-0.00622766823671661	-0.0113279783332043	-0.395460347542937	1.04228036716139	0.754164345067204
Adcy4	7711.3545	7899.38715	11640.6969	23022.2262	33236.0391	34376.9255	10.0820298427752	9.16426846833014	19.5677648734768	0.0347564386195369	0.594121234444653	0.529721113648046	0.578413177430136	-0.137694501542426	0.956692843800457
Setd4	1383.4102	1417.1767	2088.77075	5586.6416	7652.27095	6405.3995	13.1006248173049	12.9035971929877	18.2740186231508	0.0347906525269526	0.594425161508443	0.453906687232129	0.197307283190302	-0.0218623126617135	0.480158309763749
Ankrd13c	2033.563	2083.2374	2002.1779	9304.12175	11441.53985	8068.65755	15.7059796806679	21.5226525975636	17.3311422100919	0.034817567963124	-0.0224395183369666	0.29833934850452	-0.205541315226448	0.454541960612478	0.142052802791047
Prkaa1	3038.2437	3112.46405	2946.65685	6001.80185	7715.15705	6031.70715	11.977272236647	8.54473412114885	11.9521185790079	0.0348195794423951	-0.0441585316005817	0.362299835621746	0.00717069590044339	-0.487191872354461	-0.00303301248088372
Htt	2285.41945	2341.46695	2633.96635	6185.00305	9546.09745	7139.76915	5.91224942361088	6.49289754220463	8.50902108264912	0.0349537026165034	0.204777942887375	0.626136757380168	0.207103121745657	0.135155309236823	0.525286032503392
Kdm3a	1741.09735	1783.92675	1993.3638	4894.33555	8783.751	5376.1172	17.2002473735163	16.1808445142186	15.3809032060261	0.0350595071529156	0.195208163418203	0.843724143379056	0.135451575068521	-0.0881424066877807	-0.161289089344863
Tra2a	961.6215	985.3487	1460.36605	2985.5778	5253.84155	3971.7021	38.1895935611302	52.4578819275566	58.8866768856945	0.0351652105947071	0.602788977685934	0.815362527227231	0.411747252853001	0.457979991687299	0.624761695203669
Scnm1	2990.1114	3064.0381	3539.5357	8328.2362	8692.8916	8225.15735	12.3953682301418	12.182155038488	18.6827043359902	0.0352350019998919	0.243360891956167	0.0618251683849067	-0.017967707644214	-0.0250317599310494	0.591902171081074
Vamp2	14313.6656	14667.6205	19078.50775	39656.34295	51945.6922	47183.9217	29.7501588053468	28.0049350465258	42.5223515822494	0.0352416638367234	0.414555153007985	0.38945247248034	0.250743692942043	-0.0872162873360685	0.51532401387636
Pqlc1	1907.27815	1954.5661	2627.2946	5209.31445	9190.4577	5910.0209	14.8069302375297	43.5034078326679	19.8597195317758	0.0353331188632264	0.46206272372979	0.819043186743681	0.18206970715036	1.55485584558381	0.423572675502485
Wdr73	2184.53485	2238.7687	2887.59645	4208.7076	4068.5403	4412.0756	5.30986912595413	3.38952229964118	12.9847254351591	0.0353793614569469	0.402543014129501	-0.0488660008526889	0.0680802295121961	-0.647594340601197	1.29006730022541
Lcmt1	12382.8181	12690.24685	14587.9045	31117.8206	23042.7044	27952.21655	22.2290926378225	23.0640251022234	27.8048096878951	0.0353804500950954	0.236432977603185	-0.433430973591863	-0.154778331589389	0.0531952514719745	0.322885401879773
Cnot8	2736.44335	2804.85575	3920.0126	8900.7049	10168.4283	10690.5229	31.6069411810253	16.1302314203832	45.1326906353795	0.0356245867522738	0.518556301464239	0.192105202517194	0.264340919222098	-0.97047428558897	0.51393136640569
LOC306766	2009.8266	2060.1759	2845.1776	5835.145	8565.5853	7146.04345	25.6502774541008	27.434200455225	27.6725214333113	0.0356964848255235	0.501447673730384	0.553783324792235	0.292376179429986	0.0970010991174943	0.109479672511181
Apbb3	7191.04105	7371.79495	10434.66785	23087.6076	21812.2269	29755.77935	18.6441877974083	10.2638579674988	30.0376287640986	0.0358152969298562	0.537112127780238	-0.0819816167451712	0.366051219800601	-0.861152838413747	0.688044977950867
Sptlc2	4670.97505	4788.54145	4851.79	8682.7953	14334.76295	9850.7238	22.5154357901233	42.5371607094567	35.6543341299841	0.0358625509235928	0.0547933686410023	0.723286570025534	0.182070160938375	0.917809337260564	0.663163059338356
Net1	3653.34535	3745.3494	6201.0505	13096.2318	10916.02255	14215.31695	59.3245128408923	61.762787778434	141.170130401558	0.035882174760502	0.763294500707651	-0.262704482484095	0.118294503750819	0.0581095244111705	1.25073461357421
Exo5	2871.6317	2944.0699	3472.6185	8963.5621	7149.92415	8429.20085	4.12914673456695	4.04150382746151	6.97896670237375	0.0359411964569478	0.274153196986784	-0.326144232954073	-0.0886763104995012	-0.0309514735089822	0.757169761052015
Mmp17	2353.3517	2412.82205	2600.89055	5599.5928	5939.35455	6416.9799	0.216766598379976	0.289967255283451	0.349727040073262	0.0360045758108178	0.144288747148806	0.084984238116828	0.196572545439787	0.419747523710138	0.690086877566428
Gpkow	3842.59385	3939.9537	4991.71755	11553.3197	16382.47415	13181.6897	11.9808519471743	18.3509931722657	11.1854756888179	0.0360981799222024	0.377455807280132	0.503845803947238	0.190227863276601	0.615127644666297	-0.0991038887474982
Rab1a	4051.46225	4154.34325	5243.5641	14174.0886	25410.4559	15755.7636	198.997219144565	283.3533056357	309.753746718977	0.0361777247369286	0.372105060471899	0.842166287402835	0.152623703745203	0.509853763015277	0.638373462826101
Nsd1	2931.53075	3006.0088	4264.1096	8404.88145	10243.1721	9572.45165	8.53926696263383	4.43944631211447	12.2588050282965	0.0361950428868489	0.540590330206106	0.285363181900539	0.187660997571712	-0.943732474885951	0.521634219102637
Myo1c	9726.48115	9974.56735	13655.4248	40883.8373	39519.67405	39265.8428	251.752758625634	305.018418638941	220.809284325999	0.0363363046963663	0.489484329146322	-0.0489595640519109	-0.0582557486122965	0.276888776020955	-0.189206752790688
Cdc14b	5398.35655	5536.3513	6762.0643	11034.52375	13274.91825	12497.069	8.42543390407058	7.02297953167356	7.73642197405064	0.0364152228038428	0.324943467884413	0.266678612359755	0.179565407838531	-0.262667755540577	-0.123084498945856
Nit2	2160.8322	2216.1335	2196.53325	7061.19175	8337.8844	6730.60515	77.2858438147416	60.1297038533281	96.6430244922948	0.0364577483514115	0.0236412946981304	0.239769675780192	-0.0691754707078456	-0.362126331713227	0.322461420437389
Ampd2	4073.57185	4177.89415	4561.19605	14125.00315	16413.9231	13179.30065	17.1370950241022	17.1365660152396	35.2591068656452	0.0364815863449692	0.163117826868563	0.216668910070318	-0.0999773724471442	-4.45355669382863e-05	1.04087335748314
Dpy19l1	1202.6367	1233.48365	1633.50685	4824.2455	8919.7751	6083.6723	17.2089137612563	15.6840993592666	31.7349281311783	0.036537702631966	0.441771614626029	0.88670400890423	0.334639117571266	-0.133853349811132	0.882915539084633
Ttll12	2519.7615	2584.55375	3982.8626	10252.79265	13106.01315	12042.74265	32.0512110422048	40.3906457121125	69.6217634067177	0.0366280193036523	0.660518524271806	0.354211960642338	0.232147069437231	0.333642340591961	1.11915948612786
Uap1l1	5340.4706	5477.81115	8783.7614	14455.4904	19995.46495	24407.59955	36.9464789233571	22.6390013960196	82.9182042561376	0.0366326521526101	0.717871988662875	0.468055275374075	0.75571286242635	-0.70662655662454	1.16625199354143
Dnm1	4028.9334	4132.6568	6053.1666	8715.36125	12243.08645	14964.7087	0.50912605008174	0.967103621202324	2.44654897148052	0.0366716015351365	0.587292101264495	0.490334933392994	0.779931825771715	0.925647592047549	2.26465337091454
Mapk11	4918.11515	5044.75265	6996.5961	15148.59325	18649.55285	19579.59615	2.33662007604097	2.56963928010738	3.58153321236656	0.0366780202906334	0.508547696269018	0.299957213855357	0.370167181788643	0.137142674073338	0.61615414311212
Slc46a1	869.5133	891.9325	1030.7176	2509.12975	4023.5794	3720.1105	6.06542555199018	3.82515440253485	10.0468341015807	0.0367264384251289	0.245369111519356	0.681292426541864	0.568158398840266	-0.66509088536027	0.728060185657241
Ykt6	2648.08575	2716.4192	3932.05375	12208.7739	17239.32805	13414.92635	107.612185596023	150.159785141638	158.83623459303	0.0367562945425952	0.570333202941503	0.497785221587604	0.135920813056485	0.480657038518276	0.561698613069139
Pcgf6	4018.8909	4122.6978	4339.4589	7058.78645	8028.3566	5826.10815	9.87630957477591	9.66457805536082	8.06764458090529	0.0367912999832356	0.110717746576878	0.185684523133851	-0.276887693517864	-0.0312653113721697	-0.291824531138705
Bid	1825.6143	1872.87865	2485.91835	4832.7414	9025.32355	6579.80395	10.9808533912875	24.1933698057204	19.8220674944633	0.0368754282428565	0.445396914458447	0.901136854072309	0.445202800245497	1.13962155139352	0.852117267690323
Emilin1	7925.8287	8131.6928	10577.21545	21426.34965	24295.82655	25013.9183	68.6266641612684	53.108135955599	145.669919810505	0.0369939270722739	0.41632618263775	0.18132243128467	0.223344983037927	-0.369836336040372	1.08586186379135
Npepps	7373.60225	7565.60575	9678.51225	18413.24015	21086.9525	23221.69595	44.2927772762307	38.4929931315605	64.709604628117	0.037086002250204	0.392415702008609	0.195607093087244	0.334729822500982	-0.202475604573541	0.546908401546867
Ncor2	12684.24055	13014.62115	21291.83025	42557.9749	68290.66315	62379.8055	25.6421037476167	52.7183251496079	47.5870119334641	0.0370961733516992	0.747262826703727	0.682258841003371	0.551649551852597	1.03978990752854	0.892053238734825
Mmachc	2246.1024	2304.6167	2769.1238	6137.93945	6940.7864	5981.51995	7.16105475843692	6.6173476568414	7.88451506407924	0.0371031221489648	0.302005852293606	0.17734471739292	-0.037242283008613	-0.11391902235194	0.138849925962433
Tmem214	6374.43385	6541.02645	8557.58435	16811.26995	20717.20305	19797.61055	47.2158106313904	56.6308889109994	63.7841845878607	0.0372198346339037	0.42490639394755	0.301400531292952	0.235897604218616	0.262319135701908	0.433928709628684
Hras	11150.20365	11442.4196	14900.09255	25753.1847	37275.3854	31632.85725	38.8268972607549	79.5683528619583	54.8718499016566	0.0373220947825565	0.418251231713873	0.533472418564829	0.29667302330151	1.03513831114123	0.49900979133982
Rhoq	12765.98015	13101.18095	16980.71755	49878.0146	53095.4212	40549.5687	77.5834582733655	322.028795892632	167.869226760576	0.0373925535653097	0.411593114146623	0.090183412753742	-0.298717470177985	2.05336870987277	1.11351679398692
Wac	1810.1893	1857.727	2243.0239	7045.9516	13128.44625	8574.93835	44.8435952272474	61.5557552655543	62.637008725754	0.0373979332146632	0.309304418198717	0.897829713723773	0.283331734269332	0.456991802991377	0.482113369980819
Ubtf	6906.34685	7088.1848	10829.95925	26413.7046	50265.3529	35050.0274	31.8413472553239	32.4914454688557	41.1310464184244	0.0374934267604825	0.649033118474311	0.928277658154801	0.408128914116585	0.0291585474712788	0.369326396260078
Slc25a32	1461.8594	1500.3498	1826.4306	5159.3927	7154.5966	4283.1053	10.9425413352143	13.8442304646692	9.30699000978669	0.0374943368130385	0.32122237460676	0.471669165894294	-0.268544113122292	0.339337029599013	-0.233561269979173
Dhcr24	2551.37215	2618.70995	3097.005	7218.0278	12307.6528	7869.52315	67.7235775276454	96.5003199716359	155.900308653189	0.0375829250398425	0.279600362526324	0.769879045948745	0.124671519224652	0.510875539771203	1.20289369294581
Mrpl10	3191.28745	3275.62825	4605.2053	6419.4569	8077.701	8862.67755	23.4865792741236	17.9283847206221	35.2114411949127	0.0376330724040752	0.529126910211451	0.331493497600649	0.465291377423759	-0.389591093199027	0.584207671617382
Ptpn12	3309.3414	3396.85025	3736.2612	11315.3945	21003.8854	12530.8222	22.9942615923605	107.600873264528	38.3919394287244	0.0376534870843237	0.175051185218686	0.892369345651199	0.147194195448419	2.22634401177818	0.739529572376568
Yeats4	2050.252	2104.4847	2829.06035	3563.19615	5741.72135	4109.5722	32.9284911306926	27.1007815443495	44.9662423228246	0.0376657762942134	0.464521708121866	0.688311412761802	0.205816315018742	-0.281001948141914	0.449505922486527
Aes	4273.80975	4386.93705	6511.67735	12049.7163	21997.21135	16693.9549	355.586594545857	422.618685776567	682.818255735853	0.0376913172707134	0.607506529237629	0.868321460859946	0.470326598603585	0.249155620149835	0.94130069433843
Zfyve27	7044.6756	7231.3044	9346.42375	12708.46505	12775.4219	13139.28995	7.21390344076979	13.09323966961	10.7225017832545	0.0377226339805201	0.407881174422144	0.00758114630804663	0.0480975245154021	0.859970090845772	0.571789538239742
